enzymes	genes	shortNames	MWs	subSystems	Std	HiT	LpH
Q6C2I1	YALI0F07711g	YALI0_F07711g	61.94213	Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Gluconeogenesis // Glycolysis // Pentose phosphate pathway // Starch and sucrose metabolism // Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Gluconeogenesis // Glycolysis // Pentose phosphate pathway // Starch and sucrose metabolism	0.00229666480699719	0.00124836869382574	0.00207499187642582
Q6C2L0	YALI0F06974g	YALI0_F06974g	36.38679	Pentose and glucuronate interconversions // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Pentose and glucuronate interconversions //   // Glycerolipid metabolism	NaN	NaN	NaN
Q6C2L5	YALI0F06820g	YALI0_F06820g	40.45362	Aminoacyl-tRNA biosynthesis // One carbon pool by folate	NaN	NaN	NaN
Q6C2M0	YALI0F06710g	YALI0_F06710g	22.6683	Purine metabolism	NaN	NaN	NaN
Q6C2M6	YALI0F06578g	YALI0_F06578g	63.96855	Steroid biosynthesis // Steroid biosynthesis // Steroid biosynthesis // Steroid biosynthesis	0.000108118830081247	NaN	NaN
Q6C2N1	YALI0F06468g	YALI0_F06468g	41.69596	Biosynthesis of amino acids // Biosynthesis of antibiotics // Carbon metabolism // Glycine, serine and threonine metabolism // Vitamin B6 metabolism	NaN	0.00330837727650773	0.00474723745372658
Q6C2N3	YALI0F06424g	YALI0_F06424g	49.94188	Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism	0.000213940666760769	6.88219682122044e-05	8.25678470013917e-05
Q6C2Q5	YALI0F05962g	YALI0_F05962g	72.36833	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Gluconeogenesis // Glycolysis // Propanoate metabolism // Pyruvate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Gluconeogenesis // Glycolysis // Propanoate metabolism // Pyruvate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Gluconeogenesis // Glycolysis // Propanoate metabolism // Pyruvate metabolism	0.00290694881603366	0.0028737495171361	0.00276566248591348
Q6C2Q9	YALI0F05874g	YALI0_F05874g	41.7275	Biosynthesis of amino acids // Biosynthesis of antibiotics // Cysteine and methionine metabolism // Glycine, serine and threonine metabolism // Selenocompound metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Cysteine and methionine metabolism // Glycine, serine and threonine metabolism // Selenocompound metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Cysteine and methionine metabolism // Glycine, serine and threonine metabolism // Selenocompound metabolism	0.00053952645546905	0.000904799455519416	0.000323341485160939
Q6C2S1	YALI0F05632g	YALI0_F05632g	42.39544	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis	0.000137362739275086	0.000133673766499884	0.000117802122054755
Q6C2S2	YALI0F05610g	COQ2	43.93136	Biosynthesis of secondary metabolites // Ubiquinone and other terpenoid-quinone biosynthesis	NaN	NaN	NaN
Q6C2T9	YALI0F05214g	TPI1	26.80929	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Fructose and mannose metabolism // Gluconeogenesis // Glycolysis // Inositol phosphate metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Fructose and mannose metabolism // Gluconeogenesis // Glycolysis // Inositol phosphate metabolism	0.00107788760450871	0.00217192523193755	0.00160794908027188
Q6C2U0	YALI0F05192g	HIS6	29.0977	Biosynthesis of amino acids // Biosynthesis of secondary metabolites // Histidine metabolism // Biosynthesis of amino acids // Biosynthesis of secondary metabolites // Histidine metabolism	NaN	NaN	NaN
Q6C2U7	YALI0F05038g	YALI0_F05038g	43.13566	Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation	NaN	5.61608736477561e-05	NaN
Q6C2V6	YALI0F04774g	YALI0_F04774g	11.63678	Oxidative phosphorylation	0.00135041381705724	0.00127965930126964	0.00110435518165441
Q6C2W9	YALI0F04444g	YALI0_F04444g	56.07577	Biosynthesis of secondary metabolites // Gluconeogenesis // Glycolysis // Histidine metabolism // Phenylalanine metabolism // Tyrosine metabolism // beta-Alanine metabolism // Arginine and proline metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fatty acid degradation // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Histidine metabolism // Lysine degradation // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // beta-Alanine metabolism // Arginine and proline metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fatty acid degradation // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Histidine metabolism // Lysine degradation // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // beta-Alanine metabolism // Arginine and proline metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fatty acid degradation // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Histidine metabolism // Lysine degradation // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // beta-Alanine metabolism // Arginine and proline metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fatty acid degradation // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Histidine metabolism // Lysine degradation // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // beta-Alanine metabolism // Arginine and proline metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fatty acid degradation // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Histidine metabolism // Lysine degradation // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // beta-Alanine metabolism // Arginine and proline metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fatty acid degradation // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Histidine metabolism // Lysine degradation // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // beta-Alanine metabolism // Biosynthesis of secondary metabolites // Gluconeogenesis // Glycolysis // Histidine metabolism // Phenylalanine metabolism // Tyrosine metabolism // beta-Alanine metabolism // Arginine and proline metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fatty acid degradation // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Histidine metabolism // Lysine degradation // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // beta-Alanine metabolism // Biosynthesis of secondary metabolites // Gluconeogenesis // Glycolysis // Histidine metabolism // Phenylalanine metabolism // Tyrosine metabolism // beta-Alanine metabolism	0.000850456296410747	0.000550623334703266	0.000929392592093732
Q6C2X2	YALI0F04378g	YALI0_F04378g	84.81353	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Steroid biosynthesis	NaN	NaN	1.47635689817018e-05
Q6C2Y0	YALI0F04169g	YALI0_F04169g	101.93007	Biosynthesis of secondary metabolites // Starch and sucrose metabolism	0.00137324011632115	0.000961582177735233	0.000527242512553446
Q6C2Y4	YALI0F04095g	YALI0_F04095g	46.36453	2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Glutathione metabolism // Peroxisome // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Glutathione metabolism // Peroxisome // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Glutathione metabolism // Peroxisome	0.00194631953676532	0.000758122451100628	0.0012589904719536
Q6C2Y8	YALI0F04015g	YALI0_F04015g	30.37535	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis	NaN	0.000106852096549478	1.94092307215909e-05
Q6C307	YALI0F03597g	YALI0_F03597g	35.86431	Nicotinate and nicotinamide metabolism // Pyrimidine metabolism	NaN	NaN	NaN
Q6C326	YALI0F03179g	YALI0_F03179g	58.07805	Oxidative phosphorylation	0.00673978550662135	0.00638665652200205	0.00551173051805429
Q6C338	YALI0F02893g	YALI0_F02893g	32.33648	Oxidative phosphorylation	0.00375255262942112	0.00355593879082698	0.00306880075454414
Q6C340	YALI0F02849g	YALI0_F02849g	43.98968	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Lysine degradation // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation	0.000298678827172884	0.00037113561132132	0.000412517410650703
Q6C350	YALI0F02629g	YALI0_F02629g	52.08519	Aminoacyl-tRNA biosynthesis	0.000880507853277609	0.000570603046707511	0.000655191830222397
Q6C354	YALI0F02497g	PDH1	57.73628	Propanoate metabolism // Propanoate metabolism	0.00449269110935801	0.00365314123590022	0.00207833043622609
Q6C363	YALI0F02299g	YALI0_F02299g	91.35912	Aminoacyl-tRNA biosynthesis	NaN	6.39531562041247e-06	NaN
Q6C387	YALI0F01771g	YALI0_F01771g	10.45085	Oxidative phosphorylation // Sulfur metabolism	0.000158185136882395	0.00020694127967084	0.00019866022401946
Q6C391	YALI0F01672g	YALI0_F01672g	94.5821	Starch and sucrose metabolism	NaN	NaN	NaN
Q6C399	YALI0F01496g	YALI0_F01496g	11.33573	  // Pyrimidine metabolism // Pyrimidine metabolism	0.000287175606120597	0.00011861296950186	0.000191047618765027
Q6C3E0	YALI0F00506g	GLN1	40.71434	Alanine, aspartate and glutamate metabolism // Arginine biosynthesis // Biosynthesis of amino acids // Glyoxylate and dicarboxylate metabolism // Nitrogen metabolism	0.00032337841559052	0.000261085545824927	0.000297585561996287
Q6C3E1	YALI0F00484g	YALI0_F00484g	54.67479	Glycerolipid metabolism	0.00460796999671347	0.00651892185231573	0.00473006734863461
Q6C3E5	YALI0F00396g	YALI0F00396g	72.89452	  //   //   //   //   //   //   //   //   //   //   //  	NaN	0.000110188865063701	0.000316853334319376
Q6C3G2	YALI0E35156g	YALI0_E35156g	199.83564	Arginine biosynthesis // Atrazine degradation // Arginine biosynthesis // Atrazine degradation	NaN	NaN	NaN
Q6C3H5	YALI0E34793g	YALI0_E34793g	71.44042	Citrate cycle (TCA cycle)	0.00340974075605136	0.00197014019409028	0.00403861870128405
Q6C3H7	YALI0E34749g	YALI0_E34749g	59.89187	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glyoxylate and dicarboxylate metabolism // Longevity regulating pathway - multiple species // MAPK signaling pathway - yeast // Peroxisome // Tryptophan metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glyoxylate and dicarboxylate metabolism // Longevity regulating pathway - multiple species // MAPK signaling pathway - yeast // Peroxisome // Tryptophan metabolism	0.00187653410364313	0.000282180239794735	0.000403148660629164
Q6C3J7	YALI0E34265g	YALI0_E34265g	60.41552	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glyoxylate and dicarboxylate metabolism // Longevity regulating pathway - multiple species // MAPK signaling pathway - yeast // Peroxisome // Tryptophan metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glyoxylate and dicarboxylate metabolism // Longevity regulating pathway - multiple species // MAPK signaling pathway - yeast // Peroxisome // Tryptophan metabolism	NaN	NaN	NaN
Q6C3K2	YALI0E34133g	ALG1	52.71104	N-Glycan biosynthesis // Various types of N-glycan biosynthesis	NaN	NaN	NaN
Q6C3K7	YALI0E34037g	QCR7	14.65587	Oxidative phosphorylation // Sulfur metabolism	0.000221832750645218	0.000290206489662513	0.000278593455785901
Q6C3L0	YALI0E33957g	YALI0_E33957g	24.23951	Biosynthesis of amino acids // Biosynthesis of secondary metabolites // Histidine metabolism	NaN	4.40703647185693e-05	2.6444818216048e-05
Q6C3L7	YALI0E33774g	YALI0_E33774g	148.742	Inositol phosphate metabolism	NaN	NaN	NaN
Q6C3M8	YALI0E33517g	YALI0_E33517g	113.72497	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Lysine degradation // Propanoate metabolism // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Lysine degradation // Propanoate metabolism // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // Fatty acid degradation	0.0039900166044736	0.00415630595973519	0.00289660417299734
Q6C3M9	YALI0E33495g	GET3	36.04261	 	NaN	0.000116060496373727	0.000120740394673096
Q6C3P7	YALI0E33143g	YALI0_E33143g	32.85305	Arginine and proline metabolism // Cysteine and methionine metabolism // Glutathione metabolism // beta-Alanine metabolism // Arginine and proline metabolism // Cysteine and methionine metabolism // Glutathione metabolism // beta-Alanine metabolism	0.000218453741579277	0.000237653303582299	0.000359393863994228
Q6C3Q2	YALI0E33033g	YALI0_E33033g	34.60603	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism	0.00044270323027766	0.000316389259562536	0.000352744213000244
Q6C3R1	YALI0E32791g	YALI0_E32791g	103.48104	Glycerophospholipid metabolism	NaN	NaN	NaN
Q6C3S3	YALI0E32527g	YALI0_E32527g	59.37453	Purine metabolism	NaN	NaN	NaN
Q6C3T1	YALI0E32351g	YALI0_E32351g	34.67067	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Pentose phosphate pathway // Purine metabolism	NaN	NaN	NaN
Q6C3U4	YALI0E32065g	YALI0_E32065g	24.51301	Biosynthesis of antibiotics // Steroid biosynthesis	NaN	NaN	NaN
Q6C3U6	YALI0E32035g	YALI0_E32035g	63.58578	Steroid biosynthesis // Steroid biosynthesis //   //   //   //   //   //   //   //   //   //  	NaN	NaN	NaN
Q6C3W5	YALI0E31647g	YALI0_E31647g	35.13102	  // Sulfur relay system // Sulfur metabolism //  	8.2322042515281e-05	5.49096958921349e-05	NaN
Q6C3X3	YALI0E31515g	YALI0_E31515g	37.27088	Glycerolipid metabolism	NaN	NaN	NaN
Q6C3X5	YALI0E31471g	YALI0_E31471g	16.46446	Oxidative phosphorylation // Phagosome // Oxidative phosphorylation // Phagosome	NaN	NaN	NaN
Q6C3Z7	YALI0E31009g	YALI0_E31009g	50.52146	Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism	NaN	NaN	NaN
Q6C3Z9	YALI0E30965g	ACH1	58.05042	Pyruvate metabolism // Pyruvate metabolism // Pyruvate metabolism	0.00123652703023562	0.00261922952907094	0.000432090321978185
Q6C416	YALI0E30591g	YALI0_E30591g	67.30042	Biosynthesis of secondary metabolites // Biotin metabolism // Fatty acid biosynthesis // Fatty acid metabolism // Propanoate metabolism // Pyruvate metabolism // Biotin metabolism	NaN	NaN	NaN
Q6C421	YALI0E30481g	YALI0_E30481g	46.56166	Arginine and proline metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbapenem biosynthesis	0.000436069783521046	0.000877169949009217	0.000291949849400612
Q6C433	YALI0E30129g	YALI0_E30129g	71.85878	Cysteine and methionine metabolism // Glutathione metabolism	NaN	2.36916170135122e-05	NaN
Q6C438	YALI0E29975g	YALI0_E29975g	51.81698	Biosynthesis of secondary metabolites // Porphyrin and chlorophyll metabolism	NaN	NaN	NaN
Q6C450	YALI0E29667g	YALI0_E29667g	18.59966	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Oxidative phosphorylation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Oxidative phosphorylation	0.000246240895814012	0.00024061969660446	0.000192269767316426
Q6C454	YALI0E29579g	YALI0_E29579g	57.35567	Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics	0.000222696924417279	0.000222696924417279	0.000276697895164901
Q6C473	YALI0E29161g	YALI0_E29161g	228.58717	Inositol phosphate metabolism	NaN	NaN	NaN
Q6C474	YALI0E29139g	YALI0_E29139g	58.61326	Aminoacyl-tRNA biosynthesis	NaN	NaN	NaN
Q6C482	YALI0E28963g	YALI0E28963g	47.64276	Alanine, aspartate and glutamate metabolism // Purine metabolism	0.000511150423199444	0.000463988441349528	0.000340819821063334
Q6C490	YALI0E28787g	YALI0_E28787g	48.99243	2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Lysine biosynthesis // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tryptophan metabolism // Tyrosine metabolism // Ubiquinone and other terpenoid-quinone biosynthesis // Tryptophan metabolism // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Lysine biosynthesis // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tryptophan metabolism // Tyrosine metabolism // Ubiquinone and other terpenoid-quinone biosynthesis // Tryptophan metabolism	0.00048698380659328	0.00056735064988759	0.000274185643366828
Q6C4A4	YALI0E28468g	YALI0_E28468g	79.31353	Aminoacyl-tRNA biosynthesis // Biosynthesis of secondary metabolites // Porphyrin and chlorophyll metabolism	0.00207985771815164	0.00105423297718972	0.0014351614712684
Q6C4B5	YALI0E28237g	YALI0_E28237g	48.44931	Sphingolipid metabolism // Sphingolipid metabolism	NaN	NaN	1.66199395312197e-05
Q6C4B9	YALI0E28153g	YALI0_E28153g	207.24426	Inositol phosphate metabolism	0.00109602033438795	0.000327453613471435	0.000889419002456526
Q6C4C6	YALI0E27874g	YALI0_E27874g	74.02738	Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism	NaN	NaN	NaN
Q6C4E9	YALI0E27346g	YALI0_E27346g	57.10986	Oxidative phosphorylation // Phagosome // Oxidative phosphorylation // Phagosome	0.00175580680491977	0.000958233904020077	0.0011957192163066
Q6C4G4	YALI0E27005g	YALI0_E27005g	35.99251	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation	0.00146452710513118	0.000661211497262969	0.00084163843221127
Q6C4H2	YALI0E26829g	YALI0_E26829g	40.90171	Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Galactose metabolism // Gluconeogenesis // Glycolysis // Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Galactose metabolism // Gluconeogenesis // Glycolysis	NaN	0.000118263171257589	2.4524881879964e-05
Q6C4H7	YALI0E26719g	YALI0_E26719g	62.41953	Galactose metabolism // Starch and sucrose metabolism	NaN	NaN	NaN
Q6C4K5	YALI0E26004g	YALI0_E26004g	39.96164	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Fructose and mannose metabolism // Gluconeogenesis // Glycolysis // Pentose phosphate pathway // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Fructose and mannose metabolism // Gluconeogenesis // Glycolysis // Pentose phosphate pathway // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Fructose and mannose metabolism // Gluconeogenesis // Glycolysis // Pentose phosphate pathway // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Fructose and mannose metabolism // Gluconeogenesis // Glycolysis // Pentose phosphate pathway // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Fructose and mannose metabolism // Gluconeogenesis // Glycolysis // Pentose phosphate pathway // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Fructose and mannose metabolism // Gluconeogenesis // Glycolysis // Pentose phosphate pathway	0.00333385450359878	0.00335101910807695	0.00267201905640274
Q6C4L7	YALI0E25740g	YALI0_E25740g	49.93768	Purine metabolism	NaN	NaN	NaN
Q6C4M1	YALI0E25652g	YALI0_E25652g	53.28425	Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism	NaN	NaN	NaN
Q6C4N1	YALI0E25091g	YALI0_E25091g	21.07161	Sulfur relay system	0.00100842680804883	0.000745776919224434	0.000592196752061399
Q6C4Q2	YALI0E24607g	YALI0_E24607g	123.2777	Aminoacyl-tRNA biosynthesis	0.000790381643653747	0.00073204460215197	0.000827198374389767
Q6C4Q7	YALI0E24497g	YALI0_E24497g	53.90062	Folate biosynthesis // Folate biosynthesis	NaN	NaN	NaN
Q6C4S7	YALI0E24057g	YALI0_E24057g	37.07615	Pyruvate metabolism	9.302660308512e-05	0.00025640682591073	0.000223664231991444
Q6C4S9	YALI0E24013g	YALI0_E24013g	34.36013	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Propanoate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Propanoate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Propanoate metabolism	0.000874487804922732	0.000717932491498849	0.000816677680588158
Q6C4T0	YALI0E23991g	YALI0_E23991g	47.72241	Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism	NaN	NaN	NaN
Q6C4X4	YALI0E22979g	YALI0_E22979g	66.61272	Aminoacyl-tRNA biosynthesis	0.000618023039546424	0.000445051755981103	0.000924690006168417
Q6C4Y7	YALI0E22649g	YALI0_E22649g	56.90115	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glutathione metabolism // Pentose phosphate pathway	0.000934775194914032	0.00103600830626337	0.00123398563578155
Q6C4Z3	YALI0E22462g	YALI0_E22462g	61.36295	Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism	NaN	NaN	NaN
Q6C504	YALI0E22198g	YALI0_E22198g	191.40008	Amino sugar and nucleotide sugar metabolism	NaN	NaN	NaN
Q6C513	YALI0E21934g	YALI0_E21934g	28.54647	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis // Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	NaN	NaN	NaN
Q6C536	YALI0E21351g	YALI0_E21351g	28.19269	Thiamine metabolism // Thiamine metabolism	NaN	NaN	NaN
Q6C538	YALI0E21307g	YALI0_E21307g	55.28569	Pyruvate metabolism // Sulfur metabolism	NaN	NaN	NaN
Q6C549	YALI0E21021g	YALI0_E21021g	221.55187	MAPK signaling pathway - yeast // Starch and sucrose metabolism	0.00045712921340402	0.000191615756030466	0.000232195044165592
