enzymes	genes	shortNames	MWs	subSystems	Std	HiT	LpH	Osm
P10614	YHR007C	ERG11	60.71959	sce00100  Steroid biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	0.000121053735686685	5.07915543996747e-05	5.36346888375647e-05	4.32486540438599e-05
P10659	YLR180W	SAM1	41.81793	sce00270  Cysteine and methionine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01230  Biosynthesis of amino acids	0.00124109380578311	0.0011426296030818	0.000983202613511355	0.00116014849464718
P10869	YER052C	HOM3	58.10913	sce00260  Glycine, serine and threonine metabolism // sce00261  Monobactam biosynthesis // sce00270  Cysteine and methionine metabolism // sce00300  Lysine biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	0.000479827698344035	0.000495832365471858	0.000263726162625391	0.000445162285796969
P10963	YKR097W	PCK1	60.98257	Gluconeogenesis // sce00010  Glycolysis // sce00020  Citrate cycle (TCA cycle) // sce00620  Pyruvate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism	0.000104035718506171	0.000393853038931489	NaN	0.00052521731062396
P11154	YGL062W	PYC1	130.09827	sce00020  Citrate cycle (TCA cycle) // sce00620  Pyruvate metabolism // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids	0.000916188863494417	0.000945925092250695	0.000753347679104083	0.0013255881043944
P11325	YLR382C	NAM2	101.9192	sce00970  Aminoacyl-tRNA biosynthesis	NaN	NaN	NaN	NaN
P11353	YDR044W	HEM13	37.71116	sce00860  Porphyrin and chlorophyll metabolism // sce01110  Biosynthesis of secondary metabolites	0.000140754264534589	NaN	8.0000598550389e-05	9.54936065008529e-05
P11412	YNL241C	ZWF1	57.5209	sce00030  Pentose phosphate pathway // sce00480  Glutathione metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism	0.000479986971493112	0.000534790304350584	0.000437108675802149	0.000404023590033027
P11491	YDR481C	PHO8	63.00341	sce00730  Thiamine metabolism // sce00790  Folate biosynthesis	NaN	NaN	4.62941852798354e-05	7.0646214716913e-05
P11986	YJL153C	INO1	59.64136	sce00562  Inositol phosphate metabolism // sce01130  Biosynthesis of antibiotics	0.000635328965818721	0.00060603790648884	0.000380774532078295	0.000576735716997948
P12683	YML075C	HMG1	115.62448	sce00900  Terpenoid backbone biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	0.000304171619359333	0.00019339367091653	0.000291299612374949	0.000117062019132456
P12684	YLR450W	HMG2	115.69085	sce00900  Terpenoid backbone biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	NaN	NaN	NaN	NaN
P12695	YNL071W	LAT1	51.81762	Gluconeogenesis // sce00010  Glycolysis // sce00020  Citrate cycle (TCA cycle) // sce00260  Glycine, serine and threonine metabolism // sce00280  Valine, leucine and isoleucine degradation // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00640  Propanoate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism	0.00032864014283977	0.00040556203090092	0.000211643594749506	0.000332268423557818
P12709	YBR196C	PGI1	61.29832	Gluconeogenesis // sce00010  Glycolysis // sce00030  Pentose phosphate pathway // sce00500  Starch and sucrose metabolism // sce00520  Amino sugar and nucleotide sugar metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // Gluconeogenesis // sce00010  Glycolysis // sce00030  Pentose phosphate pathway // sce00500  Starch and sucrose metabolism // sce00520  Amino sugar and nucleotide sugar metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism	0.000676634865591187	0.000801690359767886	0.000680766630646268	0.00112391920019517
P12945	YDL040C	NAT1	98.90405	 // 	8.34676576118651e-05	5.66052070086527e-05	4.30520211894375e-05	7.31640261936885e-05
P13045	YDR009W	GAL3	58.12842		NaN	NaN	NaN	NaN
P13188	YOR168W	GLN4	93.13159	sce00970  Aminoacyl-tRNA biosynthesis	0.000414393655656862	0.000506028289773113	0.000479140024104634	0.000482399555687823
P13259	YGR202C	PCT1	49.40551	sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism	NaN	NaN	NaN	NaN
P13298	YML106W	URA5	24.66419	sce00240  Pyrimidine metabolism // sce00240  Pyrimidine metabolism	0.000235012816507976	0.00026645387896898	0.000308653149343592	0.000189043438629509
P13586	YGL167C	PMR1	104.56979		NaN	1.23378675411532e-05	NaN	2.55415777492587e-05
P13587	YDR040C	ENA1	120.35609		NaN	NaN	NaN	NaN
P13663	YDR158W	HOM2	39.54334	sce00260  Glycine, serine and threonine metabolism // sce00261  Monobactam biosynthesis // sce00270  Cysteine and methionine metabolism // sce00300  Lysine biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	0.000690622055000901	0.000681330593486253	0.000791080592948438	0.000518546689669458
P13711	YGL205W	POX1	84.04132	sce00071  Fatty acid degradation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00071  Fatty acid degradation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00071  Fatty acid degradation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00071  Fatty acid degradation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00071  Fatty acid degradation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00071  Fatty acid degradation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00071  Fatty acid degradation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00071  Fatty acid degradation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00071  Fatty acid degradation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00071  Fatty acid degradation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00071  Fatty acid degradation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00071  Fatty acid degradation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00071  Fatty acid degradation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00071  Fatty acid degradation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00071  Fatty acid degradation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00071  Fatty acid degradation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00071  Fatty acid degradation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00071  Fatty acid degradation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01212  Fatty acid metabolism // sce04146  Peroxisome	0.000586163007920831	0.000537357517800044	0.000747066929720948	0.000806625914671959
P14020	YPR183W	DPM1	30.36193	sce00510  N-Glycan biosynthesis	0.000297948047768934	0.000265690273559694	0.000179095302721332	0.000346835437958208
P14065	YOR120W	GCY1	35.07875	sce00561  Glycerolipid metabolism	0.000605310977021003	0.000504749817806263	0.000611714533858924	0.000441877139656636
P14180	YBR038W	CHS2	109.8805	sce00520  Amino sugar and nucleotide sugar metabolism	NaN	NaN	NaN	NaN
P14540	YKL060C	FBA1	39.62024	Gluconeogenesis // sce00010  Glycolysis // sce00030  Pentose phosphate pathway // sce00051  Fructose and mannose metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // Gluconeogenesis // sce00010  Glycolysis // sce00030  Pentose phosphate pathway // sce00051  Fructose and mannose metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids	0.00356046635086771	0.0029620411099077	0.00334693953218488	0.00440766032839907
P14742	YKL104C	GFA1	80.04593	sce00250  Alanine, aspartate and glutamate metabolism // sce00520  Amino sugar and nucleotide sugar metabolism // sce01130  Biosynthesis of antibiotics	0.000643613268996915	0.000691029051918496	0.000456037893169997	0.000503561393876274
P14772	YLL015W	BPT1	176.87236	 // 	NaN	NaN	NaN	NaN
P14843	YDR035W	ARO3	41.06952	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids // sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids	0.000205629555589314	0.000143719217541855	0.000163671917661071	6.88241752526166e-05
P14904	YKL103C	APE1	57.09192	 //  //  // 	0.00017292280257642	0.000247163241592332	0.000149448259986111	0.000174104726920444
P15019	YLR354C	TAL1	37.0359	sce00030  Pentose phosphate pathway // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // sce00030  Pentose phosphate pathway // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids	0.000887975950629309	0.00104421872820427	0.000871340070020868	0.00123786285894967
P15179	YPL104W	MSD1	75.45987	sce00970  Aminoacyl-tRNA biosynthesis	NaN	NaN	NaN	NaN
P15180	YDR037W	KRS1	67.95785	sce00970  Aminoacyl-tRNA biosynthesis	0.00100644508586441	0.000808105945899291	0.000745109659678655	0.0010037856315525
P15202	YDR256C	CTA1	58.55479	sce00380  Tryptophan metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce04011  MAPK signaling pathway - yeast // sce04146  Peroxisome // sce04213  Longevity regulating pathway - multiple species	0.000737598207416028	0.000704298831823486	0.000415024873891653	0.000695806100461451
P15274	YML035C	AMD1	93.30072	sce00230  Purine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	6.38979110380674e-05	0.000137187255460246	NaN	9.90746635453645e-05
P15454	YDR454C	GUK1	20.63708	sce00230  Purine metabolism // sce00230  Purine metabolism // sce00230  Purine metabolism // sce00230  Purine metabolism // sce00230  Purine metabolism	0.000228264483416555	0.000196115373893724	0.000154364270688901	9.45204031879729e-05
P15496	YPL117C	IDI1	33.35113	sce00900  Terpenoid backbone biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce00900  Terpenoid backbone biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	5.59177974254174e-05	7.9354463788711e-05	9.67450850536594e-05	5.9392878762474e-05
P15624	YLR060W	FRS1	67.36425	sce00970  Aminoacyl-tRNA biosynthesis	0.000371419167177356	0.000452782417997485	0.000417317386946489	0.000453768481888374
P15625	YFL022C	FRS2	57.51077	sce00970  Aminoacyl-tRNA biosynthesis	0.000347603766989737	0.0003767348146471	0.000461107498926727	0.000486414429383656
P15700	YKL024C	URA6	22.93296	sce00240  Pyrimidine metabolism // sce00240  Pyrimidine metabolism // sce00240  Pyrimidine metabolism // sce00240  Pyrimidine metabolism	NaN	7.66676047688698e-05	5.41553179247238e-05	NaN
P15703	YGR282C	BGL2	34.11813	sce00500  Starch and sucrose metabolism	0.000353951479624702	0.000262273109730901	0.000201240251694284	0.000320448590151623
P15807	YBR213W	MET8	31.91748	sce00860  Porphyrin and chlorophyll metabolism // sce01110  Biosynthesis of secondary metabolites // sce00860  Porphyrin and chlorophyll metabolism // sce01110  Biosynthesis of secondary metabolites	NaN	NaN	NaN	NaN
P16120	YCR053W	THR4	57.47349	sce00260  Glycine, serine and threonine metabolism // sce00750  Vitamin B6 metabolism // sce01110  Biosynthesis of secondary metabolites // sce01230  Biosynthesis of amino acids // sce00260  Glycine, serine and threonine metabolism // sce00750  Vitamin B6 metabolism // sce01110  Biosynthesis of secondary metabolites // sce01230  Biosynthesis of amino acids	0.000865482655976718	0.000583667627918139	0.00064367941409116	0.000647057319828323
P16140	YBR127C	VMA2	57.74869	sce00190  Oxidative phosphorylation // sce04145  Phagosome // sce00190  Oxidative phosphorylation // sce04145  Phagosome	0.000940265994121453	0.000739569458125631	0.000759357529252123	0.00102358565117384
P16387	YER178W	PDA1	46.34261	Gluconeogenesis // sce00010  Glycolysis // sce00020  Citrate cycle (TCA cycle) // sce00260  Glycine, serine and threonine metabolism // sce00280  Valine, leucine and isoleucine degradation // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00640  Propanoate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism	0.000253229671827372	0.000291351962654693	0.00041425192690915	0.000294764881291931
P16451	YGR193C	PDX1	45.36125	Gluconeogenesis // sce00010  Glycolysis // sce00020  Citrate cycle (TCA cycle) // sce00260  Glycine, serine and threonine metabolism // sce00280  Valine, leucine and isoleucine degradation // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00640  Propanoate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism	9.8907520755569e-05	4.35395644236472e-05	NaN	7.02248173553463e-05
P16467	YLR134W	PDC5	61.91138	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	NaN	NaN	NaN	NaN
P16550	YCL050C	APA1	36.49211	sce00230  Purine metabolism // sce00920  Sulfur metabolism // sce00230  Purine metabolism // sce00920  Sulfur metabolism // sce00230  Purine metabolism // sce00920  Sulfur metabolism	0.000296786711330776	0.000240502145773555	0.000210426693508786	0.000225052443824452
P16603	YHR042W	NCP1	76.77089	sce00100  Steroid biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	0.000371273859707465	0.000227359711843979	0.000231635037551812	0.000400832634800232
P16622	YOR176W	HEM15	44.5956	sce00860  Porphyrin and chlorophyll metabolism // sce01110  Biosynthesis of secondary metabolites	NaN	NaN	NaN	NaN
P16639	YGL017W	ATE1	57.92976	 // 	NaN	NaN	NaN	NaN
P16661	YBR110W	ALG1	51.92853	sce00510  N-Glycan biosynthesis // sce00513  Various types of N-glycan biosynthesis	NaN	NaN	NaN	NaN
P16861	YGR240C	PFK1	107.96906	Gluconeogenesis // sce00010  Glycolysis // sce00030  Pentose phosphate pathway // sce00051  Fructose and mannose metabolism // sce00052  Galactose metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // sce03018  RNA degradation // Gluconeogenesis // sce00010  Glycolysis // sce00030  Pentose phosphate pathway // sce00051  Fructose and mannose metabolism // sce00052  Galactose metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // sce03018  RNA degradation	0.00102221223450943	0.00148283718596595	0.00160146610597482	0.00186695018459851
P16862	YMR205C	PFK2	104.61673	Gluconeogenesis // sce00010  Glycolysis // sce00030  Pentose phosphate pathway // sce00051  Fructose and mannose metabolism // sce00052  Galactose metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // sce03018  RNA degradation // Gluconeogenesis // sce00010  Glycolysis // sce00030  Pentose phosphate pathway // sce00051  Fructose and mannose metabolism // sce00052  Galactose metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // sce03018  RNA degradation // Gluconeogenesis // sce00010  Glycolysis // sce00030  Pentose phosphate pathway // sce00051  Fructose and mannose metabolism // sce00052  Galactose metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // sce03018  RNA degradation // Gluconeogenesis // sce00010  Glycolysis // sce00030  Pentose phosphate pathway // sce00051  Fructose and mannose metabolism // sce00052  Galactose metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids // sce03018  RNA degradation	0.000514485942634124	0.000746464308767933	0.000585242584058661	0.0007573905607622
P17255	YDL185W	VMA1	118.6354	sce00190  Oxidative phosphorylation // sce04145  Phagosome // sce00190  Oxidative phosphorylation // sce04145  Phagosome	0.00120349273346198	0.00167999793005582	0.00140182363586242	0.00143525123170659
P17423	YHR025W	THR1	38.71215	sce00260  Glycine, serine and threonine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01230  Biosynthesis of amino acids	0.000245827419888157	0.000223307041405999	0.000248022305719981	0.000185333862652534
P17505	YKL085W	MDH1	35.64959	sce00020  Citrate cycle (TCA cycle) // sce00270  Cysteine and methionine metabolism // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce00020  Citrate cycle (TCA cycle) // sce00270  Cysteine and methionine metabolism // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism	0.00105197923860526	0.00106605844213475	0.00104112945954696	0.0015814219927062
P17649	YGR019W	UGA1	52.94565	sce00250  Alanine, aspartate and glutamate metabolism // sce00280  Valine, leucine and isoleucine degradation // sce00410  beta-Alanine metabolism // sce00640  Propanoate metabolism // sce00650  Butanoate metabolism	0.000191566337417002	0.000244181350931552	0.000169256511809415	0.000188173621234688
P17695	YDR513W	GRX2	15.86124	sce00480  Glutathione metabolism // sce00480  Glutathione metabolism // sce00480  Glutathione metabolism	NaN	NaN	NaN	NaN
P17709	YCL040W	GLK1	55.37689	Gluconeogenesis // sce00010  Glycolysis // sce00051  Fructose and mannose metabolism // sce00052  Galactose metabolism // sce00500  Starch and sucrose metabolism // sce00520  Amino sugar and nucleotide sugar metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism	0.00117910609344847	0.00116121803513318	0.00146225247688093	0.00118959464029846
P17898	YNL130C	CPT1	44.82898	sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites	NaN	NaN	NaN	NaN
P18408	YPR167C	MET16	30.3799	sce00920  Sulfur metabolism // sce00920  Sulfur metabolism	1.74221138136426e-05	NaN	NaN	NaN
P18544	YOL140W	ARG8	46.68082	sce00220  Arginine biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	0.000414700418920888	0.000447077899230047	0.000432629058079192	0.000363260205876008
P18562	YHR128W	FUR1	24.59419	sce00240  Pyrimidine metabolism	0.000108565693197055	9.89155666961277e-05	7.64631791579833e-05	8.88094544556591e-05
P18900	YBR003W	COQ1	52.55916	sce00900  Terpenoid backbone biosynthesis // sce01110  Biosynthesis of secondary metabolites	NaN	NaN	NaN	NaN
P19097	YPL231W	FAS2	206.94462	sce00061  Fatty acid biosynthesis // sce01212  Fatty acid metabolism // sce00061  Fatty acid biosynthesis // sce01212  Fatty acid metabolism	0.00387857388717079	0.00321008202338858	0.00396729526013093	0.00385983699401902
P19262	YDR148C	KGD2	50.43011	Gluconeogenesis // sce00010  Glycolysis // sce00020  Citrate cycle (TCA cycle) // sce00260  Glycine, serine and threonine metabolism // sce00280  Valine, leucine and isoleucine degradation // sce00310  Lysine degradation // sce00380  Tryptophan metabolism // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00640  Propanoate metabolism // sce00670  One carbon pool by folate // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // Gluconeogenesis // sce00010  Glycolysis // sce00020  Citrate cycle (TCA cycle) // sce00260  Glycine, serine and threonine metabolism // sce00280  Valine, leucine and isoleucine degradation // sce00310  Lysine degradation // sce00380  Tryptophan metabolism // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00640  Propanoate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // Gluconeogenesis // sce00010  Glycolysis // sce00020  Citrate cycle (TCA cycle) // sce00260  Glycine, serine and threonine metabolism // sce00280  Valine, leucine and isoleucine degradation // sce00310  Lysine degradation // sce00380  Tryptophan metabolism // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00640  Propanoate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism	0.000255352483998057	0.000219041531402521	0.000280705147022141	0.000290299694965096
P19358	YDR502C	SAM2	42.2555	sce00270  Cysteine and methionine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01230  Biosynthesis of amino acids	0.00162841263631277	0.00157236340970646	0.0016575856331509	0.00149255587028798
P19414	YLR304C	ACO1	85.36736	sce00020  Citrate cycle (TCA cycle) // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids // sce00020  Citrate cycle (TCA cycle) // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids // sce00020  Citrate cycle (TCA cycle) // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids // sce00020  Citrate cycle (TCA cycle) // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids // sce00020  Citrate cycle (TCA cycle) // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids // sce00020  Citrate cycle (TCA cycle) // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids // sce00020  Citrate cycle (TCA cycle) // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids // sce00020  Citrate cycle (TCA cycle) // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids	0.00146758143359433	0.00146363413707957	0.00129459088048764	0.0014971518577006
P19516	YPL132W	COX11	34.04384	sce00190  Oxidative phosphorylation // sce00920  Sulfur metabolism	0.000197470381483589	0.000228423068481313	0.000282014315970647	0.000267366198632467
P19657	YPL036W	PMA2	102.17102	sce00190  Oxidative phosphorylation // sce00230  Purine metabolism // sce00240  Pyrimidine metabolism	0.000691439430716966	0.000888390010840736	0.000788718759095966	0.00104980441406177
P19881	YDL236W	PHO13	34.62415	 // 	9.40707555925228e-05	NaN	5.08108989643683e-05	7.14411812515137e-05
P20048	YMR013C	SEC59	58.90564	sce00510  N-Glycan biosynthesis	NaN	NaN	NaN	NaN
P20049	YBR166C	TYR1	50.92272	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics	2.95773897485627e-05	NaN	8.42323946754439e-06	NaN
