enzymes	genes	shortNames	MWs	subSystems	Std	HiT	LpH	Osm
W0T6R8	KLMA_20043	KLMA_20043	40.51741	One carbon pool by folate // One carbon pool by folate	NaN	NaN	NaN	NaN
W0T6S2	KLMA_20048	KLMA_20048	86.70038	N-Glycan biosynthesis // N-Glycan biosynthesis	NaN	NaN	NaN	NaN
W0T6S6	KLMA_20305	KLMA_20305	52.20608	Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism	0.000484860690583328	0.000332851464755464	0.000628845303217292	0.000685362015879927
W0T6U1	KLMA_20687	KLMA_20687	46.87895	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	NaN	NaN	NaN	NaN
W0T6V3	KLMA_30042	KLMA_30042	21.71615	Purine metabolism // Purine metabolism // Purine metabolism // Purine metabolism // Purine metabolism // Pyrimidine metabolism	NaN	NaN	NaN	NaN
W0T6V7	KLMA_20093	KLMA_20093	27.6361	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	NaN	NaN	NaN	NaN
W0T6W0	KLMA_10182	KLMA_10182	33.15517	Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis	NaN	NaN	NaN	NaN
W0T6W1	KLMA_20098	KLMA_20098	28.85381	Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis	0.000327276769085808	0.000299368430638998	0.000340948687442406	0.000675899817099315
W0T6W8	KLMA_10192	KLMA_10192	58.53218	Purine metabolism // Purine metabolism	NaN	NaN	NaN	NaN
W0T6X1	KLMA_20722	KLMA_20722	50.96737	Steroid biosynthesis // Steroid biosynthesis // Other reactions // Other reactions	8.86742493010872e-05	8.86742493010872e-05	6.42900614736772e-05	6.42900614736772e-05
W0T6Z0	KLMA_10222	KLMA_10222	60.83469	Purine metabolism	NaN	NaN	NaN	NaN
W0T704	KLMA_20752	KLMA_20752	35.84688	Pyrimidine metabolism	NaN	NaN	NaN	NaN
W0T717	KLMA_20370	KLMA_20370	54.76542	Glutathione metabolism	0.000204743170280071	0.000183562175276762	NaN	5.63343246239413e-05
W0T718	KLMA_20153	KLMA_20153	48.27557	Alanine, aspartate and glutamate metabolism // Alanine, aspartate and glutamate metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Arginine and proline metabolism // Arginine and proline metabolism // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Ubiquinone and other terpenoid-quinone biosynthesis // Alanine, aspartate and glutamate metabolism // Alanine, aspartate and glutamate metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Ubiquinone and other terpenoid-quinone biosynthesis	NaN	NaN	NaN	NaN
W0T723	KLMA_20158	KLMA_20158	40.38988	Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Tyrosine metabolism // Phenylalanine metabolism // Retinol metabolism // Other reactions // Other reactions // Other reactions // Other reactions // Other reactions // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Tyrosine metabolism // Retinol metabolism // Other reactions	0.00105028196445686	0.00219583655349414	0.00136133423289356	0.00137670223389646
W0T747	KLMA_20405	KLMA_20405	50.46248	N-Glycan biosynthesis // N-Glycan biosynthesis	NaN	NaN	NaN	NaN
W0T754	KLMA_10297	KLMA_10297	37.44287	Pyrimidine metabolism // Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism	NaN	8.96118317081949e-05	6.97783197803917e-05	7.75429393484666e-05
W0T759	KLMA_30152	KLMA_30152	79.01676	Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Other reactions	NaN	NaN	NaN	NaN
W0T760	KLMA_20193	KLMA_20193	97.14208	Transport reaction (active diffusion) // Transport reaction (active diffusion)	NaN	NaN	NaN	NaN
W0T771	KLMA_10317	KLMA_10317	58.44638	Purine metabolism // Purine metabolism	0.000191159500738447	0.000340777586673852	0.000301025954497147	0.000495904777452741
W0T776	KLMA_20208	KLMA_20208	47.75234	Glycerolipid metabolism // Glycerolipid metabolism // Other reactions	NaN	NaN	NaN	NaN
W0T778	KLMA_20817	KLMA_20817	64.42939	Arginine and proline metabolism	NaN	NaN	NaN	NaN
W0T793	KLMA_10342	KLMA_10342	46.24864	Sphingolipid metabolism	NaN	NaN	NaN	NaN
W0T7A9	KLMA_20243	KLMA_20243	16.33968	Pyrimidine metabolism	NaN	NaN	NaN	NaN
W0T7C4	KLMA_30227	KLMA_30227	214.09956	Purine metabolism // Purine metabolism	NaN	NaN	NaN	NaN
W0T7D6	KLMA_20505	KLMA_20505	116.58146	Transport reactions (diffusion) // Transport reactions (diffusion)	NaN	NaN	NaN	NaN
W0T7D8	KLMA_30010	KLMA_30010	65.35779	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	NaN	NaN	NaN	NaN
W0T7E0	KLMA_30247	KLMA_30247	86.3334	Glycerolipid metabolism // Glycerophospholipid metabolism	NaN	NaN	NaN	NaN
W0T7E5	KLMA_20278	KLMA_20278	38.68168	Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis // Other reactions // Other reactions	0.000585071096274016	0.000784372785905579	0.000942956318805273	0.00153973678650526
W0T7F0	KLMA_10402	KLMA_10402	87.19236	Glycerolipid metabolism // Glycerolipid metabolism // Glycerolipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Other reactions // Glycerophospholipid metabolism // Glycerophospholipid metabolism	NaN	NaN	NaN	NaN
W0T7F7	KLMA_20288	KLMA_20288	54.19029	Glycine, serine and threonine metabolism // Other reactions	0.000663075689472662	0.000609377240584496	0.000716588413086187	0.000401944166788966
W0T7G3	KLMA_30035	KLMA_30035	24.28184	Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism	6.22821267859985e-05	NaN	NaN	NaN
W0T7I0	KLMA_20308	KLMA_20308	41.59876	Steroid biosynthesis	0.000238836337840379	NaN	0.000173159659798976	0.000173159659798976
W0T7I7	KLMA_30292	KLMA_30292	25.16481	Purine metabolism // Purine metabolism // Purine metabolism	1.84471148682332e-05	NaN	NaN	NaN
W0T7J3	KLMA_30070	KLMA_30070	22.68757	Purine metabolism	NaN	NaN	NaN	NaN
W0T7J6	KLMA_30075	KLMA_30075	54.1446	Purine metabolism // Purine metabolism // Purine metabolism	0.000505444338469593	0.000370845509904815	0.000991906453175183	0.000703522039109284
W0T7J7	KLMA_30302	KLMA_30302	113.43998	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis // Other reactions // Other reactions	NaN	NaN	NaN	NaN
W0T7K3	KLMA_20575	KLMA_20575	39.55282	Citrate cycle (TCA cycle)	0.000560619495043475	0.000425928618878046	0.000477998068685502	0.000429888319666163
W0T7K6	KLMA_30312	KLMA_30312	85.06066	Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Propanoate metabolism // Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Propanoate metabolism	0.00317716656139152	0.00341419865857134	0.00436435135986428	0.00307240169237887
W0T7K8	KLMA_20580	KLMA_20580	64.17134	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	NaN	NaN	NaN	NaN
W0T7L9	KLMA_30327	KLMA_30327	80.51742	Glycerolipid metabolism // Glycerophospholipid metabolism	2.07623096235846e-05	4.85794722249419e-05	NaN	1.17457555988755e-05
W0T7M0	KLMA_30105	KLMA_30105	76.30769	Glycolysis / Gluconeogenesis // Butanoate metabolism // C5-Branched dibasic acid metabolism // Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis // Pantothenate and CoA biosynthesis // Valine, leucine and isoleucine biosynthesis	0.000384435421471549	0.00019893848190185	0.000153627740614937	0.000525465882958226
W0T7P9	KLMA_30357	KLMA_30357	38.16401	Fatty acid metabolism // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Primary bile acid biosynthesis // alpha-Linolenic acid metabolism // alpha-Linolenic acid metabolism // alpha-Linolenic acid metabolism // Biosynthesis of unsaturated fatty acids // Biosynthesis of unsaturated fatty acids // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Geraniol degradation // Toluene degradation // Caprolactam degradation // Other reactions // Fatty acid metabolism // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Primary bile acid biosynthesis // alpha-Linolenic acid metabolism // alpha-Linolenic acid metabolism // alpha-Linolenic acid metabolism // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Geraniol degradation // Toluene degradation // Caprolactam degradation // Other reactions	NaN	5.81251540844919e-05	9.10083719304535e-05	NaN
W0T7R3	KLMA_30155	KLMA_30155	64.23367	Inositol phosphate metabolism	NaN	NaN	NaN	NaN
W0T7R4	KLMA_20368	KLMA_20368	35.07097	Transport reactions (diffusion) // Transport reactions (diffusion)	NaN	NaN	NaN	NaN
W0T7U1	KLMA_20665	KLMA_20665	59.70713	Alanine, aspartate and glutamate metabolism	NaN	NaN	NaN	NaN
W0T7U4	KLMA_10547	KLMA_10547	61.8942	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	1.74277183888463e-05	0.000154261360537837	NaN	0.000162678145162471
W0T7V3	KLMA_20408	KLMA_20408	127.08915	Purine metabolism	NaN	NaN	NaN	NaN
W0T7V7	KLMA_20413	KLMA_20413	60.54986	Histidine metabolism // Histidine metabolism	0.000108461430621043	0.000129036707559343	8.88968780801881e-05	NaN
W0T7V9	KLMA_30412	KLMA_30412	33.75667	Glycerolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism	NaN	NaN	NaN	NaN
W0T7W7	KLMA_20423	KLMA_20423	53.1035	Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion)	NaN	NaN	NaN	NaN
W0T7Y2	KLMA_30225	KLMA_30225	38.46994	Cysteine and methionine metabolism	8.34258400961498e-05	NaN	4.50207714004924e-05	4.27073353125816e-05
W0T7Y5	KLMA_10587	KLMA_10587	24.87822	Pyrimidine metabolism // Pyrimidine metabolism	NaN	NaN	NaN	NaN
W0T804	KLMA_20468	KLMA_20468	32.6309	Amino sugar and nucleotide sugar metabolism // Amino sugar and nucleotide sugar metabolism	0.00048376254798743	0.000709543480531762	0.000557771383055225	0.000600436138688284
W0T805	KLMA_30250	KLMA_30250	67.79958	Porphyrin and chlorophyll metabolism // Other reactions	4.6905574128334e-05	NaN	NaN	NaN
W0T809	KLMA_20473	KLMA_20473	234.04507	Inositol phosphate metabolism // Inositol phosphate metabolism	NaN	NaN	NaN	NaN
W0T818	KLMA_20483	KLMA_20483	38.62799	Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis	0.000310200842933601	0.000173739170240035	0.000220139264834574	0.000149750140166095
W0T827	KLMA_20493	KLMA_20493	67.37001	Aminoacyl-tRNA biosynthesis	0.000371188816239154	0.000604767785899302	0.000637417622258123	0.000551349653333431
W0T828	KLMA_30275	KLMA_30275	43.25395	Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism	0.000199909926622931	NaN	0.000189411001694498	0.000134394968911477
W0T846	KLMA_30295	KLMA_30295	56.16176	Other reactions // Other reactions // Other reactions // Other reactions	NaN	NaN	NaN	NaN
W0T850	KLMA_30300	KLMA_30300	178.2916	Purine metabolism	NaN	NaN	NaN	NaN
W0T870	KLMA_30325	KLMA_30325	51.61045	Nitrogen metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Selenocompound metabolism // Nitrogen metabolism // Cysteine and methionine metabolism	NaN	NaN	NaN	NaN
W0T883	KLMA_20568	KLMA_20568	33.49921	Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle)	0.000874586939756542	0.00118625650266425	0.00136363978085164	0.00162285366253765
W0T899	KLMA_30527	KLMA_30527	75.87857	Lysine biosynthesis // Lysine biosynthesis // Other reactions // Lysine biosynthesis // Lysine biosynthesis // Other reactions	0.000336166819520132	0.000280355391629721	0.000452749689390667	0.000586514496083986
W0T8A1	KLMA_10677	KLMA_10677	48.30588	Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Other reactions	0.0013073494104121	0.00136091273268952	0.00119887153659457	0.000946553065636937
W0T8A2	KLMA_30365	KLMA_30365	38.1411	Vitamin B6 metabolism	0.000673386378516493	0.000685761865766529	0.0011159285339643	0.00146790801850036
W0T8A7	KLMA_10682	KLMA_10682	34.51772	Pyrimidine metabolism // Pyrimidine metabolism // Selenocompound metabolism // Selenocompound metabolism // Selenocompound metabolism // Selenocompound metabolism	0.00035245050857162	0.000230019517411953	0.000222445849759788	0.000310111108622926
W0T8A8	KLMA_20598	KLMA_20598	62.30821	Purine metabolism	0.000206763147484718	0.000191993291932243	0.000171313014572428	0.000225674189620486
W0T8A9	KLMA_30370	KLMA_30370	80.25156	Starch and sucrose metabolism	0.000325642384059071	0.000181096738865064	0.000538019278613494	7.64935803528449e-05
W0T8B1	KLMA_20830	KLMA_20830	64.8083	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	NaN	NaN	NaN	NaN
W0T8B6	KLMA_30557	KLMA_30557	42.48582	Cysteine and methionine metabolism	NaN	NaN	NaN	NaN
W0T8B7	KLMA_10692	KLMA_10692	42.81637	Tryptophan metabolism	2.68070978307673e-05	NaN	NaN	NaN
W0T8B8	KLMA_20608	KLMA_20608	32.05957	Ubiquinone and other terpenoid-quinone biosynthesis // Ubiquinone and other terpenoid-quinone biosynthesis	NaN	NaN	NaN	NaN
W0T8C0	KLMA_30562	KLMA_30562	33.97527	Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis	NaN	3.00322072447085e-05	NaN	NaN
W0T8D0	KLMA_30577	KLMA_30577	38.90669	Pentose and glucuronate interconversions // Glycerolipid metabolism // Other reactions // Glycerolipid metabolism // Other reactions	0.000432627314825043	0.000650866737837969	0.000724439811568166	0.0016612411515572
W0T8D4	KLMA_10712	KLMA_10712	69.43709	Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion)	0.00202467085138967	0.00228930372348847	0.0019450889070966	0.00179287181954093
W0T8D8	KLMA_10717	KLMA_10717	16.34043	Oxidative phosphorylation	NaN	NaN	NaN	NaN
W0T8E6	KLMA_20638	KLMA_20638	62.87562	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	NaN	NaN	NaN	NaN
W0T8E7	KLMA_30013	KLMA_30013	63.61212	Pyruvate metabolism	NaN	NaN	NaN	NaN
W0T8E9	KLMA_30405	KLMA_30405	28.33615	Purine metabolism // Purine metabolism	NaN	NaN	NaN	NaN
W0T8F1	KLMA_30602	KLMA_30602	78.60643	Glycolysis / Gluconeogenesis // Propanoate metabolism // Propanoate metabolism // Other reactions // Propanoate metabolism // Propanoate metabolism	0.00393690212989735	0.00239613645902262	0.00210854982394298	0.00223338210789316
W0T8F2	KLMA_20643	KLMA_20643	52.13578	Amino sugar and nucleotide sugar metabolism	NaN	6.36447458935522e-05	9.92298090330052e-05	6.34151259797196e-05
W0T8F4	KLMA_30018	KLMA_30018	38.30993	Pyruvate metabolism // Pyruvate metabolism	NaN	NaN	NaN	NaN
W0T8F6	KLMA_30607	KLMA_30607	75.08574	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	4.81142926992243e-06	NaN	NaN	9.00118827482283e-06
W0T8G3	KLMA_10747	KLMA_10747	40.30042	Purine metabolism	NaN	NaN	NaN	NaN
W0T8G4	KLMA_30617	KLMA_30617	44.63653	Transport reactions (diffusion) // Transport reactions (diffusion)	NaN	NaN	1.57492125063399e-05	4.07653378337093e-05
W0T8G6	KLMA_30028	KLMA_30028	71.24422	Inositol phosphate metabolism // Inositol phosphate metabolism // Other reactions // Other reactions	0.000298711749122974	NaN	0.000459396736206214	0.000436667454647419
W0T8G7	KLMA_10752	KLMA_10752	35.12985	Terpenoid backbone biosynthesis // Terpenoid backbone biosynthesis // Terpenoid backbone biosynthesis	NaN	NaN	NaN	NaN
W0T8H6	KLMA_30430	KLMA_30430	40.07276	Sphingolipid metabolism // Sphingolipid metabolism	NaN	NaN	NaN	NaN
W0T8H7	KLMA_10762	KLMA_10762	31.71733	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis // Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	NaN	NaN	NaN	NaN
W0T8I7	KLMA_10772	KLMA_10772	216.9401	Purine metabolism // Purine metabolism	NaN	NaN	NaN	NaN
W0T8J7	KLMA_30450	KLMA_30450	44.04701	Lysine degradation // Lysine degradation // Lysine degradation // Lysine degradation	NaN	NaN	NaN	NaN
W0T8K0	KLMA_10787	KLMA_10787	51.57783	Pyrimidine metabolism // Glutathione metabolism // Other reactions // Glutathione metabolism // Other reactions	0.000365201557753788	0.000527991482143378	NaN	0.00049290673148576
W0T8L0	KLMA_10797	KLMA_10797	53.55381	Aminoacyl-tRNA biosynthesis	5.2991973799145e-05	NaN	2.71279295824579e-05	2.64128117517484e-05
W0T8M0	KLMA_10807	KLMA_10807	83.43551	Aminoacyl-tRNA biosynthesis	NaN	NaN	NaN	NaN
W0T8N1	KLMA_30687	KLMA_30687	49.19294	Cysteine and methionine metabolism	0.00135304732205468	0.00175275708406975	0.00152161823069571	0.00247269582464399
W0T8N2	KLMA_30480	KLMA_30480	48.16789	Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism	8.42096729005243e-05	NaN	NaN	NaN
W0T8P1	KLMA_30697	KLMA_30697	84.93811	Purine metabolism // Purine metabolism // Purine metabolism	0.000407652019067253	0.000449770620613482	0.000278100361493328	0.000437631276257471
W0T8P2	KLMA_10832	KLMA_10832	34.76753	Pyrimidine metabolism // Pyrimidine metabolism	1.50190009757131e-05	1.37459164542869e-05	1.99215148644787e-05	NaN
W0T8R1	KLMA_30722	KLMA_30722	70.9788	Glycerophospholipid metabolism // Other reactions // Other reactions	0.000620697535953985	0.000846069475294424	0.000968218305854686	0.000363477403593171
W0T8R8	KLMA_20753	KLMA_20753	29.26426	Tyrosine metabolism // Tyrosine metabolism	NaN	NaN	NaN	NaN
W0T8S0	KLMA_40003	KLMA_40003	52.55854	Riboflavin metabolism // Other reactions	NaN	NaN	NaN	NaN
W0T8S2	KLMA_30148	KLMA_30148	32.8034	Glycolysis / Gluconeogenesis // Butanoate metabolism // C5-Branched dibasic acid metabolism // Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis // Pantothenate and CoA biosynthesis // Valine, leucine and isoleucine biosynthesis	0.000841260728703288	0.000334537987363518	0.000188045427576839	0.000279241416591668
W0T8S9	KLMA_30158	KLMA_30158	24.49897	Biosynthesis of unsaturated fatty acids	NaN	NaN	NaN	NaN
W0T8T2	KLMA_20768	KLMA_20768	17.31777	Amino sugar and nucleotide sugar metabolism	NaN	NaN	NaN	NaN
W0T8T6	KLMA_20046	KLMA_20046	76.80346	Glycine, serine and threonine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Phenylalanine, tyrosine and tryptophan biosynthesis	0.00023369482598661	0.000217748864601464	0.00017948663799938	0.000311450271791228
W0T8T8	KLMA_30505	KLMA_30505	60.51219	Glycerolipid metabolism // Glycerolipid metabolism // Other reactions	NaN	NaN	NaN	NaN
W0T8T9	KLMA_30168	KLMA_30168	37.87262	Arginine and proline metabolism	0.00013244310405486	0.000169155981485248	9.41490559608934e-05	0.000137630031720353
W0T8W6	KLMA_20798	KLMA_20798	27.62644	Oxidative phosphorylation	NaN	NaN	NaN	NaN
W0T8W7	KLMA_30530	KLMA_30530	62.38848	Glycine, serine and threonine metabolism	NaN	NaN	NaN	NaN
W0T8X3	KLMA_20086	KLMA_20086	38.74412	Glycine, serine and threonine metabolism	0.00019649971061951	NaN	NaN	5.24642093925362e-05
W0T8X7	KLMA_20808	KLMA_20808	91.38382	Purine metabolism	NaN	NaN	NaN	NaN
W0T8X9	KLMA_30545	KLMA_30545	42.97878	Pantothenate and CoA biosynthesis // Pantothenate and CoA biosynthesis	NaN	NaN	NaN	NaN
W0T8Z5	KLMA_40083	KLMA_40083	51.8998	Alanine, aspartate and glutamate metabolism // Alanine, aspartate and glutamate metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Arginine and proline metabolism // Arginine and proline metabolism // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Ubiquinone and other terpenoid-quinone biosynthesis // Alanine, aspartate and glutamate metabolism // Alanine, aspartate and glutamate metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Ubiquinone and other terpenoid-quinone biosynthesis	0.000742528287662362	0.000943361042715606	0.000423711444224361	0.000709762029511995
W0T8Z8	KLMA_30233	KLMA_30233	85.46655	Other types of O-glycan biosynthesis // Other types of O-glycan biosynthesis	1.83922245321264e-05	0.000120429616346347	NaN	NaN
W0T913	KLMA_40103	KLMA_40103	102.66917	Glycerophospholipid metabolism	1.48923107378663e-05	NaN	NaN	NaN
W0T919	KLMA_30595	KLMA_30595	75.38659	Purine metabolism	NaN	NaN	NaN	NaN
W0T942	KLMA_30011	KLMA_30011	93.70155	Starch and sucrose metabolism // Starch and sucrose metabolism	0.00182121129522127	NaN	0.00185329946568586	0.00308803428184689
W0T944	KLMA_40133	KLMA_40133	84.23638	Pentose and glucuronate interconversions	0.000442610252748556	0.000522335077771153	0.000349913676289871	0.000767756199441675
W0T947	KLMA_30016	KLMA_30016	34.3326	Glycerolipid metabolism // Glycerolipid metabolism	0.000600851008334403	0.000995490758808012	0.00138462342903198	0.000708311387714979
W0T962	KLMA_30031	KLMA_30031	46.31529	Various types of N-glycan biosynthesis // Various types of N-glycan biosynthesis	6.1662646318554e-06	NaN	NaN	NaN
W0T963	KLMA_40148	KLMA_40148	45.6943	Tyrosine metabolism // Tyrosine metabolism	0.000502175024475244	NaN	0.000382247896599102	NaN
W0T965	KLMA_20181	KLMA_20181	42.10509	Porphyrin and chlorophyll metabolism	NaN	1.58899727944865e-05	1.86880794410727e-05	NaN
W0T966	KLMA_30650	KLMA_30650	23.56804	Purine metabolism // One carbon pool by folate	NaN	NaN	NaN	NaN
W0T980	KLMA_40163	KLMA_40163	39.3199	Steroid biosynthesis	NaN	NaN	NaN	NaN
W0T997	KLMA_40178	KLMA_40178	43.75667	Porphyrin and chlorophyll metabolism	0.000109841509876225	0.000305080875688328	0.000169954836688488	0.000151217236997389
W0T9A1	KLMA_30071	KLMA_30071	76.25778	Purine metabolism	0.000282205241422396	0.000417609750709066	0.000538914282248121	0.000342348929841942
W0T9A7	KLMA_30695	KLMA_30695	57.56207	Histidine metabolism // Histidine metabolism	0.000940424034284714	0.000932797480763775	0.000790970249093551	0.00105417346170427
W0T9B8	KLMA_30705	KLMA_30705	43.61873	Purine metabolism // Purine metabolism	NaN	NaN	NaN	NaN
W0T9B9	KLMA_40198	KLMA_40198	52.72834	Alanine, aspartate and glutamate metabolism // beta-Alanine metabolism // Alanine, aspartate and glutamate metabolism // beta-Alanine metabolism	0.000585656021042131	0.00087185168508729	0.000556794250659636	0.00070337656342542
W0T9D3	KLMA_20246	KLMA_20246	44.46369	Terpenoid backbone biosynthesis	0.000156295949768022	0.000156295949768022	0.000113316732849406	0.000113316732849406
W0T9D6	KLMA_30111	KLMA_30111	47.82111	Folate biosynthesis // Folate biosynthesis // Folate biosynthesis // Folate biosynthesis // Folate biosynthesis	NaN	NaN	NaN	NaN
W0T9E0	KLMA_40218	KLMA_40218	35.22482	Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis	0.00138425879518559	0.00300465345526842	0.00199743334305747	0.00201270014907678
W0T9E2	KLMA_20256	KLMA_20256	103.43996	Other reactions // Other reactions	0.0027120694608482	0.00521600696693917	0.00389474586745637	0.00216264541822319
W0T9E3	KLMA_30378	KLMA_30378	86.65206	N-Glycan biosynthesis // N-Glycan biosynthesis // Other reactions // N-Glycan biosynthesis // N-Glycan biosynthesis // Other reactions	NaN	NaN	NaN	NaN
W0T9F4	KLMA_40016	KLMA_40016	48.73824	Lysine biosynthesis // Lysine biosynthesis	0.000268744359156265	0.000258148167075708	0.000433444486029629	0.000364415895814803
W0T9G0	KLMA_40238	KLMA_40238	57.23127	Cysteine and methionine metabolism	NaN	NaN	NaN	NaN
W0T9G1	KLMA_40026	KLMA_40026	38.81395	Steroid biosynthesis	1.66101904679613e-05	NaN	NaN	NaN
W0T9G2	KLMA_20276	KLMA_20276	70.17499	One carbon pool by folate // One carbon pool by folate	0.00046347224586273	0.000126405960044388	0.000479177689595744	0.000452635498576852
