enzymes	genes	enzNames	subSystems	Std_ecM	Std_ecP	HiT_ecM	HiT_ecP	LpH_ecM	LpH_ecP
Q6C326	YALI0F03179g	YALI0_F03179g	Oxidative phosphorylation	Inf	1	Inf	1	Inf	1
Q6C338	YALI0F02893g	YALI0_F02893g	Oxidative phosphorylation	Inf	1	Inf	1	Inf	1
Q6C340	YALI0F02849g	YALI0_F02849g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Lysine degradation // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation	Inf	0.0305051652707733	Inf	0.0313307932356668	Inf	0.0456935830375901
Q6C350	YALI0F02629g	YALI0_F02629g	Aminoacyl-tRNA biosynthesis	Inf	0	Inf	0	Inf	0
Q6C354	YALI0F02497g	PDH1	Propanoate metabolism // Propanoate metabolism	Inf	0	Inf	0	Inf	0
Q6C363	YALI0F02299g	YALI0_F02299g	Aminoacyl-tRNA biosynthesis	Inf	Inf	Inf	0	Inf	Inf
Q6C387	YALI0F01771g	YALI0_F01771g	Oxidative phosphorylation // Sulfur metabolism	Inf	0.449380746090702	Inf	0.31061423493357	Inf	0.296109072459445
Q6C391	YALI0F01672g	YALI0_F01672g	Starch and sucrose metabolism	Inf	Inf	Inf	Inf	Inf	Inf
Q6C399	YALI0F01496g	YALI0_F01496g	  // Pyrimidine metabolism // Pyrimidine metabolism	Inf	0	Inf	0	Inf	0
Q6C3E0	YALI0F00506g	GLN1	Alanine, aspartate and glutamate metabolism // Arginine biosynthesis // Biosynthesis of amino acids // Glyoxylate and dicarboxylate metabolism // Nitrogen metabolism	Inf	0.13025608325782	Inf	0.161334116340498	Inf	0.141545865136657
Q6C3E1	YALI0F00484g	YALI0_F00484g	Glycerolipid metabolism	Inf	0	Inf	0	Inf	0
Q6C3E5	YALI0F00396g	YALI0F00396g	  //   //   //   //   //   //   //   //   //   //   //  	Inf	Inf	Inf	0	Inf	0
Q6C3G2	YALI0E35156g	YALI0_E35156g	Arginine biosynthesis // Atrazine degradation // Arginine biosynthesis // Atrazine degradation	Inf	Inf	Inf	Inf	Inf	Inf
Q6C3H5	YALI0E34793g	YALI0_E34793g	Citrate cycle (TCA cycle)	Inf	0.00448519997378866	Inf	0.00909886569931934	Inf	0.00378678213538833
Q6C3H7	YALI0E34749g	YALI0_E34749g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glyoxylate and dicarboxylate metabolism // Longevity regulating pathway - multiple species // MAPK signaling pathway - yeast // Peroxisome // Tryptophan metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glyoxylate and dicarboxylate metabolism // Longevity regulating pathway - multiple species // MAPK signaling pathway - yeast // Peroxisome // Tryptophan metabolism	Inf	0	Inf	0	Inf	0
Q6C3J7	YALI0E34265g	YALI0_E34265g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glyoxylate and dicarboxylate metabolism // Longevity regulating pathway - multiple species // MAPK signaling pathway - yeast // Peroxisome // Tryptophan metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glyoxylate and dicarboxylate metabolism // Longevity regulating pathway - multiple species // MAPK signaling pathway - yeast // Peroxisome // Tryptophan metabolism	Inf	Inf	Inf	Inf	Inf	Inf
Q6C3K2	YALI0E34133g	ALG1	N-Glycan biosynthesis // Various types of N-glycan biosynthesis	Inf	Inf	Inf	Inf	Inf	Inf
Q6C3K7	YALI0E34037g	QCR7	Oxidative phosphorylation // Sulfur metabolism	Inf	0.449380746090702	Inf	0.31061423493357	Inf	0.296109072459445
Q6C3L0	YALI0E33957g	YALI0_E33957g	Biosynthesis of amino acids // Biosynthesis of secondary metabolites // Histidine metabolism	Inf	Inf	Inf	0.00226097858559008	Inf	0.00376792723904459
Q6C3L7	YALI0E33774g	YALI0_E33774g	Inositol phosphate metabolism	Inf	Inf	Inf	Inf	Inf	Inf
Q6C3M8	YALI0E33517g	YALI0_E33517g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Lysine degradation // Propanoate metabolism // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Lysine degradation // Propanoate metabolism // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // Fatty acid degradation	Inf	0.00959176991281507	Inf	0.00524036057320346	Inf	0.0140877260813666
Q6C3M9	YALI0E33495g	GET3	 	Inf	Inf	Inf	0	Inf	0
Q6C3P7	YALI0E33143g	YALI0_E33143g	Arginine and proline metabolism // Cysteine and methionine metabolism // Glutathione metabolism // beta-Alanine metabolism // Arginine and proline metabolism // Cysteine and methionine metabolism // Glutathione metabolism // beta-Alanine metabolism	Inf	0	Inf	0	Inf	0
Q6C3Q2	YALI0E33033g	YALI0_E33033g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism	Inf	0.00686230405513283	Inf	0.00960198262278388	Inf	0.0086123714022582
Q6C3R1	YALI0E32791g	YALI0_E32791g	Glycerophospholipid metabolism	Inf	Inf	Inf	Inf	Inf	Inf
Q6C3S3	YALI0E32527g	YALI0_E32527g	Purine metabolism	Inf	Inf	Inf	Inf	Inf	Inf
Q6C3T1	YALI0E32351g	YALI0_E32351g	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Pentose phosphate pathway // Purine metabolism	Inf	Inf	Inf	Inf	Inf	Inf
Q6C3U4	YALI0E32065g	YALI0_E32065g	Biosynthesis of antibiotics // Steroid biosynthesis	Inf	Inf	Inf	Inf	Inf	Inf
Q6C3U6	YALI0E32035g	YALI0_E32035g	Steroid biosynthesis // Steroid biosynthesis //   //   //   //   //   //   //   //   //   //  	Inf	Inf	Inf	Inf	Inf	Inf
Q6C3W5	YALI0E31647g	YALI0_E31647g	  // Sulfur relay system // Sulfur metabolism //  	Inf	0.660381384446629	Inf	0.990060926826266	Inf	Inf
Q6C3X3	YALI0E31515g	YALI0_E31515g	Glycerolipid metabolism	Inf	Inf	Inf	Inf	Inf	Inf
Q6C3X5	YALI0E31471g	YALI0_E31471g	Oxidative phosphorylation // Phagosome // Oxidative phosphorylation // Phagosome	Inf	Inf	Inf	Inf	Inf	Inf
Q6C3Z7	YALI0E31009g	YALI0_E31009g	Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism	Inf	Inf	Inf	Inf	Inf	Inf
Q6C3Z9	YALI0E30965g	ACH1	Pyruvate metabolism // Pyruvate metabolism // Pyruvate metabolism	Inf	0	Inf	0	Inf	0
Q6C416	YALI0E30591g	YALI0_E30591g	Biosynthesis of secondary metabolites // Biotin metabolism // Fatty acid biosynthesis // Fatty acid metabolism // Propanoate metabolism // Pyruvate metabolism // Biotin metabolism	Inf	Inf	Inf	Inf	Inf	Inf
Q6C421	YALI0E30481g	YALI0_E30481g	Arginine and proline metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbapenem biosynthesis	Inf	0	Inf	0	Inf	0
Q6C433	YALI0E30129g	YALI0_E30129g	Cysteine and methionine metabolism // Glutathione metabolism	Inf	Inf	Inf	0	Inf	Inf
Q6C438	YALI0E29975g	YALI0_E29975g	Biosynthesis of secondary metabolites // Porphyrin and chlorophyll metabolism	Inf	Inf	Inf	Inf	Inf	Inf
Q6C450	YALI0E29667g	YALI0_E29667g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Oxidative phosphorylation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Oxidative phosphorylation	Inf	0.0598309331883668	Inf	0.0359320567786735	Inf	0.0814927871469643
Q6C454	YALI0E29579g	YALI0_E29579g	Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics	Inf	0.989802915348714	Inf	0.989802915348714	Inf	0.79663079799017
Q6C473	YALI0E29161g	YALI0_E29161g	Inositol phosphate metabolism	Inf	Inf	Inf	Inf	Inf	Inf
Q6C474	YALI0E29139g	YALI0_E29139g	Aminoacyl-tRNA biosynthesis	Inf	Inf	Inf	Inf	Inf	Inf
Q6C482	YALI0E28963g	YALI0E28963g	Alanine, aspartate and glutamate metabolism // Purine metabolism	Inf	0.123321961322636	Inf	0.135856989317473	Inf	0.184954245099931
Q6C490	YALI0E28787g	YALI0_E28787g	2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Lysine biosynthesis // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tryptophan metabolism // Tyrosine metabolism // Ubiquinone and other terpenoid-quinone biosynthesis // Tryptophan metabolism // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Lysine biosynthesis // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tryptophan metabolism // Tyrosine metabolism // Ubiquinone and other terpenoid-quinone biosynthesis // Tryptophan metabolism	Inf	0.000606046403711208	Inf	0.000520198196141888	Inf	0.0010764049533279
Q6C4A4	YALI0E28468g	YALI0_E28468g	Aminoacyl-tRNA biosynthesis // Biosynthesis of secondary metabolites // Porphyrin and chlorophyll metabolism	Inf	0	Inf	0	Inf	0
Q6C4B5	YALI0E28237g	YALI0_E28237g	Sphingolipid metabolism // Sphingolipid metabolism	Inf	Inf	Inf	Inf	Inf	0
Q6C4B9	YALI0E28153g	YALI0_E28153g	Inositol phosphate metabolism	Inf	0	Inf	0	Inf	0
Q6C4C6	YALI0E27874g	YALI0_E27874g	Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism	Inf	Inf	Inf	Inf	Inf	Inf
Q6C4E9	YALI0E27346g	YALI0_E27346g	Oxidative phosphorylation // Phagosome // Oxidative phosphorylation // Phagosome	Inf	0	Inf	0	Inf	0
Q6C4G4	YALI0E27005g	YALI0_E27005g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation	Inf	0.0831500221275209	Inf	0.146765621976733	Inf	0.149829007856003
Q6C4H2	YALI0E26829g	YALI0_E26829g	Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Galactose metabolism // Gluconeogenesis // Glycolysis // Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Galactose metabolism // Gluconeogenesis // Glycolysis	Inf	Inf	Inf	0	Inf	0
Q6C4H7	YALI0E26719g	YALI0_E26719g	Galactose metabolism // Starch and sucrose metabolism	Inf	Inf	Inf	Inf	Inf	Inf
Q6C4K5	YALI0E26004g	YALI0_E26004g	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Fructose and mannose metabolism // Gluconeogenesis // Glycolysis // Pentose phosphate pathway // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Fructose and mannose metabolism // Gluconeogenesis // Glycolysis // Pentose phosphate pathway // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Fructose and mannose metabolism // Gluconeogenesis // Glycolysis // Pentose phosphate pathway // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Fructose and mannose metabolism // Gluconeogenesis // Glycolysis // Pentose phosphate pathway // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Fructose and mannose metabolism // Gluconeogenesis // Glycolysis // Pentose phosphate pathway // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Fructose and mannose metabolism // Gluconeogenesis // Glycolysis // Pentose phosphate pathway	Inf	1	Inf	1	Inf	0.117871288244239
Q6C4L7	YALI0E25740g	YALI0_E25740g	Purine metabolism	Inf	Inf	Inf	Inf	Inf	Inf
Q6C4M1	YALI0E25652g	YALI0_E25652g	Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism	Inf	Inf	Inf	Inf	Inf	Inf
Q6C4N1	YALI0E25091g	YALI0_E25091g	Sulfur relay system	Inf	0	Inf	0	Inf	0
Q6C4Q2	YALI0E24607g	YALI0_E24607g	Aminoacyl-tRNA biosynthesis	Inf	0	Inf	0	Inf	0
Q6C4Q7	YALI0E24497g	YALI0_E24497g	Folate biosynthesis // Folate biosynthesis	Inf	Inf	Inf	Inf	Inf	Inf
Q6C4S7	YALI0E24057g	YALI0_E24057g	Pyruvate metabolism	Inf	0	Inf	0	Inf	0
Q6C4S9	YALI0E24013g	YALI0_E24013g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Propanoate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Propanoate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Propanoate metabolism	Inf	0.0247947206953755	Inf	0.0171879702897366	Inf	0.0283086322450101
Q6C4T0	YALI0E23991g	YALI0_E23991g	Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism	Inf	Inf	Inf	Inf	Inf	Inf
Q6C4X4	YALI0E22979g	YALI0_E22979g	Aminoacyl-tRNA biosynthesis	Inf	0	Inf	0	Inf	0
Q6C4Y7	YALI0E22649g	YALI0_E22649g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glutathione metabolism // Pentose phosphate pathway	Inf	0.00356898337496553	Inf	0.00180315414719973	Inf	0
Q6C4Z3	YALI0E22462g	YALI0_E22462g	Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism	Inf	Inf	Inf	Inf	Inf	Inf
Q6C504	YALI0E22198g	YALI0_E22198g	Amino sugar and nucleotide sugar metabolism	Inf	Inf	Inf	Inf	Inf	Inf
Q6C513	YALI0E21934g	YALI0_E21934g	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis // Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Inf	Inf	Inf	Inf	Inf	Inf
Q6C536	YALI0E21351g	YALI0_E21351g	Thiamine metabolism // Thiamine metabolism	Inf	Inf	Inf	Inf	Inf	Inf
Q6C538	YALI0E21307g	YALI0_E21307g	Pyruvate metabolism // Sulfur metabolism	Inf	Inf	Inf	Inf	Inf	Inf
Q6C549	YALI0E21021g	YALI0_E21021g	MAPK signaling pathway - yeast // Starch and sucrose metabolism	Inf	1	Inf	1	Inf	1
Q6C551	YALI0E20977g	YALI0_E20977g	2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Lysine biosynthesis // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tryptophan metabolism // Tyrosine metabolism // Ubiquinone and other terpenoid-quinone biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Lysine biosynthesis // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tryptophan metabolism // Tyrosine metabolism // Ubiquinone and other terpenoid-quinone biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Lysine biosynthesis // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tryptophan metabolism // Tyrosine metabolism // Ubiquinone and other terpenoid-quinone biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Lysine biosynthesis // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tryptophan metabolism // Tyrosine metabolism // Ubiquinone and other terpenoid-quinone biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Lysine biosynthesis // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tryptophan metabolism // Tyrosine metabolism // Ubiquinone and other terpenoid-quinone biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Lysine biosynthesis // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tryptophan metabolism // Tyrosine metabolism // Ubiquinone and other terpenoid-quinone biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Lysine biosynthesis // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tryptophan metabolism // Tyrosine metabolism // Ubiquinone and other terpenoid-quinone biosynthesis	Inf	0.00679794856924733	Inf	0.00403804639797814	Inf	0.00548916128181833
Q6C564	YALI0E20691g	YALI0_E20691g	Carbon metabolism // Fructose and mannose metabolism // Glycerolipid metabolism	Inf	Inf	Inf	0	Inf	Inf
Q6C579	YALI0E20361g	YALI0_E20361g	Arginine and proline metabolism // Cysteine and methionine metabolism	Inf	Inf	Inf	Inf	Inf	Inf
Q6C584	YALI0E20207g	YALI0_E20207g	Amino sugar and nucleotide sugar metabolism	Inf	Inf	Inf	Inf	Inf	Inf
Q6C586	YALI0E20163g	YALI0_E20163g	Amino sugar and nucleotide sugar metabolism	Inf	Inf	Inf	Inf	Inf	Inf
Q6C5B6	YALI0E19448g	YALI0_E19448g	 	Inf	Inf	Inf	Inf	Inf	Inf
Q6C5D5	YALI0E18964g	YALI0_E18964g	  //  	Inf	0.00642066647787857	Inf	0.00788279855412271	Inf	0.00804817447114932
Q6C5D6	YALI0E18942g	YALI0_E18942g	N-Glycan biosynthesis	Inf	Inf	Inf	Inf	Inf	Inf
Q6C5D8	YALI0E18898g	YALI0_E18898g	Glycerophospholipid metabolism	Inf	Inf	Inf	Inf	Inf	Inf
Q6C5F0	YALI0E18634g	YALI0_E18634g	Carbon metabolism // Pyruvate metabolism // Carbon metabolism // Pyruvate metabolism	Inf	Inf	Inf	0.075401405148414	Inf	0.0288263426932366
Q6C5G1	YALI0E18348g	YALI0_E18348g	Pentose and glucuronate interconversions // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Pentose and glucuronate interconversions //   // Glycerolipid metabolism	Inf	Inf	Inf	Inf	Inf	Inf
Q6C5G4	YALI0E18282g	YALI0_E18282g	 	Inf	Inf	Inf	0	Inf	Inf
Q6C5G6	YALI0E18238g	YALI0_E18238g	Alanine, aspartate and glutamate metabolism // Butanoate metabolism // Propanoate metabolism // Valine, leucine and isoleucine degradation // beta-Alanine metabolism	Inf	0	Inf	0	Inf	0
Q6C5H4	YALI0E18029g	GLR1	Glutathione metabolism // Glutathione metabolism // Glutathione metabolism // Selenocompound metabolism	Inf	0	Inf	0	Inf	0.0129258756960173
Q6C5H6	YALI0E17985g	YALI0_E17985g	Aminoacyl-tRNA biosynthesis // Aminoacyl-tRNA biosynthesis	Inf	0	Inf	0	Inf	0
Q6C5H7	YALI0E17963g	YALI0_E17963g	Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism	Inf	Inf	Inf	Inf	Inf	Inf
Q6C5H9	YALI0E17919g	YALI0_E17919g	Aminoacyl-tRNA biosynthesis // Biosynthesis of secondary metabolites // Porphyrin and chlorophyll metabolism	Inf	Inf	Inf	Inf	Inf	Inf
Q6C5J2	YALI0E17633g	YALI0_E17633g	Fructose and mannose metabolism	Inf	Inf	Inf	0	Inf	Inf
Q6C5J7	YALI0E17479g	YALI0_E17479g	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis	Inf	Inf	Inf	Inf	Inf	0.0051151387624237
Q6C5K1	YALI0E17391g	PBN1	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis // Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Inf	Inf	Inf	Inf	Inf	Inf
Q6C5K3	YALI0E17347g	YALI0_E17347g	Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism	Inf	Inf	Inf	0	Inf	0
Q6C5L8	YALI0E16929g	YALI0_E16929g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Lysine degradation // Propanoate metabolism // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Lysine degradation // Propanoate metabolism // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // Fatty acid degradation	Inf	0.0304429608311311	Inf	0.0238131816694187	Inf	0.0590460061468289
Q6C5L9	YALI0E16907g	YALI0_E16907g	Glycerophospholipid metabolism // Glycerophospholipid metabolism	Inf	Inf	Inf	Inf	Inf	Inf
Q6C5M4	YALI0E16797g	YALI0_E16797g	Glycerolipid metabolism // Glycerolipid metabolism // Glycerolipid metabolism // Glycerolipid metabolism	Inf	0	Inf	0	Inf	0
Q6C5N1	YALI0E16643g	YALI0_E16643g	Alanine, aspartate and glutamate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glycine, serine and threonine metabolism // Glyoxylate and dicarboxylate metabolism // Peroxisome // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism	Inf	0.000529209786061776	Inf	0.0471768630297578	Inf	0.000233451042463831
Q6C5P4	YALI0E16368g	YALI0_E16368g	Sulfur metabolism	Inf	0.00466519580341764	Inf	0.0039873104384278	Inf	0.00445252546830701
Q6C5P5	YALI0E16346g	YALI0_E16346g	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glycine, serine and threonine metabolism // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glycine, serine and threonine metabolism // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glycine, serine and threonine metabolism // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glycine, serine and threonine metabolism // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate	Inf	0.102604739388375	Inf	0.906996807293115	Inf	0.968004097250906
Q6C5Q2	YALI0E16192g	YALI0_E16192g	Oxidative phosphorylation // Phagosome // Oxidative phosphorylation // Phagosome	Inf	Inf	Inf	Inf	Inf	Inf
