rxns	rxnNames	grRules	subSystems	Std_GEM	Std_ecM	Std_ecP	HiT_GEM	HiT_ecM	HiT_ecP	LpH_GEM	LpH_ecM	LpH_ecP
y000354	dihydroxyacetone kinase	YALI0E20691g or YALI0F09273g	Carbon metabolism//Fructose and mannose metabolism//Glycerolipid metabolism	0	0	0	0	0	0	0	0	0
y000355	dimethylallyltranstransferase	YALI0E05753g	Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Terpenoid backbone biosynthesis	0.00478726022529704	0.00483516071351219	0.00431576838	0.00431576838	0.004359357640638	0.00431576838	0.00431576838	0.004359357640638	0.00431576838
y000356	diphosphoglyceromutase	YALI0B02728g	Biosynthesis of amino acids//Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Carbon metabolism//Gluconeogenesis//Glycine, serine and threonine metabolism//Glycolysis	0	0	0	0	0	0	0	0	0
y000357	diphosphoinositol-1,3,4,6-tetrakisphosphate diphosphohydrolase	YALI0A04675g		0	0	0	0	0	0	0	0	0
y000358	diphosphoinositol-1,3,4,6-tetrakisphosphate synthase	YALI0F14025g	Autophagy - yeast//Phosphatidylinositol signaling system	0	0	0	0	0	0	0	0	0
y000359	diphthine synthase	YALI0F17138g		0	0	0	0	0	0	0	0	0
y000360	dolichol kinase	YALI0E18942g	N-Glycan biosynthesis	0	0	0	0	0	0	0	0	0
y000361	dolichyl-phosphate D-mannosyltransferase	YALI0D06281g	N-Glycan biosynthesis	0.0122448804242805	0.0123698650736167	0.011038896	0.011038896	0.011152610847378	0.011038896	0.011038896	0.011152610847378	0.011038896
y000362	dolichyl-phosphate-mannose--protein mannosyltransferase	YALI0E09493g or (YALI0C23969g and YALI0D07370g)	Mannose type O-glycan biosynthesis//Other types of O-glycan biosynthesis	0.0122448804242805	0.0123698650736167	0.011038896	0.011038896	0.011152610847378	0.011038896	0.011038896	0.011152610847378	0.011038896
y000363	dTMP kinase	YALI0C13354g	Pyrimidine metabolism	0	0	0	0	0	0	0	0	0
y000364	dUTP diphosphatase	YALI0F19448g	Pyrimidine metabolism	0	0	0	0	0	0	0	0	0
y000366	enolase	YALI0F16819g	Biosynthesis of amino acids//Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Carbon metabolism//Gluconeogenesis//Glycolysis//RNA degradation	1.05980956441852	1.07036969621039	1.44928715696671	0.955430119041673	1.48387440950156	1.2961606375969	0.955430119041673	1.48395613160325	1.56907143022322
y000368	ethanolamine kinase	YALI0E16907g	Glycerophospholipid metabolism	0	0	0	0	0	0	0	0	0
y000369	ethyl acetate-hydrolyzing esterase	YALI0B07227g		0	0	0	0	0	0	0	0	0
y000370	exo-1,3-beta-glucan glucohydrase	YALI0B03564g or YALI0B17996g or YALI0F05390g	Starch and sucrose metabolism	0	0	0	0	0	0	0	0	0
y000373	farnesyltranstransferase	YALI0D17050g	Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Terpenoid backbone biosynthesis	0	0	0	0	0	0	0	0	0
y000381	fatty acid oxidation (C18:2)	YALI0C23859g or YALI0D24750g or YALI0E06567g or YALI0E27654g or YALI0E32835g or (YALI0F10857g and YALI0E18568g and YALI0E15378g and YALI0F22121g)	Fatty acid metabolism	0	0	0	0	0	0	0	0	0
y000399	fatty-acid--CoA ligase (decanoate)	YALI0E16016g	Fatty acid biosynthesis//Fatty acid degradation//Fatty acid metabolism//Peroxisome	0	0	0	0	0	0	0	0	0
y000400	fatty-acid--CoA ligase (dodecanoate)	YALI0E16016g	Fatty acid biosynthesis//Fatty acid degradation//Fatty acid metabolism//Peroxisome	-3.87197528709076e-05	-3.9107175943563e-05	-3.49062882018927e-05	-3.49062882018929e-05	-3.52588417127318e-05	-3.49062882018927e-05	-3.49062882018929e-05	-3.52588417127319e-05	-3.49062882018926e-05
y000402	fatty-acid--CoA ligase (hexadecanoate)	YALI0E16016g	Fatty acid biosynthesis//Fatty acid degradation//Fatty acid metabolism//Peroxisome	6.45329214515126e-05	6.5178626572605e-05	5.81771470031546e-05	5.81771470031549e-05	5.87647361878864e-05	5.81771470031546e-05	5.81771470031548e-05	5.87647361878864e-05	5.81771470031544e-05
y000410	fatty-acid--CoA ligase (octanoate)	YALI0E16016g	Fatty acid biosynthesis//Fatty acid degradation//Fatty acid metabolism//Peroxisome	0	0	0	0	0	0	0	0	0
y000412	fatty-acid--CoA ligase (tetradecanoate)	YALI0E16016g	Fatty acid biosynthesis//Fatty acid degradation//Fatty acid metabolism//Peroxisome	-2.5813168580605e-05	-2.6071450629042e-05	-2.32708588012618e-05	-2.3270858801262e-05	-2.35058944751546e-05	-2.32708588012618e-05	-2.32708588012619e-05	-2.35058944751546e-05	-2.32708588012618e-05
y000436	ferrochelatase	YALI0F19470g	Biosynthesis of secondary metabolites//Porphyrin and chlorophyll metabolism	0	0	0	0	0	0	0	0	0
y000437	ferrocytochrome-c:hydrogen-peroxide oxidoreductase	YALI0D09273g and YALI0F20504g	Sulfur metabolism	0	0	0	0	0	0	0	0	0
y000438	ferrocytochrome-c:oxygen oxidoreductase	YALI0D18568g and NP_075438 and NP_075434 and YALI0F04114g and YALI0E19723g and YALI0F03201g and YALI0E10144g and YALI0E16709g and YALI0F04103g and YALI0E12628g and YALI0D09273g and YALI0F03567g	Oxidative phosphorylation//Sulfur metabolism	7.58782325257473	7.66372083431319	7.00321548249874	11.3840628885643	7.35365655614671	6.33265515223072	17.1440628885641	7.35270980194076	5.79535425707649
y000439	ubiquinol:ferricytochrome c reductase	NP_075443 and YALI0A14806g and YALI0E34037g and YALI0A02915g and YALI0F24673g and YALI0B01540g and YALI0C12210g and YALI0F01771g and YALI0A17468g and YALI0F08613g and YALI0D09273g	Oxidative phosphorylation//Sulfur metabolism	3.79391162628736	3.8318604171566	3.50160774124937	5.69203144428213	3.67682827807335	3.16632757611536	8.57203144428204	3.67635490097038	2.89767712853824
y000440	FMN adenylyltransferase	YALI0D25564g	Biosynthesis of secondary metabolites//Riboflavin metabolism	0	0	0	0	0	0	0	0	0
y000443	formaldehyde dehydrogenase	YALI0F09603g	Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Carbon metabolism//Fatty acid degradation//Gluconeogenesis//Glycolysis//Tyrosine metabolism	0	0	0	0	0	0	0	0	0
y000445	formate dehydrogenase	YALI0A12353g or YALI0B19976g or YALI0B22506g or YALI0C08074g or YALI0C14344g or YALI0E14256g or YALI0E15840g or YALI0F13937g or YALI0F15983g or YALI0F28765g	Carbon metabolism//Glyoxylate and dicarboxylate metabolism	0.83502297459488	0.843518540089688	0.393525830861634	1.66157714477782	0	1.18117816397389	2.66065042013668	0	1.76591471433842
y000446	formate-tetrahydrofolate ligase	YALI0E01056g or YALI0F30745g	One carbon pool by folate	-0.832629344482231	-0.841100959732932	-0.355901992183475	-1.65941926058782	0.002179678820319	-1.12266544939091	-2.65844546824042	0.002179678820319	-1.68284493314842
y000447	formate-tetrahydrofolate ligase	YALI0E01056g or YALI0F30745g	One carbon pool by folate	0	0	-0.0600435074881539	0	0	-0.0809323833929767	-4.70677062600035e-05	0	-0.10548945
y000448	fructose-2,6-bisphosphate 2-phosphatase	YALI0E17633g	Fructose and mannose metabolism	0	0	0	0	0	0	0	0	0
y000449	fructose-bisphosphatase	YALI0A15972g	Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Carbon metabolism//Fructose and mannose metabolism//Gluconeogenesis//Glycolysis//Pentose phosphate pathway	0	0	0	0	0	0	0	0	0
y000450	fructose-bisphosphate aldolase	YALI0E26004g	Biosynthesis of amino acids//Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Carbon metabolism//Fructose and mannose metabolism//Gluconeogenesis//Glycolysis//Pentose phosphate pathway	0.675666814263728	0.77436858558223	0.861761840886586	0.949971321641102	0.748380381399584	1.00549117021326	1.221985303	0.867200811925007	1.30517280300001
y000451	fumarase	YALI0C06776g	Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Carbon metabolism//Citrate cycle (TCA cycle)//Pyruvate metabolism	0	0	0.456614960500114	0	0.518729240217774	0.259863546757707	0	0.518810962319465	0.486862956385004
y000452	fumarase, cytoplasmic	YALI0C06776g	Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Carbon metabolism//Citrate cycle (TCA cycle)//Pyruvate metabolism	0.0815992620302859	0.082413153427418	0.0735626429999889	0.0735626429999805	0.0743033026966229	0.0735626429999912	0.0735626429999914	0.07430330269663	0.0735626429999984
y000453	dihydoorotic acid dehydrogenase	YALI0D18920g	Pyrimidine metabolism	0.0217501906811721	0.0219678192836231	0.019608039	0.019608039	0.0198060801939	0.019608039	0.019608039	0.0198060801939	0.019608039
y000457	g-glutamyltransferase	YALI0C11363g	Glutathione metabolism//Taurine and hypotaurine metabolism	0	0	0	0	0	0	0	0	0
y000458	galactokinase	YALI0C13090g	Amino sugar and nucleotide sugar metabolism//Galactose metabolism	0	0	0	0	0	0	0	0	0
y000459	galactose-1-phosphate uridylyltransferase	YALI0F23947g	Amino sugar and nucleotide sugar metabolism//Galactose metabolism	0	0.049826805012384	0	0	0	0	0	0	0
y000460	gamma-glutamylcysteine synthetase	YALI0E30129g	Cysteine and methionine metabolism//Glutathione metabolism	0	0	0	0	0	0	0	0	0
y000462	geranyltranstransferase	YALI0E05753g	Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Terpenoid backbone biosynthesis	0.00478726022529704	0.00483516071351219	0.00431576838	0.00431576838	0.004359357640638	0.00431576838	0.00431576838	0.004359357640638	0.00431576838
y000463	glucan 1,4-alpha-glucosidase	YALI0A19074g	Biosynthesis of secondary metabolites//Starch and sucrose metabolism	0	0	0	0	0	0	0	0	0
y000464	glucan 1,4-alpha-glucosidase, vacuole	YALI0E05203g	Starch and sucrose metabolism	0	0	0	0	0	0	0	0	0
y000466	glucose 6-phosphate dehydrogenase	YALI0E22649g	Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Carbon metabolism//Glutathione metabolism//Pentose phosphate pathway	0.317148529211442	0.320108806620227	0.237460829832606	0.0586099130383529	0.588304377691879	0.13296470342573	0	0.588304377691882	0
y000467	glucose-6-phosphate isomerase	YALI0F07711g	Amino sugar and nucleotide sugar metabolism//Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Carbon metabolism//Gluconeogenesis//Glycolysis//Pentose phosphate pathway//Starch and sucrose metabolism	0.682173192328094	0.689195841293896	0.812528596642049	1.03160456596165	0.490098750275038	1.02591727557429	1.330214479	0.727698750275035	1.41340197900001
y000468	glutamate 5-kinase	YALI0A19206g	Arginine and proline metabolism//Biosynthesis of amino acids//Biosynthesis of antibiotics//Carbapenem biosynthesis	0	0	0	0	0	0	0	0	0
y000469	glutamate decarboxylase	YALI0F08415g	Alanine, aspartate and glutamate metabolism//Biosynthesis of secondary metabolites//Butanoate metabolism//Taurine and hypotaurine metabolism//beta-Alanine metabolism	0	0	0	0	0	0	0	0	0
y000470	glutamate dehydrogenase (NAD)	YALI0E09603g	Alanine, aspartate and glutamate metabolism//Arginine biosynthesis//Nitrogen metabolism//Taurine and hypotaurine metabolism	0	0	0	0	0	0	0	0	0
y000471	glutamate dehydrogenase (NADP)	YALI0F17820g	Alanine, aspartate and glutamate metabolism//Arginine biosynthesis//Nitrogen metabolism	1.19448109338437	1.20646108923498	0.897218122033195	1.53123532070887	0.707483385515907	1.27912678858929	2.03077195838833	0.707483385515919	1.5834125637716
y000472	glutamate synthase (NADH2)	YALI0B19998g	Alanine, aspartate and glutamate metabolism//Biosynthesis of amino acids//Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Nitrogen metabolism	0	0	0	0	0	0	0	0	0
y000473	glutamate-5-semialdehyde dehydrogenase	YALI0E30481g	Arginine and proline metabolism//Biosynthesis of amino acids//Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Carbapenem biosynthesis	0	0	0	0	0	0	0	0	0
y000476	glutamine synthetase	YALI0F00506g	Alanine, aspartate and glutamate metabolism//Arginine biosynthesis//Biosynthesis of amino acids//Glyoxylate and dicarboxylate metabolism//Nitrogen metabolism	0.217723734355643	0.219906160772186	0.196280369999989	0.196280369999981	0.198266336733465	0.196280369999991	0.196280369999991	0.198266336733472	0.196280369999998
y000477	glutamine-fructose-6-phosphate transaminase	YALI0B21428g	Alanine, aspartate and glutamate metabolism//Amino sugar and nucleotide sugar metabolism//Biosynthesis of antibiotics	0.0451197224329465	0.0455802563892905	0.040675932	0.040675932	0.041094939905019	0.040675932	0.040675932	0.041094939905019	0.040675932
y000478	glutaminyl-tRNA synthetase	YALI0C03674g	Aminoacyl-tRNA biosynthesis	0	0	0	0	0	0	0	0	0
y000479	glutamyl-tRNA synthetase	YALI0E28468g	Aminoacyl-tRNA biosynthesis//Biosynthesis of secondary metabolites//Porphyrin and chlorophyll metabolism	0	0	0	0	0	0	0	0	0
y000480	glutamyl-tRNA synthetase	YALI0E17919g	Aminoacyl-tRNA biosynthesis//Biosynthesis of secondary metabolites//Porphyrin and chlorophyll metabolism	0	0	0	0	0	0	0	0	0
y000481	glutathione oxidoreductase	(YALI0C05467g and YALI0E18029g) or (YALI0B13398g and YALI0E18029g)	Glutathione metabolism	0	0	0	0	0	0	0	0	0.233861543958063
y000482	glutathione oxidoreductase	YALI0F21219g and YALI0E18029g	Glutathione metabolism	0	0	0	0	0	0	0	0	0
y000483	glutathione peridoxase	YALI0C05467g or YALI0E02310g	Glutathione metabolism	0	0	0	0	0	0	0	0	0.233861543958063
y000484	glutathione peroxidase, mitochondria	YALI0F21219g		0	0	0	0	0	0	0	0	0
y000485	glutathione synthetase	YALI0C17831g	Cysteine and methionine metabolism//Glutathione metabolism	0	0	0	0	0	0	0	0	0
y000486	glyceraldehyde-3-phosphate dehydrogenase	YALI0C06369g	Biosynthesis of amino acids//Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Carbon metabolism//Gluconeogenesis//Glycolysis	1.59781422433158	1.61382317950826	1.75477755043512	1.89484462775057	1.59359332678253	2.00739469762147	2.39438126543001	1.59367504888423	2.56075626543003
y000487	glycerol dehydrogenase (NADP-dependent)	YALI0A15906g or YALI0B07117g or YALI0B21780g or YALI0C09119g or YALI0C13508g or YALI0D04092g or YALI0E18348g or YALI0F06974g or YALI0F18590g	Glycerolipid metabolism	0	0	0	0	0	0	0	0	0
y000488	glycerol kinase	YALI0F00484g	Glycerolipid metabolism	0	0	0	0	0	0	0	0	0
y000490	glycerol-3-phosphate dehydrogenase (fad)	YALI0B13970g	Biosynthesis of secondary metabolites//Glycerophospholipid metabolism	0	0	0	0	0	0	0	0	0
y000491	glycerol-3-phosphate dehydrogenase (NAD)	YALI0B02948g	Biosynthesis of secondary metabolites//Glycerophospholipid metabolism//MAPK signaling pathway - yeast	0.00536190447781694	0.00541555475588064	0.00483381657	0.00483381657	0.004882638117357	0.00483381657	0.00483381657000003	0.004882638117357	0
y000492	glycerol-3-phosphate dehydrogenase (NAD)	YALI0B02948g	Biosynthesis of secondary metabolites//Glycerophospholipid metabolism//MAPK signaling pathway - yeast	0	0	0	0	0	0	0	0	0.00483381656999998
y000493	glycerol-3-phosphate/dihydroxyacetone phosphate acyltransferase	YALI0C00209g	Glycerophospholipid metabolism	0	0	0	0	0	0	0	0	0
y000494	glycerol-3-phosphate/dihydroxyacetone phosphate acyltransferase	YALI0C00209g	Glycerophospholipid metabolism	0	0	0	0	0	0	0	0	0
y000495	glycerol-3-phosphate/dihydroxyacetone phosphate acyltransferase	YALI0C00209g	Glycerophospholipid metabolism	0.00526851508182743	0	0.00474962499	0.00474962499000003	0.004797596202399	0.00474962499	0.00474962499000003	0.004797596202399	0.00474962498999998
y000496	glycerol-3-phosphate/dihydroxyacetone phosphate acyltransferase	YALI0C00209g	Glycerolipid metabolism	0	0.00532123092193464	0	0	0	0	0	0	0
y000497	glycerophosphodiester phosphodiesterase (glycerophosphocholine)	YALI0E32791g	Glycerophospholipid metabolism	0	0	0	0	0	0	0	0	0
y000499	glycinamide ribotide transformylase	YALI0D03069g	Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//One carbon pool by folate//Purine metabolism	0	0	0	0	0	0	0	0	0
y000501	glycine cleavage system	YALI0E00242g and YALI0F02849g and YALI0D20768g and YALI0A09856g	Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Carbon metabolism//Citrate cycle (TCA cycle)//Gluconeogenesis//Glycine, serine and threonine metabolism//Glycolysis//Glyoxylate and dicarboxylate metabolism//One carbon pool by folate//Propanoate metabolism//Pyruvate metabolism//Valine, leucine and isoleucine degradation	0.436295843716428	0.440731579447567	0.213705680113212	0.847722878788903	0.01710534289464	0.595614346669306	1.34725951646834	0.0171053428946417	0.899900121851606
y000502	glycine hydroxymethyltransferase	YALI0D22484g or YALI0E16346g	Biosynthesis of amino acids//Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Carbon metabolism//Glycine, serine and threonine metabolism//Glyoxylate and dicarboxylate metabolism//One carbon pool by folate	0.931120884895654	0.940575972843223	0.420225659173469	1.7482104805778	0.0875065144933979	1.1869891163809	2.74723668823041	0.087506514493405	1.74716860013842
y000503	glycine hydroxymethyltransferase	YALI0D22484g or YALI0E16346g	Biosynthesis of amino acids//Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Carbon metabolism//Glycine, serine and threonine metabolism//Glyoxylate and dicarboxylate metabolism//One carbon pool by folate	-0.436295843716428	-0.440731579447567	-0.153662172625058	-0.847722878788903	-0.01710534289464	-0.514681963276329	-1.34721244876208	-0.0171053428946417	-0.794410671851606
y000504	glycine-cleavage complex (lipoamide)	YALI0E00242g and YALI0F02849g and YALI0D20768g and YALI0A09856g	Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Carbon metabolism//Citrate cycle (TCA cycle)//Gluconeogenesis//Glycine, serine and threonine metabolism//Glycolysis//Glyoxylate and dicarboxylate metabolism//One carbon pool by folate//Propanoate metabolism//Pyruvate metabolism//Valine, leucine and isoleucine degradation	0	0	0	0	0	0	0	0	0
y000505	glycine-cleavage complex (lipoamide)	YALI0E00242g and YALI0F02849g and YALI0D20768g and YALI0A09856g	Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Carbon metabolism//Citrate cycle (TCA cycle)//Gluconeogenesis//Glycine, serine and threonine metabolism//Glycolysis//Glyoxylate and dicarboxylate metabolism//Lysine degradation//One carbon pool by folate//Propanoate metabolism//Pyruvate metabolism//Tryptophan metabolism//Valine, leucine and isoleucine degradation	0	0	0.456614960500114	0	0.518729240217774	0.259863546757707	0	0.518810962319465	0.486862956385004
y000506	glycine-cleavage complex (lipoylprotein)	YALI0E00242g and YALI0F02849g and YALI0D20768g and YALI0A09856g	Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Carbon metabolism//Citrate cycle (TCA cycle)//Gluconeogenesis//Glycine, serine and threonine metabolism//Glycolysis//Glyoxylate and dicarboxylate metabolism//One carbon pool by folate//Propanoate metabolism//Pyruvate metabolism//Valine, leucine and isoleucine degradation	0	0	0	0	0	0	0	0	0
y000507	glycine-cleavage complex (lipoylprotein)	YALI0E00242g and YALI0F02849g and YALI0D20768g and YALI0A09856g	Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Carbon metabolism//Citrate cycle (TCA cycle)//Gluconeogenesis//Glycine, serine and threonine metabolism//Glycolysis//Glyoxylate and dicarboxylate metabolism//One carbon pool by folate//Propanoate metabolism//Pyruvate metabolism//Valine, leucine and isoleucine degradation	0	0	0	0	0	0	0	0	0
y000508	glycine-cleavage complex (lipoylprotein)	YALI0E00242g and YALI0F02849g and YALI0D20768g and YALI0A09856g	Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Carbon metabolism//Citrate cycle (TCA cycle)//Gluconeogenesis//Glycine, serine and threonine metabolism//Glycolysis//Glyoxylate and dicarboxylate metabolism//One carbon pool by folate//Propanoate metabolism//Pyruvate metabolism//Valine, leucine and isoleucine degradation	0	0	0	0	0	0	0	0	0
y000509	glycine-cleavage system (lipoamide)	YALI0E00242g and YALI0F02849g and YALI0D20768g and YALI0A09856g	Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Carbon metabolism//Citrate cycle (TCA cycle)//Gluconeogenesis//Glycine, serine and threonine metabolism//Glycolysis//Glyoxylate and dicarboxylate metabolism//One carbon pool by folate//Propanoate metabolism//Pyruvate metabolism//Valine, leucine and isoleucine degradation	0	0	0	0	0	0	0	0	0
y000510	glycogen (starch) synthase	(YALI0C21065g and YALI0F18502g) or (YALI0F08723g and YALI0F18502g)	Starch and sucrose metabolism	0	0	0	0	0	0	0	0	0
y000511	glycogen phosphorylase	YALI0F04169g	Biosynthesis of secondary metabolites//Starch and sucrose metabolism	0	0	0	0	0	0	0	0	0
y000512	glycyl-tRNA synthetase	YALI0E14597g	Aminoacyl-tRNA biosynthesis	0	0	0	0	0	0	0	0	0
y000514	GMP synthase	YALI0B16104g	Purine metabolism	0.0144964299950494	0.0146414787372236	0.013068693	0.013068693	0.0132006867993	0.013068693	0.013068693	0.0132006867993	0.013068693
y000518	GPI-anchor assembly, step 2	YALI0E21934g	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	0	0	0	0	0	0	0	0	0
y000519	GPI-anchor assembly, step 5	YALI0E17391g and YALI0A20922g	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	0	0	0	0	0	0	0	0	0
y000520	GPI-anchor assembly, step 6	YALI0F20570g	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	0	0	0	0	0	0	0	0	0
y000521	GPI-anchor assembly, step 7	YALI0F11649g	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	0	0	0	0	0	0	0	0	0
y000522	GPI-anchor assembly, step 8	YALI0D04202g	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	0	0	0	0	0	0	0	0	0
y000523	GPI-anchor assembly, step 9	YALI0E03960g or YALI0E12089g	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	0	0	0	0	0	0	0	0	0
y000524	GTP cyclohydrolase I	YALI0A10310g	Folate biosynthesis	0	0	0	0	0	0	0	0	0
y000525	GTP cyclohydrolase II	YALI0E02288g	Biosynthesis of secondary metabolites//Folate biosynthesis//Riboflavin metabolism	0	0	0	0	0	0	0	0	0
y000526	guanine deaminase	YALI0E25740g	Purine metabolism	0	0	0	0	0	0	0	0	0
y000527	guanine phosphoribosyltransferase	YALI0E16753g	Biosynthesis of secondary metabolites//Purine metabolism	0	0	0	0	0	0	0	0	0
y000528	guanylate kinase	YALI0C16434g	Purine metabolism	0.00418144920285664	0.0042232880519765	0.003769623	0.003769623	0.0038076961923	0.003769623	0.003769623	0.0038076961923	0.003769623
y000529	guanylate kinase (GMP:dATP)	YALI0C16434g	Purine metabolism	0	0	0	0	0	0	0	0	0
y000530	heme O monooxygenase	YALI0B14839g and YALI0B02222g		0	0	0	0	0	0	0	0	0
y000531	Heme O synthase	YALI0F23727g	Biosynthesis of secondary metabolites//Oxidative phosphorylation//Porphyrin and chlorophyll metabolism	0	0	0	0	0	0	0	0	0
y000532	hexaprenyldihydroxybenzoate methyltransferase	YALI0F27247g and YALI0B15664g and YALI0A09042g and YALI0F27313g and YALI0C18205g and YALI0B15884g and YALI0E15224g	Biosynthesis of secondary metabolites//Ubiquinone and other terpenoid-quinone biosynthesis	0	0	0	0	0	0	0	0	0
y000533	hexokinase (D-fructose:ATP)	YALI0B22308g	Amino sugar and nucleotide sugar metabolism//Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Carbon metabolism//Fructose and mannose metabolism//Galactose metabolism//Gluconeogenesis//Glycolysis//Starch and sucrose metabolism	0	0	0	0	0	0	0	0	0
y000534	hexokinase (D-glucose:ATP)	YALI0B22308g or YALI0E15488g	Amino sugar and nucleotide sugar metabolism//Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Carbon metabolism//Fructose and mannose metabolism//Galactose metabolism//Gluconeogenesis//Glycolysis//Starch and sucrose metabolism	1.049	1.05949	1.09477494747466	1.135	1.12365	1.20366750000002	1.375	1.36125	1.45818750000001
y000535	hexokinase (D-mannose:ATP)	YALI0B22308g	Amino sugar and nucleotide sugar metabolism//Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Carbon metabolism//Fructose and mannose metabolism//Galactose metabolism//Gluconeogenesis//Glycolysis//Starch and sucrose metabolism	0	0	0	0	0	0	0	0	0
y000536	histidinol dehydrogenase	YALI0A15950g	Biosynthesis of amino acids//Biosynthesis of secondary metabolites//Histidine metabolism	0.0164152382499412	0.0165784780397892	0.01479852	0.01479852	0.014947076052909	0.01479852	0.01479852	0.014947076052909	0.01479852
y000537	histidinol-phosphatase	YALI0E05049g	Biosynthesis of amino acids//Biosynthesis of secondary metabolites//Histidine metabolism	0.0164152382499412	0.0165784780397892	0.01479852	0.01479852	0.014947076052909	0.01479852	0.01479852	0.014947076052909	0.01479852
y000538	histidinol-phosphate transaminase	YALI0E01254g	Biosynthesis of amino acids//Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Histidine metabolism//Phenylalanine metabolism//Phenylalanine, tyrosine and tryptophan biosynthesis//Tyrosine metabolism	0.0164152382499412	0.0165784780397892	0.01479852	0.01479852	0.014947076052909	0.01479852	0.01479852	0.014947076052909	0.01479852
y000539	histidyl-tRNA synthetase	YALI0E13123g	Aminoacyl-tRNA biosynthesis	0	0	0	0	0	0	0	0	0
y000540	histidyl-tRNA synthetase	YALI0E13123g	Aminoacyl-tRNA biosynthesis	0	0	0	0	0	0	0	0	0
y000541	hnRNP arginine N-methyltransferase	YALI0E18282g		0	0	0	0	0	0	0	0	0
y000542	homoacontinate hydratase	YALI0E02728g	2-Oxocarboxylic acid metabolism//Biosynthesis of amino acids//Biosynthesis of antibiotics//Lysine biosynthesis	0.0370451998343268	0.0374135151276143	0.03339666	0.03339666	0.033731845268121	0.03339666	0.03339666	0.033731845268121	0.03339666
y000543	homocitrate synthase	YALI0F31075g	2-Oxocarboxylic acid metabolism//Biosynthesis of amino acids//Biosynthesis of antibiotics//Lysine biosynthesis//Pyruvate metabolism	0	0	0	0	0	0	0	0	0
y000544	homocysteine S-methyltransferase	YALI0F25641g	Biosynthesis of secondary metabolites//Cysteine and methionine metabolism	0	0	0	0	0	0	0	0	0
y000545	homoisocitrate dehydrogenase	YALI0D10593g	2-Oxocarboxylic acid metabolism//Biosynthesis of amino acids//Biosynthesis of antibiotics//Lysine biosynthesis	0.0370451998343268	0.0374135151276143	0.03339666	0.03339666	0.033731845268121	0.03339666	0.03339666	0.033731845268121	0.03339666
y000546	homoserine dehydrogenase (NADH)	YALI0D01089g	Biosynthesis of amino acids//Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Cysteine and methionine metabolism//Glycine, serine and threonine metabolism//Lysine biosynthesis	0.0720939517733904	0.0728108302987439	0.0649935	0.0649935	0.06564589435404	0.0649935	0.0649935	0.06564589435404	0.0649935
y000547	homoserine dehydrogenase (NADP)	YALI0D01089g	Biosynthesis of amino acids//Biosynthesis of antibiotics//Biosynthesis of secondary metabolites//Cysteine and methionine metabolism//Glycine, serine and threonine metabolism//Lysine biosynthesis	0	0	0	0	0	0	0	0	0
y000548	homoserine kinase	YALI0F13453g	Biosynthesis of amino acids//Biosynthesis of secondary metabolites//Glycine, serine and threonine metabolism	0.0504657662413733	0.0509675812091208	0.04549545	0.04549545	0.045952126047828	0.04549545	0.04549545	0.045952126047828	0.04549545
y000549	homoserine O-trans-acetylase	YALI0E00836g	Biosynthesis of antibiotics//Cysteine and methionine metabolism	0.0216281855320171	0.0218432490896232	0.01949805	0.01949805	0.019693768306212	0.01949805	0.01949805	0.019693768306212	0.01949805
y000550	hydrogen peroxide reductase (thioredoxin)	YALI0E31647g and YALI0B15125g		0	0	0	0	0	0	0	0	0
