enzymes	genes	enzNames	subSystems	Std_ecM	Std_ecP	HiT_ecM	HiT_ecP	LpH_ecM	LpH_ecP
Q6C2Y8	YALI0F04015g	YALI0_F04015g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis	4.4919610060671e-11	4.0094351403876e-11	4.04993043530551e-11	4.0094351403876e-11	4.04993043530551e-11	4.0094351403876e-11
Q6C307	YALI0F03597g	YALI0_F03597g	Nicotinate and nicotinamide metabolism // Pyrimidine metabolism	0	0	0	0	0	0
Q6C326	YALI0F03179g	YALI0_F03179g	Oxidative phosphorylation	0.000142023948668976	0.000116047035095382	0.000121667098336138	0.000109966786453782	0.000121664828259598	9.49021277066688e-05
Q6C338	YALI0F02893g	YALI0_F02893g	Oxidative phosphorylation	0.000142023948668976	0.000116047035095382	0.000121667098336138	0.000109966786453782	0.000121664828259598	9.49021277066688e-05
Q6C340	YALI0F02849g	YALI0_F02849g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Lysine degradation // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation	1.36181650733504e-07	2.07122374743111e-07	1.65567527835905e-07	2.64334114290013e-07	1.65592779148107e-07	4.2849592354433e-07
Q6C350	YALI0F02629g	YALI0_F02629g	Aminoacyl-tRNA biosynthesis	0	0	0	0	0	0
Q6C354	YALI0F02497g	PDH1	Propanoate metabolism // Propanoate metabolism	0	0	0	0	0	0
Q6C363	YALI0F02299g	YALI0_F02299g	Aminoacyl-tRNA biosynthesis	0	0	0	0	0	0
Q6C387	YALI0F01771g	YALI0_F01771g	Oxidative phosphorylation // Sulfur metabolism	7.44338886032669e-06	6.8018730373769e-06	7.14223893015749e-06	6.15059131660409e-06	7.14131939513496e-06	5.62873782218554e-06
Q6C391	YALI0F01672g	YALI0_F01672g	Starch and sucrose metabolism	0	0	0	0	0	0
Q6C399	YALI0F01496g	YALI0_F01496g	  // Pyrimidine metabolism // Pyrimidine metabolism	0	0	0	0	0	0
Q6C3E0	YALI0F00506g	GLN1	Alanine, aspartate and glutamate metabolism // Arginine biosynthesis // Biosynthesis of amino acids // Glyoxylate and dicarboxylate metabolism // Nitrogen metabolism	1.15910338281412e-06	1.03457420223294e-06	1.04504203428842e-06	1.03457420223295e-06	1.04504203428846e-06	1.03457420223299e-06
Q6C3E1	YALI0F00484g	YALI0_F00484g	Glycerolipid metabolism	0	0	0	0	0	0
Q6C3E5	YALI0F00396g	YALI0F00396g	  //   //   //   //   //   //   //   //   //   //   //  	0	0	0	0	0	0
Q6C3G2	YALI0E35156g	YALI0_E35156g	Arginine biosynthesis // Atrazine degradation // Arginine biosynthesis // Atrazine degradation	0	0	0	0	0	0
Q6C3H5	YALI0E34793g	YALI0_E34793g	Citrate cycle (TCA cycle)	0	2.14071657888737e-07	2.16236982091934e-07	2.50922951388842e-07	2.16236982067618e-07	2.14071657888737e-07
Q6C3H7	YALI0E34749g	YALI0_E34749g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glyoxylate and dicarboxylate metabolism // Longevity regulating pathway - multiple species // MAPK signaling pathway - yeast // Peroxisome // Tryptophan metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glyoxylate and dicarboxylate metabolism // Longevity regulating pathway - multiple species // MAPK signaling pathway - yeast // Peroxisome // Tryptophan metabolism	0	0	0	0	0	0
Q6C3J7	YALI0E34265g	YALI0_E34265g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glyoxylate and dicarboxylate metabolism // Longevity regulating pathway - multiple species // MAPK signaling pathway - yeast // Peroxisome // Tryptophan metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glyoxylate and dicarboxylate metabolism // Longevity regulating pathway - multiple species // MAPK signaling pathway - yeast // Peroxisome // Tryptophan metabolism	0	0	0	0	0	0
Q6C3K2	YALI0E34133g	ALG1	N-Glycan biosynthesis // Various types of N-glycan biosynthesis	0	0	0	0	0	0
Q6C3K7	YALI0E34037g	QCR7	Oxidative phosphorylation // Sulfur metabolism	7.44338886032669e-06	6.8018730373769e-06	7.14223893015749e-06	6.15059131660409e-06	7.14131939513496e-06	5.62873782218554e-06
Q6C3L0	YALI0E33957g	YALI0_E33957g	Biosynthesis of amino acids // Biosynthesis of secondary metabolites // Histidine metabolism	4.60516962989265e-09	4.1107328856e-09	4.15199878597706e-09	4.1107328856e-09	4.15199878597706e-09	4.1107328856e-09
Q6C3L7	YALI0E33774g	YALI0_E33774g	Inositol phosphate metabolism	0	0	0	0	0	0
Q6C3M8	YALI0E33517g	YALI0_E33517g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Lysine degradation // Propanoate metabolism // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Lysine degradation // Propanoate metabolism // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // Fatty acid degradation	0	3.36525225888584e-07	3.823034500405e-07	1.9151943396043e-07	3.82363679229445e-07	3.58817998855748e-07
Q6C3M9	YALI0E33495g	GET3	 	0	0	0	0	0	0
Q6C3P7	YALI0E33143g	YALI0_E33143g	Arginine and proline metabolism // Cysteine and methionine metabolism // Glutathione metabolism // beta-Alanine metabolism // Arginine and proline metabolism // Cysteine and methionine metabolism // Glutathione metabolism // beta-Alanine metabolism	0	0	0	0	0	0
Q6C3Q2	YALI0E33033g	YALI0_E33033g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism	9.83521035504568e-08	8.77871334086801e-08	8.86737834561277e-08	8.77871334086843e-08	8.86737834561404e-08	8.77871334086972e-08
Q6C3R1	YALI0E32791g	YALI0_E32791g	Glycerophospholipid metabolism	0	0	0	0	0	0
Q6C3S3	YALI0E32527g	YALI0_E32527g	Purine metabolism	0	0	0	0	0	0
Q6C3T1	YALI0E32351g	YALI0_E32351g	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Pentose phosphate pathway // Purine metabolism	2.99764340805324e-05	2.67568744449577e-05	2.70266087708042e-05	2.66102428217403e-05	2.70266087708057e-05	2.67568744449597e-05
Q6C3U4	YALI0E32065g	YALI0_E32065g	Biosynthesis of antibiotics // Steroid biosynthesis	0	0	0	0	0	0
Q6C3U6	YALI0E32035g	YALI0_E32035g	Steroid biosynthesis // Steroid biosynthesis //   //   //   //   //   //   //   //   //   //  	0	0	0	0	0	0
Q6C3W5	YALI0E31647g	YALI0_E31647g	  // Sulfur relay system // Sulfur metabolism //  	1.73358946399794e-06	1.54746273825e-06	1.56299592162252e-06	1.54746273825e-06	1.56299592162252e-06	1.54746273825e-06
Q6C3X3	YALI0E31515g	YALI0_E31515g	Glycerolipid metabolism	0	0	0	0	0	0
Q6C3X5	YALI0E31471g	YALI0_E31471g	Oxidative phosphorylation // Phagosome // Oxidative phosphorylation // Phagosome	0	0	0	0	0	0
Q6C3Z7	YALI0E31009g	YALI0_E31009g	Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism	0	0	0	0	0	0
Q6C3Z9	YALI0E30965g	ACH1	Pyruvate metabolism // Pyruvate metabolism // Pyruvate metabolism	0	0	0	0	0	0
Q6C416	YALI0E30591g	YALI0_E30591g	Biosynthesis of secondary metabolites // Biotin metabolism // Fatty acid biosynthesis // Fatty acid metabolism // Propanoate metabolism // Pyruvate metabolism // Biotin metabolism	7.48340779427988e-11	6.679541104589e-11	6.74700446974537e-11	6.67954110458904e-11	6.74700446974537e-11	6.67954110458901e-11
Q6C421	YALI0E30481g	YALI0_E30481g	Arginine and proline metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbapenem biosynthesis	0	0	0	0	0	0
Q6C433	YALI0E30129g	YALI0_E30129g	Cysteine and methionine metabolism // Glutathione metabolism	0	0	0	0	0	0
Q6C438	YALI0E29975g	YALI0_E29975g	Biosynthesis of secondary metabolites // Porphyrin and chlorophyll metabolism	0	0	0	0	0	0
Q6C450	YALI0E29667g	YALI0_E29667g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Oxidative phosphorylation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Oxidative phosphorylation	3.65390738144503e-08	7.92101715068539e-07	8.95745798440737e-07	4.64845088590793e-07	8.95881726812479e-07	8.42413206623878e-07
Q6C454	YALI0E29579g	YALI0_E29579g	Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics	4.30651378417294e-06	3.843143407224e-06	3.88273211210601e-06	3.843143407224e-06	3.88273211210601e-06	3.843143407224e-06
Q6C473	YALI0E29161g	YALI0_E29161g	Inositol phosphate metabolism	0	0	0	0	0	0
Q6C474	YALI0E29139g	YALI0_E29139g	Aminoacyl-tRNA biosynthesis	0	0	0	0	0	0
Q6C482	YALI0E28963g	YALI0E28963g	Alanine, aspartate and glutamate metabolism // Purine metabolism	1.48227949730968e-06	1.32309867689972e-06	1.3364160645376e-06	1.32309867689978e-06	1.33641606453777e-06	1.32309867689996e-06
Q6C490	YALI0E28787g	YALI0_E28787g	2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Lysine biosynthesis // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tryptophan metabolism // Tyrosine metabolism // Ubiquinone and other terpenoid-quinone biosynthesis // Tryptophan metabolism // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Lysine biosynthesis // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tryptophan metabolism // Tyrosine metabolism // Ubiquinone and other terpenoid-quinone biosynthesis // Tryptophan metabolism	0	6.0240895308e-09	6.08455024946367e-09	6.0240895308e-09	6.08455024946367e-09	6.0240895308e-09
Q6C4A4	YALI0E28468g	YALI0_E28468g	Aminoacyl-tRNA biosynthesis // Biosynthesis of secondary metabolites // Porphyrin and chlorophyll metabolism	0	0	0	0	0	0
Q6C4B5	YALI0E28237g	YALI0_E28237g	Sphingolipid metabolism // Sphingolipid metabolism	0	0	0	0	0	0
Q6C4B9	YALI0E28153g	YALI0_E28153g	Inositol phosphate metabolism	0	0	0	0	0	0
Q6C4C6	YALI0E27874g	YALI0_E27874g	Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism	0	0	0	0	0	0
Q6C4E9	YALI0E27346g	YALI0_E27346g	Oxidative phosphorylation // Phagosome // Oxidative phosphorylation // Phagosome	0	0	0	0	0	0
Q6C4G4	YALI0E27005g	YALI0_E27005g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation	1.14070023460845e-06	3.38335562587916e-06	3.64561617658104e-06	2.69620308930848e-06	3.64594093204095e-06	3.50355813672613e-06
Q6C4H2	YALI0E26829g	YALI0_E26829g	Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Galactose metabolism // Gluconeogenesis // Glycolysis // Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Galactose metabolism // Gluconeogenesis // Glycolysis	0	0	0	0	0	0
Q6C4H7	YALI0E26719g	YALI0_E26719g	Galactose metabolism // Starch and sucrose metabolism	0	0	0	0	0	0
Q6C4K5	YALI0E26004g	YALI0_E26004g	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Fructose and mannose metabolism // Gluconeogenesis // Glycolysis // Pentose phosphate pathway // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Fructose and mannose metabolism // Gluconeogenesis // Glycolysis // Pentose phosphate pathway // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Fructose and mannose metabolism // Gluconeogenesis // Glycolysis // Pentose phosphate pathway // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Fructose and mannose metabolism // Gluconeogenesis // Glycolysis // Pentose phosphate pathway // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Fructose and mannose metabolism // Gluconeogenesis // Glycolysis // Pentose phosphate pathway // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Fructose and mannose metabolism // Gluconeogenesis // Glycolysis // Pentose phosphate pathway	0.00064997141135871	8.34263684773392e-05	4.51916977111953e-06	8.38558955057139e-05	5.23667882289035e-06	7.88141648819589e-06
Q6C4L7	YALI0E25740g	YALI0_E25740g	Purine metabolism	0	0	0	0	0	0
Q6C4M1	YALI0E25652g	YALI0_E25652g	Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism	0	0	0	0	0	0
Q6C4N1	YALI0E25091g	YALI0_E25091g	Sulfur relay system	0	0	0	0	0	0
Q6C4Q2	YALI0E24607g	YALI0_E24607g	Aminoacyl-tRNA biosynthesis	0	0	0	0	0	0
Q6C4Q7	YALI0E24497g	YALI0_E24497g	Folate biosynthesis // Folate biosynthesis	0	0	0	0	0	0
Q6C4S7	YALI0E24057g	YALI0_E24057g	Pyruvate metabolism	0	0	0	0	0	0
Q6C4S9	YALI0E24013g	YALI0_E24013g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Propanoate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Propanoate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Propanoate metabolism	0	6.31041875411157e-07	7.16883809980964e-07	3.59131421619151e-07	7.169967499255e-07	6.72844605724076e-07
Q6C4T0	YALI0E23991g	YALI0_E23991g	Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism	0	0	0	0	0	0
Q6C4X4	YALI0E22979g	YALI0_E22979g	Aminoacyl-tRNA biosynthesis	0	0	0	0	0	0
Q6C4Y7	YALI0E22649g	YALI0_E22649g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glutathione metabolism // Pentose phosphate pathway	7.90380654426003e-08	5.86314534939687e-08	1.45258233895902e-07	3.28303149228471e-08	1.45258233895903e-07	0
Q6C4Z3	YALI0E22462g	YALI0_E22462g	Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism	0	0	0	0	0	0
Q6C504	YALI0E22198g	YALI0_E22198g	Amino sugar and nucleotide sugar metabolism	0	0	0	0	0	0
Q6C513	YALI0E21934g	YALI0_E21934g	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis // Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	0	0	0	0	0	0
Q6C536	YALI0E21351g	YALI0_E21351g	Thiamine metabolism // Thiamine metabolism	0	0	0	0	0	0
Q6C538	YALI0E21307g	YALI0_E21307g	Pyruvate metabolism // Sulfur metabolism	0	0	0	0	0	0
Q6C549	YALI0E21021g	YALI0_E21021g	MAPK signaling pathway - yeast // Starch and sucrose metabolism	0	2.06330559703251e-06	0	8.64879885827484e-07	0	1.04803919806947e-06
Q6C551	YALI0E20977g	YALI0_E20977g	2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Lysine biosynthesis // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tryptophan metabolism // Tyrosine metabolism // Ubiquinone and other terpenoid-quinone biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Lysine biosynthesis // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tryptophan metabolism // Tyrosine metabolism // Ubiquinone and other terpenoid-quinone biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Lysine biosynthesis // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tryptophan metabolism // Tyrosine metabolism // Ubiquinone and other terpenoid-quinone biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Lysine biosynthesis // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tryptophan metabolism // Tyrosine metabolism // Ubiquinone and other terpenoid-quinone biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Lysine biosynthesis // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tryptophan metabolism // Tyrosine metabolism // Ubiquinone and other terpenoid-quinone biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Lysine biosynthesis // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tryptophan metabolism // Tyrosine metabolism // Ubiquinone and other terpenoid-quinone biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Lysine biosynthesis // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tryptophan metabolism // Tyrosine metabolism // Ubiquinone and other terpenoid-quinone biosynthesis	1.13354228189717e-07	1.01060949811911e-07	1.02199626865871e-07	6.9532011811822e-08	1.02199626865871e-07	1.01060949811911e-07
Q6C564	YALI0E20691g	YALI0_E20691g	Carbon metabolism // Fructose and mannose metabolism // Glycerolipid metabolism	0	0	0	0	0	0
Q6C579	YALI0E20361g	YALI0_E20361g	Arginine and proline metabolism // Cysteine and methionine metabolism	0	0	0	0	0	0
Q6C584	YALI0E20207g	YALI0_E20207g	Amino sugar and nucleotide sugar metabolism	0	0	0	0	0	0
Q6C586	YALI0E20163g	YALI0_E20163g	Amino sugar and nucleotide sugar metabolism	0	0	0	0	0	0
Q6C5B6	YALI0E19448g	YALI0_E19448g	 	0	0	0	0	0	0
Q6C5D5	YALI0E18964g	YALI0_E18964g	  //  	1.07111057227622e-07	9.560520142371e-08	0	9.560520142371e-08	0	9.56052014237096e-08
Q6C5D6	YALI0E18942g	YALI0_E18942g	N-Glycan biosynthesis	0	0	0	0	0	0
Q6C5D8	YALI0E18898g	YALI0_E18898g	Glycerophospholipid metabolism	0	0	0	0	0	0
Q6C5F0	YALI0E18634g	YALI0_E18634g	Carbon metabolism // Pyruvate metabolism // Carbon metabolism // Pyruvate metabolism	2.93052763027392e-07	4.89849510149998e-08	4.94766384203122e-08	4.89849510150003e-08	4.9476638420312e-08	4.89849510149996e-08
Q6C5G1	YALI0E18348g	YALI0_E18348g	Pentose and glucuronate interconversions // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Pentose and glucuronate interconversions //   // Glycerolipid metabolism	0	0	0	0	0	0
Q6C5G4	YALI0E18282g	YALI0_E18282g	 	0	0	0	0	0	0
Q6C5G6	YALI0E18238g	YALI0_E18238g	Alanine, aspartate and glutamate metabolism // Butanoate metabolism // Propanoate metabolism // Valine, leucine and isoleucine degradation // beta-Alanine metabolism	0	0	0	0	0	0
Q6C5H4	YALI0E18029g	GLR1	Glutathione metabolism // Glutathione metabolism // Glutathione metabolism // Selenocompound metabolism	0	0	0	0	0	7.21790269272167e-08
Q6C5H6	YALI0E17985g	YALI0_E17985g	Aminoacyl-tRNA biosynthesis // Aminoacyl-tRNA biosynthesis	0	0	0	0	0	0
Q6C5H7	YALI0E17963g	YALI0_E17963g	Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism	0	0	0	0	0	0
Q6C5H9	YALI0E17919g	YALI0_E17919g	Aminoacyl-tRNA biosynthesis // Biosynthesis of secondary metabolites // Porphyrin and chlorophyll metabolism	0	0	0	0	0	0
Q6C5J2	YALI0E17633g	YALI0_E17633g	Fructose and mannose metabolism	0	0	0	0	0	0
Q6C5J7	YALI0E17479g	YALI0_E17479g	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis	3.24949520019383e-08	2.90061180981e-08	2.92972924138683e-08	2.90061180981e-08	2.92972924138683e-08	2.90061180981e-08
Q6C5K1	YALI0E17391g	PBN1	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis // Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	0	0	0	0	0	0
Q6C5K3	YALI0E17347g	YALI0_E17347g	Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism	0	0	0	0	0	0
Q6C5L8	YALI0E16929g	YALI0_E16929g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Lysine degradation // Propanoate metabolism // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Lysine degradation // Propanoate metabolism // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // Fatty acid degradation	0	3.36525225888584e-07	3.823034500405e-07	1.9151943396043e-07	3.82363679229445e-07	3.58817998855748e-07
Q6C5L9	YALI0E16907g	YALI0_E16907g	Glycerophospholipid metabolism // Glycerophospholipid metabolism	0	0	0	0	0	0
Q6C5M4	YALI0E16797g	YALI0_E16797g	Glycerolipid metabolism // Glycerolipid metabolism // Glycerolipid metabolism // Glycerolipid metabolism	0	0	0	0	0	0
Q6C5N1	YALI0E16643g	YALI0_E16643g	Alanine, aspartate and glutamate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glycine, serine and threonine metabolism // Glyoxylate and dicarboxylate metabolism // Peroxisome // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism	0	1.50193846040952e-09	0	3.8608919746149e-07	0	1.50193846040752e-09
Q6C5P4	YALI0E16368g	YALI0_E16368g	Sulfur metabolism	3.8894089328983e-08	3.471822783e-08	3.50667238460411e-08	3.471822783e-08	3.50667238460411e-08	3.471822783e-08
