enzymes	genes	enzNames	subSystems	Std_ecM	Std_ecP	HiT_ecM	HiT_ecP	LpH_ecM	LpH_ecP	Osm_ecM	Osm_ecP
W0T6P2	KLMA_20008	KLMA_20008	Other reactions // Other reactions	0	0	0	0	0	0	0	0
W0T6Q1	KLMA_20637	KLMA_20637	Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism	7.19469032522268e-08	0	5.67575673503727e-08	0	5.67575673503799e-08	0	5.67575673503864e-08	0
W0T6Q3	KLMA_20023	KLMA_20023	Starch and sucrose metabolism // Starch and sucrose metabolism // Starch and sucrose metabolism	6.04855090387916e-08	3.2581051271604e-08	2.385794382946e-08	3.2581051271604e-08	2.385794382946e-08	2.16857244299375e-08	2.385794382946e-08	1.81474172938737e-08
W0T6Q9	KLMA_10157	KLMA_10157	Pentose phosphate pathway // Pentose phosphate pathway // Pentose phosphate pathway	0	0	2.04123589121773e-06	0	0	0	0	0
W0T6R3	KLMA_20290	KLMA_20290	Porphyrin and chlorophyll metabolism	8.83555603838083e-12	6.832188e-12	6.970205029788e-12	6.832188e-12	6.970205029788e-12	6.832188e-12	6.970205029788e-12	6.832188e-12
W0T6R7	KLMA_20657	KLMA_20657	Other types of O-glycan biosynthesis // Other types of O-glycan biosynthesis	0	0	0	0	0	0	0	0
W0T6R8	KLMA_20043	KLMA_20043	One carbon pool by folate // One carbon pool by folate	0	0	0	0	0	0	0	0
W0T6S2	KLMA_20048	KLMA_20048	N-Glycan biosynthesis // N-Glycan biosynthesis	0	0	0	0	0	0	0	0
W0T6S6	KLMA_20305	KLMA_20305	Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism	8.53286842009562e-07	8.98241495396219e-07	6.73142042469333e-07	0	6.73142042469471e-07	1.18721465126811e-06	6.73142042469595e-07	1.41323109276254e-06
W0T6U1	KLMA_20687	KLMA_20687	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	0	0	0	0	0	0	0	0
W0T6V3	KLMA_30042	KLMA_30042	Purine metabolism // Purine metabolism // Purine metabolism // Purine metabolism // Purine metabolism // Pyrimidine metabolism	0	0	0	0	0	0	0	0
W0T6V7	KLMA_20093	KLMA_20093	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	0	0	0	0	0	0	0	0
W0T6W0	KLMA_10182	KLMA_10182	Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis	0	0	0	0	0	0	0	0
W0T6W1	KLMA_20098	KLMA_20098	Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis	9.54723665015277e-07	5.07276310450024e-07	1.76808902627519e-06	1.7543953480066e-06	1.24279030576701e-06	9.48470405177103e-07	1.31562901712701e-06	1.33326725230633e-06
W0T6W8	KLMA_10192	KLMA_10192	Purine metabolism // Purine metabolism	0	0	0	0	0	0	0	0
W0T6X1	KLMA_20722	KLMA_20722	Steroid biosynthesis // Steroid biosynthesis // Other reactions // Other reactions	1.59896705411643e-06	1.72259793740034e-06	1.26139522568294e-06	1.72259793740034e-06	1.26139522568294e-06	1.146549381192e-06	1.26139522568294e-06	9.59474982528123e-07
W0T6Z0	KLMA_10222	KLMA_10222	Purine metabolism	0	0	0	0	0	0	0	0
W0T704	KLMA_20752	KLMA_20752	Pyrimidine metabolism	6.1959741807132e-11	4.79110315886087e-11	4.88788823377301e-11	4.79110315886087e-11	4.88788823377301e-11	4.79110315886087e-11	4.88788823377301e-11	0
W0T717	KLMA_20370	KLMA_20370	Glutathione metabolism	2.73572945905236e-12	2.115432e-12	2.158165841832e-12	2.115432e-12	2.158165841832e-12	2.115432e-12	2.158165841832e-12	2.115432e-12
W0T718	KLMA_20153	KLMA_20153	Alanine, aspartate and glutamate metabolism // Alanine, aspartate and glutamate metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Arginine and proline metabolism // Arginine and proline metabolism // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Ubiquinone and other terpenoid-quinone biosynthesis // Alanine, aspartate and glutamate metabolism // Alanine, aspartate and glutamate metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Ubiquinone and other terpenoid-quinone biosynthesis	1.6206676188382e-06	0	4.32312522205251e-08	0	1.10622767639263e-07	0	1.12256927080144e-07	0
W0T723	KLMA_20158	KLMA_20158	Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Tyrosine metabolism // Phenylalanine metabolism // Retinol metabolism // Other reactions // Other reactions // Other reactions // Other reactions // Other reactions // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Tyrosine metabolism // Retinol metabolism // Other reactions	0	0	0	0	0	0	0	0
W0T747	KLMA_20405	KLMA_20405	N-Glycan biosynthesis // N-Glycan biosynthesis	0	0	0	0	0	0	0	0
W0T754	KLMA_10297	KLMA_10297	Pyrimidine metabolism // Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism	0	0	0	0	0	0	0	0
W0T759	KLMA_30152	KLMA_30152	Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Other reactions	0	0	0	0	0	0	0	0
W0T760	KLMA_20193	KLMA_20193	Transport reaction (active diffusion) // Transport reaction (active diffusion)	0	0	0	0	0	0	0	0
W0T771	KLMA_10317	KLMA_10317	Purine metabolism // Purine metabolism	3.05447572929746e-06	2.36190595513689e-06	2.40961881733661e-06	2.36190595513689e-06	2.40961881733661e-06	2.36190595513689e-06	2.4096188173366e-06	2.36190595513689e-06
W0T776	KLMA_20208	KLMA_20208	Glycerolipid metabolism // Glycerolipid metabolism // Other reactions	3.9120137399514e-08	4.21448268645756e-08	3.08611452729872e-08	4.21448268645756e-08	3.08611452729872e-08	2.80513079186355e-08	3.08611452729872e-08	2.34743732948879e-08
W0T778	KLMA_20817	KLMA_20817	Arginine and proline metabolism	0	0	0	0	0	0	0	0
W0T793	KLMA_10342	KLMA_10342	Sphingolipid metabolism	0	0	0	0	0	0	0	0
W0T7A9	KLMA_20243	KLMA_20243	Pyrimidine metabolism	3.20011926427993e-09	0	0	0	0	0	0	0
W0T7C4	KLMA_30227	KLMA_30227	Purine metabolism // Purine metabolism	1.04598633973755e-12	8.088201e-13	8.251590748401e-13	8.088201e-13	8.251590748401e-13	8.088201e-13	8.251590748401e-13	8.088201e-13
W0T7D6	KLMA_20505	KLMA_20505	Transport reactions (diffusion) // Transport reactions (diffusion)	0	0	0	0	0	0	0	0
W0T7D8	KLMA_30010	KLMA_30010	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	0	0	0	0	0	0	0	0
W0T7E0	KLMA_30247	KLMA_30247	Glycerolipid metabolism // Glycerophospholipid metabolism	0	4.72368400935045e-06	0	4.37820395545208e-06	0	0	0	2.62880727926035e-06
W0T7E5	KLMA_20278	KLMA_20278	Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis // Other reactions // Other reactions	5.01006940149892e-06	8.98595423172821e-07	3.8215357485436e-07	2.68683548785233e-07	3.86979327294746e-07	1.6858939360833e-06	3.82156785762349e-07	1.04699882120236e-06
W0T7F0	KLMA_10402	KLMA_10402	Glycerolipid metabolism // Glycerolipid metabolism // Glycerolipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Other reactions // Glycerophospholipid metabolism // Glycerophospholipid metabolism	2.71063305599857e-09	0	2.1383677584929e-09	0	2.1383677584929e-09	0	2.1383677584929e-09	1.62653674222718e-09
W0T7F7	KLMA_20288	KLMA_20288	Glycine, serine and threonine metabolism // Other reactions	0	0	0	0	0	0	0	0
W0T7G3	KLMA_30035	KLMA_30035	Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism	5.68822929124189e-08	4.08534867235202e-08	4.48733777978137e-08	6.12802300852804e-08	4.48733777978137e-08	1.18038637858883e-07	4.48733777978137e-08	3.41326588252666e-08
W0T7I0	KLMA_20308	KLMA_20308	Steroid biosynthesis	5.27660077645801e-06	5.6845834256631e-06	4.16261173744882e-06	5.6845834256631e-06	4.16261173744882e-06	3.78361976844375e-06	4.16261173744882e-06	3.1662731416299e-06
W0T7I7	KLMA_30292	KLMA_30292	Purine metabolism // Purine metabolism // Purine metabolism	6.71529699527397e-07	7.11541833536734e-07	4.99676660717128e-07	0	4.99676660717137e-07	0	4.99676660717145e-07	5.81411137920706e-07
W0T7J3	KLMA_30070	KLMA_30070	Purine metabolism	5.88238327340033e-07	3.26263148601757e-07	4.64050222773636e-07	3.26263148601755e-07	4.64050222773636e-07	4.7863438500636e-07	4.64050222773636e-07	5.28117639702265e-07
W0T7J6	KLMA_30075	KLMA_30075	Purine metabolism // Purine metabolism // Purine metabolism	8.95166588456166e-07	8.68391838379244e-07	7.06180191744975e-07	9.69042969358605e-07	7.06180191745251e-07	1.48488145517502e-06	7.06180191745499e-07	2.24174043185337e-06
W0T7J7	KLMA_30302	KLMA_30302	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis // Other reactions // Other reactions	0	0	0	0	0	0	0	0
W0T7K3	KLMA_20575	KLMA_20575	Citrate cycle (TCA cycle)	0	0	0	0	0	0	0	0
W0T7K6	KLMA_30312	KLMA_30312	Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Propanoate metabolism // Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Propanoate metabolism	0.000159901373960456	2.49271815979743e-05	8.11156100204766e-06	5.70310114124971e-06	8.27742582572783e-06	5.13086938176154e-05	8.11167136342529e-06	2.86849411658885e-05
W0T7K8	KLMA_20580	KLMA_20580	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	0	0	0	0	0	0	0	0
W0T7L9	KLMA_30327	KLMA_30327	Glycerolipid metabolism // Glycerophospholipid metabolism	4.62403008464656e-06	2.57861089234908e-07	3.64781091465987e-06	6.03341143133273e-07	3.64781091465987e-06	5.27918981826174e-06	3.64781091465987e-06	1.45878439707525e-07
W0T7M0	KLMA_30105	KLMA_30105	Glycolysis / Gluconeogenesis // Butanoate metabolism // C5-Branched dibasic acid metabolism // Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis // Pantothenate and CoA biosynthesis // Valine, leucine and isoleucine biosynthesis	2.97774297624578e-07	9.96210148001379e-07	1.41694679021068e-06	9.96210148001379e-07	1.41694679021068e-06	1.4813556706793e-06	1.41694679021068e-06	1.61257518291424e-06
W0T7P9	KLMA_30357	KLMA_30357	Fatty acid metabolism // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Primary bile acid biosynthesis // alpha-Linolenic acid metabolism // alpha-Linolenic acid metabolism // alpha-Linolenic acid metabolism // Biosynthesis of unsaturated fatty acids // Biosynthesis of unsaturated fatty acids // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Geraniol degradation // Toluene degradation // Caprolactam degradation // Other reactions // Fatty acid metabolism // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Primary bile acid biosynthesis // alpha-Linolenic acid metabolism // alpha-Linolenic acid metabolism // alpha-Linolenic acid metabolism // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Geraniol degradation // Toluene degradation // Caprolactam degradation // Other reactions	0	0	0	0	0	0	0	0
W0T7R3	KLMA_30155	KLMA_30155	Inositol phosphate metabolism	0	0	0	0	0	0	0	0
W0T7R4	KLMA_20368	KLMA_20368	Transport reactions (diffusion) // Transport reactions (diffusion)	0	0	0	0	0	0	0	0
W0T7U1	KLMA_20665	KLMA_20665	Alanine, aspartate and glutamate metabolism	0	0	0	0	0	0	0	0
W0T7U4	KLMA_10547	KLMA_10547	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	0	0	0	0	0	0	0	0
W0T7V3	KLMA_20408	KLMA_20408	Purine metabolism	0	0	0	0	0	0	0	0
W0T7V7	KLMA_20413	KLMA_20413	Histidine metabolism // Histidine metabolism	1.22825148229698e-08	6.81236392684617e-09	9.68944639427563e-09	6.81236392684617e-09	9.68944639427563e-09	4.14991260560909e-08	9.68944639427563e-09	4.5792529181181e-08
W0T7V9	KLMA_30412	KLMA_30412	Glycerolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism	0	0	8.0204429744668e-11	0	8.0204429744668e-11	0	8.0204429744668e-11	0
W0T7W7	KLMA_20423	KLMA_20423	Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion)	0	0	0	0	0	0	0	0
W0T7Y2	KLMA_30225	KLMA_30225	Cysteine and methionine metabolism	0	0	0	0	0	0	0	0
W0T7Y5	KLMA_10587	KLMA_10587	Pyrimidine metabolism // Pyrimidine metabolism	4.84886975975634e-09	0	3.82518273229517e-09	3.74944028901667e-09	3.82518273229517e-09	3.74944028901678e-09	3.82518273229517e-09	3.74944028901674e-09
W0T804	KLMA_20468	KLMA_20468	Amino sugar and nucleotide sugar metabolism // Amino sugar and nucleotide sugar metabolism	0	0	0	0	0	0	0	0
W0T805	KLMA_30250	KLMA_30250	Porphyrin and chlorophyll metabolism // Other reactions	0	0	0	0	0	0	0	0
W0T809	KLMA_20473	KLMA_20473	Inositol phosphate metabolism // Inositol phosphate metabolism	0	0	0	0	0	0	0	0
W0T818	KLMA_20483	KLMA_20483	Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis	1.63295630199798e-06	9.05698258729427e-07	1.28820870810708e-06	9.05698258729427e-07	1.28820870810708e-06	1.3286931678808e-06	1.28820870810708e-06	1.46606269587378e-06
W0T827	KLMA_20493	KLMA_20493	Aminoacyl-tRNA biosynthesis	0	0	0	0	0	0	0	0
W0T828	KLMA_30275	KLMA_30275	Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism	2.5165415984576e-08	1.067525298779e-07	1.98525263504198e-08	9.5965911408707e-08	1.98525263504439e-08	1.63558752705832e-07	1.98525263504654e-08	1.80613327902673e-07
W0T846	KLMA_30295	KLMA_30295	Other reactions // Other reactions // Other reactions // Other reactions	0	0	0	0	0	0	0	0
W0T850	KLMA_30300	KLMA_30300	Purine metabolism	0	0	0	0	0	0	0	0
W0T870	KLMA_30325	KLMA_30325	Nitrogen metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Selenocompound metabolism // Nitrogen metabolism // Cysteine and methionine metabolism	6.83415072117813e-09	0	5.39133377957888e-09	0	5.39133377957888e-09	5.78086466881339e-10	5.39133377957888e-09	0
W0T883	KLMA_20568	KLMA_20568	Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle)	0	4.2974773475257e-08	3.1656600343368e-12	0	1.67713138170893e-09	4.93321771923588e-08	0	0
W0T899	KLMA_30527	KLMA_30527	Lysine biosynthesis // Lysine biosynthesis // Other reactions // Lysine biosynthesis // Lysine biosynthesis // Other reactions	4.44879774247427e-06	2.46747147043855e-06	3.50957339486087e-06	2.46747147043855e-06	3.50957339486087e-06	3.61987279219439e-06	3.50957339486087e-06	3.99412038289395e-06
W0T8A1	KLMA_10677	KLMA_10677	Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Other reactions	0	0	0	0	0	0	0	0
W0T8A2	KLMA_30365	KLMA_30365	Vitamin B6 metabolism	0	0	0	0	0	0	0	0
W0T8A7	KLMA_10682	KLMA_10682	Pyrimidine metabolism // Pyrimidine metabolism // Selenocompound metabolism // Selenocompound metabolism // Selenocompound metabolism // Selenocompound metabolism	0	4.98876015131067e-08	6.8230756773533e-08	4.98876015131064e-08	6.8230756773533e-08	7.00208980348834e-08	6.8230756773533e-08	7.65592780018857e-08
W0T8A8	KLMA_20598	KLMA_20598	Purine metabolism	7.91522215457004e-08	1.03505506672462e-07	6.24417082909496e-08	9.19098792947211e-08	6.24417082909755e-08	9.94291656638683e-08	6.24417082909987e-08	1.43866370336646e-07
W0T8A9	KLMA_30370	KLMA_30370	Starch and sucrose metabolism	3.50959344468669e-08	3.82364477294588e-08	2.80416362722845e-08	3.81829530514561e-08	2.80416362722845e-08	2.54052746378405e-08	2.80416362722845e-08	2.1283503134334e-08
W0T8B1	KLMA_20830	KLMA_20830	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	0	0	0	0	0	0	0	0
W0T8B6	KLMA_30557	KLMA_30557	Cysteine and methionine metabolism	0	0	0	0	0	0	0	0
W0T8B7	KLMA_10692	KLMA_10692	Tryptophan metabolism	0	0	0	0	0	0	0	0
W0T8B8	KLMA_20608	KLMA_20608	Ubiquinone and other terpenoid-quinone biosynthesis // Ubiquinone and other terpenoid-quinone biosynthesis	0	0	0	0	0	0	0	0
W0T8C0	KLMA_30562	KLMA_30562	Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis	0	0	0	0	4.8226476402878e-09	0	4.82264764028828e-09	0
W0T8D0	KLMA_30577	KLMA_30577	Pentose and glucuronate interconversions // Glycerolipid metabolism // Other reactions // Glycerolipid metabolism // Other reactions	0	0	0	0	0	0	0	0
W0T8D4	KLMA_10712	KLMA_10712	Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion)	0	0	0	0	0	0	0	0
W0T8D8	KLMA_10717	KLMA_10717	Oxidative phosphorylation	0	0	0	0	0	0	0	0
W0T8E6	KLMA_20638	KLMA_20638	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	0	0	0	0	0	0	0	0
W0T8E7	KLMA_30013	KLMA_30013	Pyruvate metabolism	0	0	0	0	0	0	0	0
W0T8E9	KLMA_30405	KLMA_30405	Purine metabolism // Purine metabolism	0	0	0	0	0	0	0	0
W0T8F1	KLMA_30602	KLMA_30602	Glycolysis / Gluconeogenesis // Propanoate metabolism // Propanoate metabolism // Other reactions // Propanoate metabolism // Propanoate metabolism	6.51855076637127e-09	0	0	6.5112601575298e-09	0	0	0	0
W0T8F2	KLMA_20643	KLMA_20643	Amino sugar and nucleotide sugar metabolism	5.02906450923566e-07	5.41789493933754e-07	3.96733500247558e-07	5.41789493933754e-07	3.96733500247558e-07	3.60611373971306e-07	3.96733500247558e-07	3.01772952317891e-07
W0T8F4	KLMA_30018	KLMA_30018	Pyruvate metabolism // Pyruvate metabolism	0	0	0	0	0	0	0	0
W0T8F6	KLMA_30607	KLMA_30607	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	0	0	0	0	0	0	0	0
W0T8G3	KLMA_10747	KLMA_10747	Purine metabolism	0	0	0	0	0	0	0	0
W0T8G4	KLMA_30617	KLMA_30617	Transport reactions (diffusion) // Transport reactions (diffusion)	0	0	0	0	0	0	0	0
W0T8G6	KLMA_30028	KLMA_30028	Inositol phosphate metabolism // Inositol phosphate metabolism // Other reactions // Other reactions	0	0	0	0	0	0	0	0
W0T8G7	KLMA_10752	KLMA_10752	Terpenoid backbone biosynthesis // Terpenoid backbone biosynthesis // Terpenoid backbone biosynthesis	9.59399228217455e-06	1.03357922692416e-05	7.56852120800028e-06	5.49781896304713e-06	7.56852120800028e-06	0	7.56852120800028e-06	1.64449851186847e-06
W0T8H6	KLMA_30430	KLMA_30430	Sphingolipid metabolism // Sphingolipid metabolism	0	0	0	0	0	0	0	0
W0T8H7	KLMA_10762	KLMA_10762	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis // Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	0	0	0	0	0	0	0	0
W0T8I7	KLMA_10772	KLMA_10772	Purine metabolism // Purine metabolism	0	0	0	0	0	0	0	0
W0T8J7	KLMA_30450	KLMA_30450	Lysine degradation // Lysine degradation // Lysine degradation // Lysine degradation	0	0	0	0	0	0	0	0
W0T8K0	KLMA_10787	KLMA_10787	Pyrimidine metabolism // Glutathione metabolism // Other reactions // Glutathione metabolism // Other reactions	3.20011926427993e-09	0	0	0	0	0	0	0
W0T8L0	KLMA_10797	KLMA_10797	Aminoacyl-tRNA biosynthesis	0	0	0	0	0	0	0	0
W0T8M0	KLMA_10807	KLMA_10807	Aminoacyl-tRNA biosynthesis	0	0	0	0	0	0	0	0
W0T8N1	KLMA_30687	KLMA_30687	Cysteine and methionine metabolism	3.84366052492176e-06	4.14084795996382e-06	3.03219195342423e-06	4.14084795996382e-06	3.03219195342423e-06	3.44061903633581e-06	3.03219195342423e-06	2.3064233027202e-06
W0T8N2	KLMA_30480	KLMA_30480	Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism	3.21380775327047e-08	2.48511114307021e-08	2.53531287327138e-08	0	2.53531287327138e-08	0	2.53531287327138e-08	2.48511114307022e-08
W0T8P1	KLMA_30697	KLMA_30697	Purine metabolism // Purine metabolism // Purine metabolism	9.04613100512075e-07	1.77441205343153e-06	7.13632368558768e-07	1.57562629171091e-06	7.13632368559064e-07	1.70453066400522e-06	7.13632368559329e-07	2.46632502767805e-06
W0T8P2	KLMA_10832	KLMA_10832	Pyrimidine metabolism // Pyrimidine metabolism	0	0	0	2.51434774475335e-07	0	2.51434774475342e-07	0	0
W0T8R1	KLMA_30722	KLMA_30722	Glycerophospholipid metabolism // Other reactions // Other reactions	0	0	0	0	0	0	0	0
W0T8R8	KLMA_20753	KLMA_20753	Tyrosine metabolism // Tyrosine metabolism	0	0	0	0	0	0	0	0
W0T8S0	KLMA_40003	KLMA_40003	Riboflavin metabolism // Other reactions	0	0	0	0	0	0	0	0
W0T8S2	KLMA_30148	KLMA_30148	Glycolysis / Gluconeogenesis // Butanoate metabolism // C5-Branched dibasic acid metabolism // Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis // Pantothenate and CoA biosynthesis // Valine, leucine and isoleucine biosynthesis	1.04693893155028e-06	9.96210148001379e-07	1.41694679021068e-06	9.96210148001379e-07	1.41694679021068e-06	1.4813556706793e-06	1.41694679021068e-06	1.61257518291424e-06
W0T8S9	KLMA_30158	KLMA_30158	Biosynthesis of unsaturated fatty acids	0	0	0	0	0	0	0	0
W0T8T2	KLMA_20768	KLMA_20768	Amino sugar and nucleotide sugar metabolism	4.67168528244167e-08	5.03288434726506e-08	3.68540520956606e-08	5.03288434726506e-08	3.68540520956606e-08	3.34985332832579e-08	3.68540520956606e-08	2.80328132079723e-08
W0T8T6	KLMA_20046	KLMA_20046	Glycine, serine and threonine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Phenylalanine, tyrosine and tryptophan biosynthesis	1.73515479195494e-08	9.62381536412987e-09	1.36883118683286e-08	9.62381536412987e-09	1.36883118683286e-08	1.41184965301846e-08	1.36883118683286e-08	1.55781647599951e-08
W0T8T8	KLMA_30505	KLMA_30505	Glycerolipid metabolism // Glycerolipid metabolism // Other reactions	0	0	0	0	0	0	0	0
W0T8T9	KLMA_30168	KLMA_30168	Arginine and proline metabolism	3.58527592682461e-08	1.98852457278341e-08	2.82835717296976e-08	1.98852457278341e-08	2.82835717296976e-08	2.91723980757892e-08	2.82835717296976e-08	3.21884432026608e-08
W0T8W6	KLMA_20798	KLMA_20798	Oxidative phosphorylation	0	0	0	0	0	0	0	0
W0T8W7	KLMA_30530	KLMA_30530	Glycine, serine and threonine metabolism	4.32380453440267e-10	3.343428e-10	3.410968589028e-10	3.343428e-10	3.410968589028e-10	3.343428e-10	3.410968589028e-10	3.343428e-10
W0T8X3	KLMA_20086	KLMA_20086	Glycine, serine and threonine metabolism	2.39039791633722e-07	3.47810278339885e-08	1.8857402417313e-07	4.61493980136831e-08	1.88574024173104e-07	4.37014939073219e-08	1.88574024173082e-07	4.80671165371516e-08
W0T8X7	KLMA_20808	KLMA_20808	Purine metabolism	0	0	0	0	0	0	0	0
W0T8X9	KLMA_30545	KLMA_30545	Pantothenate and CoA biosynthesis // Pantothenate and CoA biosynthesis	0	0	0	0	0	6.40062801616501e-09	0	0
W0T8Z5	KLMA_40083	KLMA_40083	Alanine, aspartate and glutamate metabolism // Alanine, aspartate and glutamate metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Arginine and proline metabolism // Arginine and proline metabolism // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Ubiquinone and other terpenoid-quinone biosynthesis // Alanine, aspartate and glutamate metabolism // Alanine, aspartate and glutamate metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Ubiquinone and other terpenoid-quinone biosynthesis	0	2.51286219442145e-07	0	8.59268089299825e-08	0	5.19833317780942e-07	0	3.44469366613565e-07
W0T8Z8	KLMA_30233	KLMA_30233	Other types of O-glycan biosynthesis // Other types of O-glycan biosynthesis	0	0	0	0	0	0	0	0
W0T913	KLMA_40103	KLMA_40103	Glycerophospholipid metabolism	0	4.99367292546197e-09	0	0	0	0	0	0
