enzymes	genes	enzNames	subSystems	Std_ecP	HiT_ecP	LpH_ecP	OG
Q6CDI7	YALI0C00209g	YALI0_C00209g	Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerolipid metabolism	0.99	0.99	0.989999999999996	OG0001713
Q6C5J7	YALI0E17479g	YALI0_E17479g	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis	Inf	Inf	0.0051151387624237	OG0003206
Q6CFL2	YALI0B05918g	YALI0_B05918g	Aminoacyl-tRNA biosynthesis	Inf	Inf	Inf	OG0001363
Q6C814	YALI0D23639g	YALI0_D23639g	Aminoacyl-tRNA biosynthesis	Inf	Inf	Inf	OG0002705
Q6C7B1	YALI0E02244g	YALI0_E02244g	Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Galactose metabolism // Gluconeogenesis // Glycolysis // Pentose phosphate pathway // Purine metabolism // Starch and sucrose metabolism // Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Galactose metabolism // Gluconeogenesis // Glycolysis // Pentose phosphate pathway // Purine metabolism // Starch and sucrose metabolism	0	0	0	OG0003041
Q6C5J2	YALI0E17633g	YALI0_E17633g	Fructose and mannose metabolism	Inf	0	Inf	OG0002471
Q6CFS9	YALI0B04180g	ALA1	Aminoacyl-tRNA biosynthesis	0	0	0	OG0002379
Q6C2S1	YALI0F05632g	YALI0_F05632g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis	0.226531386749187	0.232782935877543	0.264146105969032	OG0001166
Q6C3S3	YALI0E32527g	YALI0_E32527g	Purine metabolism	Inf	Inf	Inf	OG0002777
Q6CCG2	YALI0C09636g	YALI0_C09636g	2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Butanoate metabolism // C5-Branched dibasic acid metabolism // Pantothenate and CoA biosynthesis // Valine, leucine and isoleucine biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Butanoate metabolism // C5-Branched dibasic acid metabolism // Pantothenate and CoA biosynthesis // Valine, leucine and isoleucine biosynthesis	0	0	0	OG0001597
Q6CC38	YALI0C12771g	YALI0_C12771g	Folate biosynthesis // One carbon pool by folate // Folate biosynthesis // One carbon pool by folate // One carbon pool by folate // One carbon pool by folate	Inf	Inf	Inf	OG0001493
Q6C340	YALI0F02849g	YALI0_F02849g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Lysine degradation // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation	0.0305051652707733	0.0313307932356668	0.0456935830375901	OG0002454
Q6C4B9	YALI0E28153g	YALI0_E28153g	Inositol phosphate metabolism	0	0	0	OG0001707
Q6C893	YALI0D21604g	PSD1	Glycerophospholipid metabolism	1	1	Inf	OG0001476
Q6C9Q2	YALI0D09229g	YALI0_D09229g	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis	0	0	Inf	OG0003014
Q6BZU5	YALI0F30811g	YALI0_F30811g	 	Inf	Inf	Inf	OG0002144
Q6CHK1	YALI0A08041g	YALI0_A08041g	Purine metabolism // Purine metabolism // Purine metabolism // Purine metabolism // Purine metabolism	0	Inf	Inf	OG0001881
Q6CA24	YALI0D06501g	YALI0_D06501g	Riboflavin metabolism	Inf	Inf	Inf	OG0002098
Q6C9X2	YALI0D07634g	YALI0_D07634g	Pentose and glucuronate interconversions // Pentose and glucuronate interconversions // MAPK signaling pathway - yeast // Pentose and glucuronate interconversions // Propanoate metabolism // Pyruvate metabolism // Pentose and glucuronate interconversions	0	0	0	OG0000664
Q6C0W4	YALI0F21197g	YALI0_F21197g	Peroxisome	Inf	0	Inf	OG0000945
Q6C1T8	YALI0F13453g	YALI0_F13453g	Biosynthesis of amino acids // Biosynthesis of secondary metabolites // Glycine, serine and threonine metabolism	0.0922318336934778	0.0198426211017735	0.0484919471578314	OG0001079
Q6CD21	YALI0C04433g	YALI0_C04433g	Arginine and proline metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites	0	0	0	OG0002422
Q6C490	YALI0E28787g	YALI0_E28787g	2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Lysine biosynthesis // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tryptophan metabolism // Tyrosine metabolism // Ubiquinone and other terpenoid-quinone biosynthesis // Tryptophan metabolism // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Lysine biosynthesis // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tryptophan metabolism // Tyrosine metabolism // Ubiquinone and other terpenoid-quinone biosynthesis // Tryptophan metabolism	0.000606046403711208	0.000520198196141888	0.0010764049533279	OG0002355
Q6C624	YALI0E13123g	YALI0_E13123g	Aminoacyl-tRNA biosynthesis // Aminoacyl-tRNA biosynthesis	Inf	0	0	OG0003323
Q6C1K9	YALI0F15345g	YALI0_F15345g	Autophagy - yeast // Sphingolipid metabolism	Inf	Inf	Inf	OG0000712
Q6C5L9	YALI0E16907g	YALI0_E16907g	Glycerophospholipid metabolism // Glycerophospholipid metabolism	Inf	Inf	Inf	OG0002608
Q6CGI3	YALI0A19074g	YALI0_A19074g	Biosynthesis of secondary metabolites // Starch and sucrose metabolism	0	0	0	OG0002236
Q6C3E1	YALI0F00484g	YALI0_F00484g	Glycerolipid metabolism	0	0	0	OG0003253
Q6C0M3	YALI0F23463g	YALI0_F23463g	Purine metabolism	0.00473839346781701	0.00390480166289414	0.00394792296195917	OG0002765
Q6CDZ4	YALI0B19998g	YALI0_B19998g	Alanine, aspartate and glutamate metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Nitrogen metabolism	0	0	0	OG0002494
Q6CBZ7	YALI0C14036g	YALI0_C14036g	Glycerophospholipid metabolism // Glycerophospholipid metabolism	Inf	Inf	Inf	OG0003427
Q6C0G7	YALI0F24893g	YALI0_F24893g	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Glycine, serine and threonine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis	0.990063195523118	0.990063195523118	0.990063195523118	OG0001057
Q6C474	YALI0E29139g	YALI0_E29139g	Aminoacyl-tRNA biosynthesis	Inf	Inf	Inf	OG0000598
Q6C5D6	YALI0E18942g	YALI0_E18942g	N-Glycan biosynthesis	Inf	Inf	Inf	OG0002770
Q6C109	YALI0F20218g	YALI0_F20218g	Aminoacyl-tRNA biosynthesis // Aminoacyl-tRNA biosynthesis	0	0	0	OG0002570
Q6CEH4	YALI0B15598g	YALI0_B15598g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glutathione metabolism // Pentose phosphate pathway	0.0100030636648453	0.00629219345803638	0	OG0000785
Q6C7F4	YALI0E01254g	YALI0_E01254g	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Histidine metabolism // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tyrosine metabolism	0.000126470386944166	0.000161919402800063	0.000286947993838452	OG0003116
Q6BZX6	YALI0F30129g	YALI0_F30129g	Biosynthesis of secondary metabolites // Nicotinate and nicotinamide metabolism // Purine metabolism // Pyrimidine metabolism // Biosynthesis of secondary metabolites // Nicotinate and nicotinamide metabolism // Purine metabolism // Pyrimidine metabolism // Biosynthesis of secondary metabolites // Nicotinate and nicotinamide metabolism // Purine metabolism // Pyrimidine metabolism // Nicotinate and nicotinamide metabolism // Biosynthesis of secondary metabolites // Nicotinate and nicotinamide metabolism // Purine metabolism // Pyrimidine metabolism // Biosynthesis of secondary metabolites // Nicotinate and nicotinamide metabolism // Purine metabolism // Pyrimidine metabolism // Biosynthesis of secondary metabolites // Nicotinate and nicotinamide metabolism // Purine metabolism // Pyrimidine metabolism // Nicotinate and nicotinamide metabolism	Inf	0	0	OG0003407
Q6C6U3	YALI0E06193g	YALI0_E06193g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis	Inf	Inf	Inf	OG0000873
Q6C4G4	YALI0E27005g	YALI0_E27005g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation	0.0831500221275209	0.146765621976733	0.149829007856003	OG0001186
Q6C4K5	YALI0E26004g	YALI0_E26004g	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Fructose and mannose metabolism // Gluconeogenesis // Glycolysis // Pentose phosphate pathway // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Fructose and mannose metabolism // Gluconeogenesis // Glycolysis // Pentose phosphate pathway // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Fructose and mannose metabolism // Gluconeogenesis // Glycolysis // Pentose phosphate pathway // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Fructose and mannose metabolism // Gluconeogenesis // Glycolysis // Pentose phosphate pathway // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Fructose and mannose metabolism // Gluconeogenesis // Glycolysis // Pentose phosphate pathway // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Fructose and mannose metabolism // Gluconeogenesis // Glycolysis // Pentose phosphate pathway	1	1	0.117871288244239	OG0002187
Q6C5V8	YALI0E14751g	YALI0_E14751g	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis	0.687583916946668	0.714689860376785	0.990063195523119	OG0003214
Q6CBI6	YALI0C18425g	YALI0_C18425g	Aminoacyl-tRNA biosynthesis	Inf	Inf	Inf	OG0000659
Q6CA34	YALI0D06281g	YALI0_D06281g	N-Glycan biosynthesis	0.0111379081621033	0.00966346672594428	0.0143870911781858	OG0002235
Q6CDT1	YALI0B21428g	YALI0_B21428g	Alanine, aspartate and glutamate metabolism // Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics	0.0151596313398373	0.0145120773159245	0.0153624511704089	OG0001115
Q6C700	YALI0E04939g	YALI0_E04939g	Aminoacyl-tRNA biosynthesis	Inf	Inf	Inf	OG0000733
Q6C5M4	YALI0E16797g	YALI0_E16797g	Glycerolipid metabolism // Glycerolipid metabolism // Glycerolipid metabolism // Glycerolipid metabolism	0	0	0	OG0002744
Q6C2H6	YALI0F07821g	YALI0_F07821g	Pentose phosphate pathway	Inf	0	Inf	OG0002791
Q6CAZ2	YALI0C23210g	YALI0_C23210g	Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism	Inf	Inf	Inf	OG0001477
Q6C7P9	YALI0D26367g	YALI0_D26367g	Alanine, aspartate and glutamate metabolism // Arginine biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Alanine, aspartate and glutamate metabolism // Arginine biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites	0.000189536163846344	0.000458155606808078	0.000342254321516694	OG0000802
Q6C0A1	YALI0F26521g	ADK2	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism // Thiamine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism // Thiamine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism // Thiamine metabolism	Inf	Inf	Inf	OG0001692
Q6CDX6	YALI0B20438g	YALI0_B20438g	Biosynthesis of amino acids // Biosynthesis of antibiotics // Carbon metabolism // Glycine, serine and threonine metabolism	Inf	Inf	Inf	OG0002976
Q6C299	YALI0F09559g	YALI0_F09559g	Inositol phosphate metabolism	Inf	Inf	Inf	OG0002656
Q6C3R1	YALI0E32791g	YALI0_E32791g	Glycerophospholipid metabolism	Inf	Inf	Inf	OG0002333
Q6CIA2	YALI0A00264g	YALI0_A00264g	Aminoacyl-tRNA biosynthesis	0	0	0	OG0003227
Q6C2A7	YALI0F09405g	YALI0_F09405g	Oxidative phosphorylation // Phagosome // Oxidative phosphorylation // Phagosome	Inf	Inf	Inf	OG0001078
Q6CF46	YALI0B10340g	YALI0_B10340g	Peroxisome // Peroxisome	0	0	0	OG0001916
Q6C5N1	YALI0E16643g	YALI0_E16643g	Alanine, aspartate and glutamate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glycine, serine and threonine metabolism // Glyoxylate and dicarboxylate metabolism // Peroxisome // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism	0.000529209786061776	0.0471768630297578	0.000233451042463831	OG0001205
Q6C9H5	YALI0D11176g	YALI0_D11176g	Sulfur metabolism	0.00238675518243438	0.00359283812511896	0.00300470718043159	OG0002255
Q6CCB9	YALI0C10780g	YALI0_C10780g	Aminoacyl-tRNA biosynthesis	Inf	Inf	0	OG0002786
Q6C307	YALI0F03597g	YALI0_F03597g	Nicotinate and nicotinamide metabolism // Pyrimidine metabolism	Inf	Inf	Inf	OG0000882
Q6C5L8	YALI0E16929g	YALI0_E16929g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Lysine degradation // Propanoate metabolism // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Lysine degradation // Propanoate metabolism // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // Fatty acid degradation	0.0304429608311311	0.0238131816694187	0.0590460061468289	OG0002609
Q6CCB3	YALI0C10901g	YALI0_C10901g	One carbon pool by folate // Pyrimidine metabolism	Inf	0.0156780648818763	Inf	OG0000813
Q6C844	YALI0D22891g	YALI0_D22891g	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Lysine biosynthesis // Lysine degradation	0.00060470703825674	0.000708307549405514	0.000759077091827492	OG0001974
Q6C297	YALI0F09603g	YALI0_F09603g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Fatty acid degradation // Gluconeogenesis // Glycolysis // Tyrosine metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism // Alkane metabolism	1	1	1	OG0002502
Q6C812	YALI0D23683g	YALI0_D23683g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation	0.153968143201352	0.103555592195421	0.150529423595894	OG0002703
Q6CDI5	YALI0C00253g	YALI0_C00253g	2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Butanoate metabolism // C5-Branched dibasic acid metabolism // Pantothenate and CoA biosynthesis // Valine, leucine and isoleucine biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Butanoate metabolism // C5-Branched dibasic acid metabolism // Pantothenate and CoA biosynthesis // Valine, leucine and isoleucine biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Butanoate metabolism // C5-Branched dibasic acid metabolism // Pantothenate and CoA biosynthesis // Valine, leucine and isoleucine biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Butanoate metabolism // C5-Branched dibasic acid metabolism // Pantothenate and CoA biosynthesis // Valine, leucine and isoleucine biosynthesis	0.302867850782806	0.355303081736339	0.407898098055942	OG0001575
Q6CG63	YALI0B00572g	YALI0_B00572g	Carbon metabolism // One carbon pool by folate	Inf	Inf	0.0553380422199662	OG0001184
Q6CCS2	YALI0C06996g	YALI0_C06996g	Pantothenate and CoA biosynthesis	0	0	0	OG0003076
Q6CFX7	YALI0B02728g	YALI0_B02728g	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis	0.0468277293670439	0.0175582170436201	0.0364961655158016	OG0001087
Q6C7R6	YALI0D25938g	YALI0_D25938g	Amino sugar and nucleotide sugar metabolism	Inf	Inf	Inf	OG0002093
Q6CBI1	YALI0C18535g	YALI0_C18535g	Aminoacyl-tRNA biosynthesis	Inf	Inf	0	OG0003460
Q6C6W3	YALI0E05753g	YALI0_E05753g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis	Inf	0.193308203023999	0.184416762513901	OG0000835
Q6C2F2	YALI0F08415g	YALI0_F08415g	Alanine, aspartate and glutamate metabolism // Biosynthesis of secondary metabolites // Butanoate metabolism // Taurine and hypotaurine metabolism // beta-Alanine metabolism // beta-Alanine metabolism	0	0	0	OG0001858
Q6C1Z1	YALI0F12199g	YALI0_F12199g	Riboflavin metabolism	Inf	Inf	Inf	OG0002855
Q6C3X3	YALI0E31515g	YALI0_E31515g	Glycerolipid metabolism	Inf	Inf	Inf	OG0000981
Q6CEL5	YALI0B14729g	YALI0_B14729g	Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism	Inf	Inf	Inf	OG0002868
Q6CAE7	YALI0D03480g	PSD2	Glycerophospholipid metabolism // Glycerophospholipid metabolism	Inf	Inf	Inf	OG0001627
F2Z6I5	YALI0E15378g	YALI0_E15378g	  //   //   //   //   //   //   //   //   //   //   //   //   //   //   //   //   //   //   //   //   //   //   //   //   //   //   //   //   //   //   //   //   //   //   //  	9.65415913773781e-06	0	0	OG0003515
Q6C2Q9	YALI0F05874g	YALI0_F05874g	Biosynthesis of amino acids // Biosynthesis of antibiotics // Cysteine and methionine metabolism // Glycine, serine and threonine metabolism // Selenocompound metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Cysteine and methionine metabolism // Glycine, serine and threonine metabolism // Selenocompound metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Cysteine and methionine metabolism // Glycine, serine and threonine metabolism // Selenocompound metabolism	0.0557811598491609	0.0332619690162097	0.0930762455067919	OG0001241
Q6CHC2	YALI0A10310g	YALI0_A10310g	Folate biosynthesis	Inf	Inf	Inf	OG0000773
Q6CE35	YALI0B18898g	YALI0_B18898g	Biosynthesis of secondary metabolites // Pantothenate and CoA biosynthesis	Inf	Inf	Inf	OG0000593
Q6CC93	YALI0C11363g	YALI0_C11363g	Glutathione metabolism // Taurine and hypotaurine metabolism // Glutathione metabolism // Glutathione metabolism	Inf	Inf	Inf	OG0000917
Q6CA33	YALI0D06303g	YALI0_D06303g	2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle)	0	0	0	OG0001371
Q6CFY9	YALI0B02376g	YALI0_B02376g	Inositol phosphate metabolism // Inositol phosphate metabolism	Inf	Inf	Inf	OG0000991
Q6C421	YALI0E30481g	YALI0_E30481g	Arginine and proline metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbapenem biosynthesis	0	0	0	OG0002386
Q6C8T8	YALI0D17072g	YALI0_D17072g	Pyrimidine metabolism // Pyrimidine metabolism	Inf	Inf	Inf	OG0002647
Q6C104	YALI0F20328g	YALI0_F20328g	Glycerophospholipid metabolism	Inf	Inf	Inf	OG0002573
Q6C1K2	YALI0F15587g	YALI0_F15587g	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Pentose phosphate pathway // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Pentose phosphate pathway	0.0154465171171938	0.0141514980374904	0.00156857110847315	OG0001903
Q6C0P5	YALI0F22825g	YALI0_F22825g	 	Inf	Inf	Inf	OG0002914
Q6C0Q9	YALI0F22517g	YALI0_F22517g	Arginine and proline metabolism // Pyrimidine metabolism	Inf	Inf	Inf	OG0003208
Q6C7L2	YALI0D27170g	YALI0_D27170g	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis	Inf	Inf	Inf	OG0001301
Q6CCZ6	YALI0C05258g	YALI0_C05258g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tyrosine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tyrosine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tyrosine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tyrosine metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tyrosine metabolism	Inf	Inf	Inf	OG0002767
Q6CDK7	YALI0B23188g	YALI0_B23188g	Biosynthesis of secondary metabolites // Purine metabolism // Purine metabolism	0.124360598558614	0.0591487234324224	0.0598076192170831	OG0001379
Q6CBL1	YALI0C17831g	YALI0_C17831g	Cysteine and methionine metabolism // Glutathione metabolism	0	0	0	OG0001248
Q6CAG1	YALI0D03069g	YALI0_D03069g	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // One carbon pool by folate // Purine metabolism // One carbon pool by folate	Inf	Inf	Inf	OG0001914
Q6C9H7	YALI0D11110g	YALI0_D11110g	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis	Inf	0.563670690279113	0.491990148484953	OG0001523
Q6CFD3	YALI0B08140g	YALI0_B08140g	Sulfur metabolism	Inf	Inf	Inf	OG0003417
F2Z6J4	YALI0A09042g	COQ6	Biosynthesis of secondary metabolites // Ubiquinone and other terpenoid-quinone biosynthesis // Biosynthesis of secondary metabolites // Ubiquinone and other terpenoid-quinone biosynthesis // Biosynthesis of secondary metabolites // Ubiquinone and other terpenoid-quinone biosynthesis // Biosynthesis of secondary metabolites // Ubiquinone and other terpenoid-quinone biosynthesis // Biosynthesis of secondary metabolites // Ubiquinone and other terpenoid-quinone biosynthesis	Inf	0	Inf	OG0000980
Q6C924	YALI0D14894g	YALI0_D14894g	Arginine biosynthesis // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites	0.0145217751627161	0.0137043244155671	0.013874815802601	OG0001610
Q6C0Y3	YALI0F20790g	YALI0_F20790g	Biosynthesis of secondary metabolites // Porphyrin and chlorophyll metabolism	Inf	0	0	OG0001195
Q6C8I1	YALI0D19426g	YALI0_D19426g	Pantothenate and CoA biosynthesis	Inf	Inf	Inf	OG0003135
Q6C0A5	YALI0F26433g	YALI0_F26433g	Aminoacyl-tRNA biosynthesis	Inf	Inf	Inf	OG0000592
