enzymes	genes	enzNames	subSystems	Std_ecP	HiT_ecP	LpH_ecP	Osm_ecP	OG
W0TFU0	KLMA_50315	KLMA_50315	Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis // Methane metabolism // Methane metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Tyrosine metabolism // Phenylalanine metabolism // Retinol metabolism // Other reactions // Other reactions // Other reactions // Other reactions // Other reactions // Other reactions // Other reactions // Methane metabolism // Methane metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Tyrosine metabolism // Retinol metabolism // Other reactions	0	0	0	0	OG0002502
W0TER0	KLMA_60529	KLMA_60529	Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis	0	0	0	0	OG0002703
W0T7M0	KLMA_30105	KLMA_30105	Glycolysis / Gluconeogenesis // Butanoate metabolism // C5-Branched dibasic acid metabolism // Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis // Pantothenate and CoA biosynthesis // Valine, leucine and isoleucine biosynthesis	0.197740611043484	0.382120615487799	0.735796991125885	0.234176739442655	OG0001575
W0T9G2	KLMA_20276	KLMA_20276	One carbon pool by folate // One carbon pool by folate	0.00396090133766728	0.0145227949533765	0.00371562606793241	0.00319968104876954	OG0001184
W0TJU3	KLMA_80113	KLMA_80113	Pantothenate and CoA biosynthesis // Pantothenate and CoA biosynthesis	Inf	Inf	Inf	Inf	OG0003076
W0T6W1	KLMA_20098	KLMA_20098	Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis	0.0447231690783052	0.169092612498307	0.0802671659096094	0.0569164823011281	OG0001087
W0TBP1	KLMA_40217	KLMA_40217	Amino sugar and nucleotide sugar metabolism	Inf	Inf	Inf	Inf	OG0002093
W0TEW5	KLMA_70339	KLMA_70339	Aminoacyl-tRNA biosynthesis	Inf	Inf	0	0	OG0003460
W0T5C0	KLMA_10389	KLMA_10389	Terpenoid backbone biosynthesis // Terpenoid backbone biosynthesis	Inf	1	0.654276532439988	1	OG0000835
W0TAN7	KLMA_30556	KLMA_30556	Alanine, aspartate and glutamate metabolism // beta-Alanine metabolism	0.065333285514544	0	0.100704121622073	0.0582560677899141	OG0001858
W0TER8	KLMA_60282	KLMA_60282	Riboflavin metabolism // Riboflavin metabolism	Inf	Inf	Inf	Inf	OG0002855
W0T4J5	KLMA_10124	KLMA_10124	Glycerolipid metabolism // Glycerolipid metabolism // Other reactions	Inf	Inf	Inf	Inf	OG0000981
W0TD38	KLMA_60261	KLMA_60261	Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism	Inf	Inf	Inf	Inf	OG0002868
W0TBL5	KLMA_30194	KLMA_30194	Glycerophospholipid metabolism // Glycerophospholipid metabolism	Inf	Inf	Inf	Inf	OG0001627
W0TJE4	KLMA_70426	KLMA_70426	Fatty acid metabolism // Fatty acid metabolism // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Primary bile acid biosynthesis // Primary bile acid biosynthesis // alpha-Linolenic acid metabolism // alpha-Linolenic acid metabolism // alpha-Linolenic acid metabolism // alpha-Linolenic acid metabolism // alpha-Linolenic acid metabolism // alpha-Linolenic acid metabolism // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // beta-Alanine metabolism // Limonene and pinene degradation // Limonene and pinene degradation // Geraniol degradation // Geraniol degradation // Toluene degradation // Caprolactam degradation // Caprolactam degradation // Other reactions // Other reactions // Fatty acid metabolism // Fatty acid metabolism // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Primary bile acid biosynthesis // Primary bile acid biosynthesis // alpha-Linolenic acid metabolism // alpha-Linolenic acid metabolism // alpha-Linolenic acid metabolism // alpha-Linolenic acid metabolism // alpha-Linolenic acid metabolism // alpha-Linolenic acid metabolism // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // beta-Alanine metabolism // Limonene and pinene degradation // Limonene and pinene degradation // Geraniol degradation // Geraniol degradation // Toluene degradation // Caprolactam degradation // Caprolactam degradation // Other reactions // Other reactions	0	0	0	0	OG0003515
W0T5D8	KLMA_20354	KLMA_20354	Glycine, serine and threonine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Selenocompound metabolism // Other reactions // Cysteine and methionine metabolism // Other reactions	0.0144212201232229	0.109708622206762	Inf	0.225328129446575	OG0001241
W0T3X8	KLMA_10488	KLMA_10488	Folate biosynthesis // Folate biosynthesis // Folate biosynthesis // Folate biosynthesis	0.00309914603756928	Inf	Inf	Inf	OG0000773
W0T6K8	KLMA_10804	KLMA_10804	Pantothenate and CoA biosynthesis // Other reactions // Other reactions	Inf	Inf	Inf	Inf	OG0000593
W0T4A4	KLMA_10231	KLMA_10231	Glutathione metabolism	Inf	Inf	Inf	Inf	OG0000917
W0T7K3	KLMA_20575	KLMA_20575	Citrate cycle (TCA cycle)	0	0	0	0	OG0001371
W0T2U3	KLMA_10108	KLMA_10108	Inositol phosphate metabolism	Inf	Inf	Inf	Inf	OG0000991
W0TD69	KLMA_50117	KLMA_50117	Arginine and proline metabolism	0.0129268356863941	Inf	Inf	0.0635202621671463	OG0002386
W0TGH7	KLMA_50565	KLMA_50565	Pyrimidine metabolism // Pyrimidine metabolism	Inf	Inf	Inf	Inf	OG0002647
W0TDE8	KLMA_50434	KLMA_50434	Inositol phosphate metabolism	Inf	Inf	Inf	Inf	OG0002573
W0TCV6	KLMA_30634	KLMA_30634	Pentose phosphate pathway // Pentose phosphate pathway	0.217229107520934	0.00151958216552208	0.120753001990926	0.00384164052788489	OG0001903
W0TCW2	KLMA_60176	KLMA_60176	Taurine and hypotaurine metabolism	Inf	Inf	Inf	Inf	OG0002914
W0TGY4	KLMA_80334	KLMA_80334	Pyrimidine metabolism	0	0	0	0	OG0003208
W0T5M3	KLMA_20454	KLMA_20454	Phenylalanine, tyrosine and tryptophan biosynthesis	0.199935597812457	Inf	Inf	Inf	OG0001301
W0THV6	KLMA_60423	KLMA_60423	Other reactions // Other reactions	Inf	Inf	0	0	OG0002767
W0T8A8	KLMA_20598	KLMA_20598	Purine metabolism	0.0311914522697079	0.0298278132664717	0.0361633548377602	0.0397212283334141	OG0001379
W0T717	KLMA_20370	KLMA_20370	Glutathione metabolism	5.65843157566445e-07	6.31135046132277e-07	Inf	2.05651745600593e-06	OG0001248
W0T966	KLMA_30650	KLMA_30650	Purine metabolism // One carbon pool by folate	Inf	Inf	Inf	Inf	OG0001914
W0TB78	KLMA_30029	KLMA_30029	Phenylalanine, tyrosine and tryptophan biosynthesis // Phenylalanine, tyrosine and tryptophan biosynthesis // Phenylalanine, tyrosine and tryptophan biosynthesis // Phenylalanine, tyrosine and tryptophan biosynthesis // Phenylalanine, tyrosine and tryptophan biosynthesis	0.313695288073358	0.341641914322422	0.399054453872697	0.498382877353355	OG0001523
W0TIY9	KLMA_70271	KLMA_70271	Sulfur metabolism // Sulfur metabolism	0.320201148068838	Inf	Inf	Inf	OG0003417
W0T2F2	KLMA_10125	KLMA_10125	Ubiquinone and other terpenoid-quinone biosynthesis // Ubiquinone and other terpenoid-quinone biosynthesis	0	Inf	Inf	Inf	OG0000980
W0T8T9	KLMA_30168	KLMA_30168	Arginine and proline metabolism	0.00568626324814114	0.00445214144036972	0.0117349572498317	0.00885751941322613	OG0001610
W0T6R3	KLMA_20290	KLMA_20290	Porphyrin and chlorophyll metabolism	1.36816360885943e-06	Inf	5.08970918756696e-06	Inf	OG0001195
W0TI58	KLMA_80200	KLMA_80200	Pantothenate and CoA biosynthesis	Inf	Inf	Inf	Inf	OG0003135
W0T8M0	KLMA_10807	KLMA_10807	Aminoacyl-tRNA biosynthesis	Inf	Inf	Inf	Inf	OG0000592
W0TCY6	KLMA_50631	KLMA_50631	Pentose phosphate pathway	1	0	0.429840231991829	0.000318058054912276	OG0002692
W0T827	KLMA_20493	KLMA_20493	Aminoacyl-tRNA biosynthesis	0	0	0	0	OG0001328
W0T8N1	KLMA_30687	KLMA_30687	Cysteine and methionine metabolism	0.150549416804057	0.116217179833413	0.111233003392671	0.0458850385132397	OG0001941
W0T4U6	KLMA_10189	KLMA_10189	Purine metabolism	0.0148179217356858	0.00957184535427382	0.00936552175297091	Inf	OG0000942
W0T8T2	KLMA_20768	KLMA_20768	Amino sugar and nucleotide sugar metabolism	Inf	Inf	Inf	Inf	OG0001487
W0T7V7	KLMA_20413	KLMA_20413	Histidine metabolism // Histidine metabolism	0.00380308170081942	0.00319666930318944	0.0282660800591001	Inf	OG0001277
W0TFH3	KLMA_80066	KLMA_80066	Pentose and glucuronate interconversions	0	0	0	0	OG0003047
W0TDD9	KLMA_40115	KLMA_40115	Porphyrin and chlorophyll metabolism // Porphyrin and chlorophyll metabolism	0.000175482280950952	0.000179292633631593	0.000109090209558635	0.000314189972582605	OG0002040
W0T8F2	KLMA_20643	KLMA_20643	Amino sugar and nucleotide sugar metabolism	Inf	0.443816963450288	0.189466808835764	0.248098036689662	OG0001406
W0T5Q1	KLMA_10524	KLMA_10524	Aminoacyl-tRNA biosynthesis	0	0	0	0	OG0000752
W0T8R1	KLMA_30722	KLMA_30722	Glycerophospholipid metabolism // Other reactions // Other reactions	0	0	0	0	OG0001966
W0T576	KLMA_20319	KLMA_20319	Glycerophospholipid metabolism // Glycerophospholipid metabolism	Inf	Inf	Inf	Inf	OG0001216
W0TJL8	KLMA_80018	KLMA_80018	Inositol phosphate metabolism // Inositol phosphate metabolism	Inf	Inf	Inf	Inf	OG0003023
W0TBC7	KLMA_50283	KLMA_50283	Purine metabolism	0.345190122815297	0.29576334757163	0.224594084569271	0.245003131745466	OG0002482
W0THR2	KLMA_60378	KLMA_60378	One carbon pool by folate // One carbon pool by folate	Inf	Inf	Inf	Inf	OG0002793
W0TBH5	KLMA_50333	KLMA_50333	Nitrogen metabolism // Nitrogen metabolism // Glycine, serine and threonine metabolism	0	0	0	0	OG0002513
W0TF09	KLMA_60090	KLMA_60090	Glycerophospholipid metabolism	Inf	0	0	Inf	OG0002969
W0TBC3	KLMA_30089	KLMA_30089	Glycerophospholipid metabolism // Glycerophospholipid metabolism	Inf	Inf	Inf	Inf	OG0001566
W0TEZ5	KLMA_60357	KLMA_60357	Other reactions	0	Inf	Inf	Inf	OG0002806
W0TFA2	KLMA_60462	KLMA_60462	Pyruvate metabolism // Pyruvate metabolism	0	0	0	0	OG0002741
W0T6W8	KLMA_10192	KLMA_10192	Purine metabolism // Purine metabolism	Inf	Inf	Inf	Inf	OG0000939
W0TDS0	KLMA_50297	KLMA_50297	Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism	0.0220838025490562	0.0301823545421596	0.0316324848321827	0.0444922564452012	OG0002491
W0T4E8	KLMA_10658	KLMA_10658	Amino sugar and nucleotide sugar metabolism	Inf	Inf	Inf	Inf	OG0000678
W0TC97	KLMA_50613	KLMA_50613	Purine metabolism	Inf	Inf	Inf	Inf	OG0002679
W0TAV6	KLMA_30631	KLMA_30631	Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis	0.0336482746392481	0.0716393349778129	0.0501909553251837	0.0451240898770185	OG0001902
W0TBV7	KLMA_50226	KLMA_50226	Pyrimidine metabolism // Pyrimidine metabolism	Inf	Inf	Inf	Inf	OG0002450
W0TE67	KLMA_40365	KLMA_40365	Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism	0.00161559871782662	0.00252890184435198	Inf	0.00153919130099585	OG0002176
W0TAZ8	KLMA_40571	KLMA_40571	Purine metabolism	0	Inf	Inf	0	OG0002299
W0TDP3	KLMA_60476	KLMA_60476	Aminoacyl-tRNA biosynthesis	0	0	0	0	OG0002732
W0TFE1	KLMA_80026	KLMA_80026	Amino sugar and nucleotide sugar metabolism // Amino sugar and nucleotide sugar metabolism	Inf	Inf	0.71138932400477	0.760643228657613	OG0003028
W0T8D8	KLMA_10717	KLMA_10717	Oxidative phosphorylation	Inf	Inf	Inf	Inf	OG0000647
W0T8B8	KLMA_20608	KLMA_20608	Ubiquinone and other terpenoid-quinone biosynthesis // Ubiquinone and other terpenoid-quinone biosynthesis	Inf	Inf	Inf	Inf	OG0001386
W0T5G3	KLMA_10439	KLMA_10439	Glycerophospholipid metabolism	Inf	Inf	Inf	Inf	OG0000798
W0T8G7	KLMA_10752	KLMA_10752	Terpenoid backbone biosynthesis // Terpenoid backbone biosynthesis // Terpenoid backbone biosynthesis	Inf	Inf	Inf	Inf	OG0000625
W0T644	KLMA_20629	KLMA_20629	Riboflavin metabolism	0.0898594719464479	0.518351519151123	Inf	Inf	OG0001399
W0TBW7	KLMA_50488	KLMA_50488	Streptomycin biosynthesis // Streptomycin biosynthesis	0	0	0	0	OG0002606
W0TAZ2	KLMA_20811	KLMA_20811	Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism	Inf	Inf	Inf	4.21376611204404e-05	OG0001510
W0T9M7	KLMA_20331	KLMA_20331	Galactose metabolism // Galactose metabolism	0	Inf	Inf	Inf	OG0001223
W0T3Y8	KLMA_10670	KLMA_10670	Aminoacyl-tRNA biosynthesis	0	0	0	0	OG0000671
W0T472	KLMA_10196	KLMA_10196	Biosynthesis of unsaturated fatty acids	Inf	0	0	0	OG0000937
W0T805	KLMA_30250	KLMA_30250	Porphyrin and chlorophyll metabolism // Other reactions	0	Inf	Inf	Inf	OG0001665
W0TCL8	KLMA_50129	KLMA_50129	Inositol phosphate metabolism	Inf	Inf	Inf	Inf	OG0002396
W0TBI3	KLMA_30154	KLMA_30154	Glutathione metabolism	0	0	0	Inf	OG0001601
W0T6D8	KLMA_20734	KLMA_20734	Alanine, aspartate and glutamate metabolism	0	0.0307264236544713	0	0	OG0001464
W0TE72	KLMA_50467	KLMA_50467	Riboflavin metabolism	0.53038445907971	0.536768078347961	0.828052473638292	0.528674829764968	OG0002592
W0TCK2	KLMA_40512	KLMA_40512	Purine metabolism	Inf	Inf	Inf	Inf	OG0002261
W0TBW9	KLMA_50241	KLMA_50241	Vitamin B6 metabolism // Vitamin B6 metabolism	Inf	Inf	Inf	Inf	OG0002463
W0T5E4	KLMA_10419	KLMA_10419	One carbon pool by folate // One carbon pool by folate	1	Inf	1	0	OG0000809
W0T9G1	KLMA_40026	KLMA_40026	Steroid biosynthesis	0.0234691012769611	Inf	Inf	Inf	OG0001980
W0TG99	KLMA_60515	KLMA_60515	Glycerophospholipid metabolism // Glycerophospholipid metabolism	Inf	Inf	Inf	Inf	OG0002710
W0T443	KLMA_10735	KLMA_10735	Pyrimidine metabolism	0	Inf	0	0	OG0000633
W0TA77	KLMA_30426	KLMA_30426	Sphingolipid metabolism	Inf	0	Inf	Inf	OG0001775
W0TCN8	KLMA_40552	KLMA_40552	Thiamine metabolism // Thiamine metabolism	0	0	Inf	0	OG0002286
W0T7J6	KLMA_30075	KLMA_30075	Purine metabolism // Purine metabolism // Purine metabolism	0.0930245432655833	0.141483293062389	0.0810543294486158	0.172529263106245	OG0001559
W0TAM2	KLMA_50038	KLMA_50038	Histidine metabolism // Histidine metabolism	Inf	Inf	Inf	Inf	OG0002343
W0T7I0	KLMA_20308	KLMA_20308	Steroid biosynthesis	0.99009900990099	Inf	0.908952413405454	0.760645040917821	OG0001207
W0T453	KLMA_10176	KLMA_10176	Pentose phosphate pathway	0	0	0	0	OG0000951
W0TCC3	KLMA_50024	KLMA_50024	Arginine and proline metabolism	Inf	Inf	Inf	Inf	OG0002335
W0T8X9	KLMA_30545	KLMA_30545	Pantothenate and CoA biosynthesis // Pantothenate and CoA biosynthesis	Inf	Inf	Inf	Inf	OG0001850
W0T5F9	KLMA_10434	KLMA_10434	Aminoacyl-tRNA biosynthesis	0	0	0	0	OG0000801
W0T9Z7	KLMA_30341	KLMA_30341	Steroid biosynthesis	Inf	Inf	Inf	Inf	OG0001721
W0THS3	KLMA_80312	KLMA_80312	Aminoacyl-tRNA biosynthesis	0	0	0	0	OG0003198
W0TED6	KLMA_60434	KLMA_60434	Arginine and proline metabolism // Arginine and proline metabolism // Arginine and proline metabolism // Arginine and proline metabolism	0.00105377073994065	Inf	Inf	0.00919460138468371	OG0002758
W0T5B1	KLMA_10626	KLMA_10626	Aminoacyl-tRNA biosynthesis	Inf	Inf	Inf	Inf	OG0000694
W0TBX9	KLMA_50503	KLMA_50503	Glycine, serine and threonine metabolism	1	1	1	1	OG0002612
W0T5A6	KLMA_10621	KLMA_10621	Pyruvate metabolism	0	0	0	0	OG0000699
W0TIU1	KLMA_70216	KLMA_70216	Oxidative phosphorylation	Inf	Inf	Inf	Inf	OG0003385
W0TF75	KLMA_70162	KLMA_70162	Phenylalanine, tyrosine and tryptophan biosynthesis // Phenylalanine, tyrosine and tryptophan biosynthesis	Inf	Inf	Inf	Inf	OG0003347
W0TA84	KLMA_40523	KLMA_40523	Other reactions	0	0	0	0	OG0002266
W0TF41	KLMA_70404	KLMA_70404	Riboflavin metabolism	Inf	Inf	Inf	Inf	OG0003501
W0T6D2	KLMA_10714	KLMA_10714	Vitamin B6 metabolism // Vitamin B6 metabolism // Vitamin B6 metabolism	Inf	Inf	Inf	Inf	OG0000648
W0T294	KLMA_10065	KLMA_10065	Histidine metabolism // Histidine metabolism // Histidine metabolism // Histidine metabolism // Histidine metabolism // Histidine metabolism	0.0796551859999769	0.0989455808649515	0.385913127935741	0.211893017505948	OG0001012
W0TCN9	KLMA_50536	KLMA_50536	Inositol phosphate metabolism // Inositol phosphate metabolism // Other reactions // Inositol phosphate metabolism // Inositol phosphate metabolism	Inf	Inf	Inf	Inf	OG0002633
W0T9D6	KLMA_30111	KLMA_30111	Folate biosynthesis // Folate biosynthesis // Folate biosynthesis // Folate biosynthesis // Folate biosynthesis	Inf	Inf	Inf	Inf	OG0001578
W0TGD1	KLMA_80099	KLMA_80099	Phenylalanine, tyrosine and tryptophan biosynthesis	0.437321764644902	0.533972075479682	0.99009900990099	0.99009900990099	OG0003064
W0TAS9	KLMA_40491	KLMA_40491	Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism	0.00716633515453877	0.00849564659667426	0.0184257716603328	0.0185264586221963	OG0002252
W0TG18	KLMA_80276	KLMA_80276	Steroid biosynthesis	Inf	Inf	Inf	Inf	OG0003180
W0TBL9	KLMA_30199	KLMA_30199	Pyrimidine metabolism	0	0	0	0	OG0001632
W0TH65	KLMA_70313	KLMA_70313	Porphyrin and chlorophyll metabolism	Inf	Inf	Inf	Inf	OG0003444
W0TKF9	KLMA_80348	KLMA_80348	Cysteine and methionine metabolism // Cysteine and methionine metabolism // Selenocompound metabolism	0.136670659129358	0.160322741590019	0.0738940184993001	0.0846560521112328	OG0003217
W0T4S5	KLMA_10436	KLMA_10436	Histidine metabolism	Inf	Inf	Inf	Inf	OG0000799
W0T382	KLMA_10435	KLMA_10435	Aminoacyl-tRNA biosynthesis	0	0	0	0	OG0000800
W0T8Z5	KLMA_40083	KLMA_40083	Alanine, aspartate and glutamate metabolism // Alanine, aspartate and glutamate metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Arginine and proline metabolism // Arginine and proline metabolism // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Ubiquinone and other terpenoid-quinone biosynthesis // Alanine, aspartate and glutamate metabolism // Alanine, aspartate and glutamate metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Ubiquinone and other terpenoid-quinone biosynthesis	0.0175639160803712	0.00472733555465331	0.0636736288196205	0.0251885709435074	OG0002015
W0T883	KLMA_20568	KLMA_20568	Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle)	0.00164605815146383	0	0.0012118955362918	0	OG0001369
W0TDA2	KLMA_50384	KLMA_50384	Fructose and mannose metabolism // Fructose and mannose metabolism	0.016118167654376	0.0117361634565386	0.0117928640207745	0.00857390627975048	OG0002542
W0T870	KLMA_30325	KLMA_30325	Nitrogen metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Selenocompound metabolism // Nitrogen metabolism // Cysteine and methionine metabolism	Inf	Inf	Inf	Inf	OG0001711
W0TB52	KLMA_40259	KLMA_40259	Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis	0.0827453684653215	0.157021484731943	0.167431272782577	0.120063288966126	OG0002118
W0TJM6	KLMA_80028	KLMA_80028	Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle)	0.0147279503191237	0.00194006929888412	0.0194852139129568	0.0223907317537712	OG0003029
W0TGN7	KLMA_70385	KLMA_70385	beta-Alanine metabolism	0	Inf	1	Inf	OG0003486
W0TF38	KLMA_60125	KLMA_60125	Alanine, aspartate and glutamate metabolism // Alanine, aspartate and glutamate metabolism // Alanine, aspartate and glutamate metabolism // Alanine, aspartate and glutamate metabolism	Inf	Inf	Inf	Inf	OG0002950
W0TFW6	KLMA_60420	KLMA_60420	Glycolysis / Gluconeogenesis // Nitrogen metabolism // Nitrogen metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycolysis / Gluconeogenesis	0.000390325952180972	0	0.000449413208685542	0	OG0002769
W0T9L0	KLMA_40081	KLMA_40081	Purine metabolism // Purine metabolism // Purine metabolism	0.0572020709481697	0.0598629557962447	0.0854967579050212	0.115215227225681	OG0002013
W0TFM2	KLMA_60335	KLMA_60335	Pyruvate metabolism // Pyruvate metabolism // Pyruvate metabolism	Inf	Inf	Inf	Inf	OG0002823
W0TD26	KLMA_50284	KLMA_50284	Steroid biosynthesis	Inf	Inf	Inf	Inf	OG0002483
W0TFG2	KLMA_60275	KLMA_60275	Glycerophospholipid metabolism // Glycerophospholipid metabolism	Inf	Inf	Inf	Inf	OG0002861
W0T9M1	KLMA_30211	KLMA_30211	Aminoacyl-tRNA biosynthesis	0	0	0	0	OG0001642
W0TAG0	KLMA_30491	KLMA_30491	Glycine, serine and threonine metabolism	4.78183257851577e-05	0	0	5.11613904946221e-05	OG0001813
W0TCR6	KLMA_50154	KLMA_50154	Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis	0.152840643354053	Inf	0.194776252170252	0.148288603148972	OG0002409
W0TG34	KLMA_80296	KLMA_80296	Purine metabolism	0	Inf	0	Inf	OG0003189
W0TFC1	KLMA_60482	KLMA_60482	Pyruvate metabolism	0	Inf	0	0	OG0002728
W0T3Z8	KLMA_10508	KLMA_10508	Glycerolipid metabolism // Glycerolipid metabolism // Other reactions	Inf	Inf	Inf	Inf	OG0000760
