enzymes	genes	enzNames	subSystems	Std_ecM	Std_ecP	HiT_ecM	HiT_ecP	LpH_ecM	LpH_ecP	Osm_ecM	Osm_ecP
W0T6Q3	KLMA_20023	KLMA_20023	Starch and sucrose metabolism // Starch and sucrose metabolism // Starch and sucrose metabolism	Inf	0.0170382989949198	Inf	0.00375223393838511	Inf	Inf	Inf	0.00239716730445492
W0T6Q9	KLMA_10157	KLMA_10157	Pentose phosphate pathway // Pentose phosphate pathway // Pentose phosphate pathway	Inf	0	Inf	Inf	Inf	Inf	Inf	0
W0T6R3	KLMA_20290	KLMA_20290	Porphyrin and chlorophyll metabolism	Inf	1.36816360885943e-06	Inf	Inf	Inf	5.08970918756696e-06	Inf	Inf
W0T6R7	KLMA_20657	KLMA_20657	Other types of O-glycan biosynthesis // Other types of O-glycan biosynthesis	Inf	0	Inf	Inf	Inf	0	Inf	0
W0T6R8	KLMA_20043	KLMA_20043	One carbon pool by folate // One carbon pool by folate	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T6S2	KLMA_20048	KLMA_20048	N-Glycan biosynthesis // N-Glycan biosynthesis	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T6S6	KLMA_20305	KLMA_20305	Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism	Inf	0.0967157541923179	Inf	0	Inf	0.0985613198415801	Inf	0.107650050305931
W0T6U1	KLMA_20687	KLMA_20687	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T6V3	KLMA_30042	KLMA_30042	Purine metabolism // Purine metabolism // Purine metabolism // Purine metabolism // Purine metabolism // Pyrimidine metabolism	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T6V7	KLMA_20093	KLMA_20093	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T6W0	KLMA_10182	KLMA_10182	Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T6W1	KLMA_20098	KLMA_20098	Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis	Inf	0.0447231690783052	Inf	0.169092612498307	Inf	0.0802671659096094	Inf	0.0569164823011281
W0T6W8	KLMA_10192	KLMA_10192	Purine metabolism // Purine metabolism	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T6X1	KLMA_20722	KLMA_20722	Steroid biosynthesis // Steroid biosynthesis // Other reactions // Other reactions	Inf	0.99009900990099	Inf	0.99009900990099	Inf	0.908952413405454	Inf	0.760645040917821
W0T6Z0	KLMA_10222	KLMA_10222	Purine metabolism	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T704	KLMA_20752	KLMA_20752	Pyrimidine metabolism	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T717	KLMA_20370	KLMA_20370	Glutathione metabolism	Inf	5.65843157566445e-07	Inf	6.31135046132277e-07	Inf	Inf	Inf	2.05651745600593e-06
W0T718	KLMA_20153	KLMA_20153	Alanine, aspartate and glutamate metabolism // Alanine, aspartate and glutamate metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Arginine and proline metabolism // Arginine and proline metabolism // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Ubiquinone and other terpenoid-quinone biosynthesis // Alanine, aspartate and glutamate metabolism // Alanine, aspartate and glutamate metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Ubiquinone and other terpenoid-quinone biosynthesis	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T723	KLMA_20158	KLMA_20158	Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Tyrosine metabolism // Phenylalanine metabolism // Retinol metabolism // Other reactions // Other reactions // Other reactions // Other reactions // Other reactions // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Tyrosine metabolism // Retinol metabolism // Other reactions	Inf	0	Inf	0	Inf	0	Inf	0
W0T747	KLMA_20405	KLMA_20405	N-Glycan biosynthesis // N-Glycan biosynthesis	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T754	KLMA_10297	KLMA_10297	Pyrimidine metabolism // Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism	Inf	Inf	Inf	0	Inf	0	Inf	0
W0T759	KLMA_30152	KLMA_30152	Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Other reactions	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T760	KLMA_20193	KLMA_20193	Transport reaction (active diffusion) // Transport reaction (active diffusion)	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T771	KLMA_10317	KLMA_10317	Purine metabolism // Purine metabolism	Inf	0.7221448708797	Inf	0.405087829647412	Inf	0.458581231670845	Inf	0.278369677516061
W0T776	KLMA_20208	KLMA_20208	Glycerolipid metabolism // Glycerolipid metabolism // Other reactions	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T778	KLMA_20817	KLMA_20817	Arginine and proline metabolism	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T793	KLMA_10342	KLMA_10342	Sphingolipid metabolism	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T7A9	KLMA_20243	KLMA_20243	Pyrimidine metabolism	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T7C4	KLMA_30227	KLMA_30227	Purine metabolism // Purine metabolism	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T7D6	KLMA_20505	KLMA_20505	Transport reactions (diffusion) // Transport reactions (diffusion)	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T7D8	KLMA_30010	KLMA_30010	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T7E0	KLMA_30247	KLMA_30247	Glycerolipid metabolism // Glycerophospholipid metabolism	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T7E5	KLMA_20278	KLMA_20278	Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis // Other reactions // Other reactions	Inf	0.0594101825060185	Inf	0.0132502443253123	Inf	0.069158250969822	Inf	0.0263029848459026
W0T7F0	KLMA_10402	KLMA_10402	Glycerolipid metabolism // Glycerolipid metabolism // Glycerolipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Other reactions // Glycerophospholipid metabolism // Glycerophospholipid metabolism	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T7F7	KLMA_20288	KLMA_20288	Glycine, serine and threonine metabolism // Other reactions	Inf	0	Inf	0	Inf	0	Inf	0
W0T7G3	KLMA_30035	KLMA_30035	Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism	Inf	0.0159274880170863	Inf	Inf	Inf	Inf	Inf	Inf
W0T7I0	KLMA_20308	KLMA_20308	Steroid biosynthesis	Inf	0.99009900990099	Inf	Inf	Inf	0.908952413405454	Inf	0.760645040917821
W0T7I7	KLMA_30292	KLMA_30292	Purine metabolism // Purine metabolism // Purine metabolism	Inf	0.970656667771836	Inf	Inf	Inf	Inf	Inf	Inf
W0T7J3	KLMA_30070	KLMA_30070	Purine metabolism	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T7J6	KLMA_30075	KLMA_30075	Purine metabolism // Purine metabolism // Purine metabolism	Inf	0.0930245432655833	Inf	0.141483293062389	Inf	0.0810543294486158	Inf	0.172529263106245
W0T7J7	KLMA_30302	KLMA_30302	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis // Other reactions // Other reactions	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T7K3	KLMA_20575	KLMA_20575	Citrate cycle (TCA cycle)	Inf	0	Inf	0	Inf	0	Inf	0
W0T7K6	KLMA_30312	KLMA_30312	Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Propanoate metabolism // Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Propanoate metabolism	Inf	0.66736272011339	Inf	0.142085916970176	Inf	1	Inf	0.794153978525658
W0T7K8	KLMA_20580	KLMA_20580	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T7L9	KLMA_30327	KLMA_30327	Glycerolipid metabolism // Glycerophospholipid metabolism	Inf	1	Inf	1	Inf	Inf	Inf	1
W0T7M0	KLMA_30105	KLMA_30105	Glycolysis / Gluconeogenesis // Butanoate metabolism // C5-Branched dibasic acid metabolism // Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis // Pantothenate and CoA biosynthesis // Valine, leucine and isoleucine biosynthesis	Inf	0.197740611043484	Inf	0.382120615487799	Inf	0.735796991125885	Inf	0.234176739442655
W0T7P9	KLMA_30357	KLMA_30357	Fatty acid metabolism // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Primary bile acid biosynthesis // alpha-Linolenic acid metabolism // alpha-Linolenic acid metabolism // alpha-Linolenic acid metabolism // Biosynthesis of unsaturated fatty acids // Biosynthesis of unsaturated fatty acids // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Geraniol degradation // Toluene degradation // Caprolactam degradation // Other reactions // Fatty acid metabolism // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Primary bile acid biosynthesis // alpha-Linolenic acid metabolism // alpha-Linolenic acid metabolism // alpha-Linolenic acid metabolism // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Geraniol degradation // Toluene degradation // Caprolactam degradation // Other reactions	Inf	Inf	Inf	0	Inf	0	Inf	Inf
W0T7R3	KLMA_30155	KLMA_30155	Inositol phosphate metabolism	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T7R4	KLMA_20368	KLMA_20368	Transport reactions (diffusion) // Transport reactions (diffusion)	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T7U1	KLMA_20665	KLMA_20665	Alanine, aspartate and glutamate metabolism	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T7U4	KLMA_10547	KLMA_10547	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	Inf	0	Inf	0	Inf	Inf	Inf	0
W0T7V3	KLMA_20408	KLMA_20408	Purine metabolism	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T7V7	KLMA_20413	KLMA_20413	Histidine metabolism // Histidine metabolism	Inf	0.00380308170081942	Inf	0.00319666930318944	Inf	0.0282660800591001	Inf	Inf
W0T7V9	KLMA_30412	KLMA_30412	Glycerolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T7W7	KLMA_20423	KLMA_20423	Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion)	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T7Y2	KLMA_30225	KLMA_30225	Cysteine and methionine metabolism	Inf	0	Inf	Inf	Inf	0	Inf	0
W0T7Y5	KLMA_10587	KLMA_10587	Pyrimidine metabolism // Pyrimidine metabolism	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T804	KLMA_20468	KLMA_20468	Amino sugar and nucleotide sugar metabolism // Amino sugar and nucleotide sugar metabolism	Inf	0	Inf	0	Inf	0	Inf	0
W0T805	KLMA_30250	KLMA_30250	Porphyrin and chlorophyll metabolism // Other reactions	Inf	0	Inf	Inf	Inf	Inf	Inf	Inf
W0T809	KLMA_20473	KLMA_20473	Inositol phosphate metabolism // Inositol phosphate metabolism	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T818	KLMA_20483	KLMA_20483	Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis	Inf	0.112782747301259	Inf	0.201366814592718	Inf	0.23314671483316	Inf	0.37817029815647
W0T827	KLMA_20493	KLMA_20493	Aminoacyl-tRNA biosynthesis	Inf	0	Inf	0	Inf	0	Inf	0
W0T828	KLMA_30275	KLMA_30275	Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism	Inf	0.023097745408219	Inf	Inf	Inf	0.0373503230979741	Inf	0.0581289606129645
W0T846	KLMA_30295	KLMA_30295	Other reactions // Other reactions // Other reactions // Other reactions	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T850	KLMA_30300	KLMA_30300	Purine metabolism	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T870	KLMA_30325	KLMA_30325	Nitrogen metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Selenocompound metabolism // Nitrogen metabolism // Cysteine and methionine metabolism	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T883	KLMA_20568	KLMA_20568	Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle)	Inf	0.00164605815146383	Inf	0	Inf	0.0012118955362918	Inf	0
W0T899	KLMA_30527	KLMA_30527	Lysine biosynthesis // Lysine biosynthesis // Other reactions // Lysine biosynthesis // Lysine biosynthesis // Other reactions	Inf	0.556950287241129	Inf	0.667824526592147	Inf	0.606672467126997	Inf	0.516727455306489
W0T8A1	KLMA_10677	KLMA_10677	Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Other reactions	Inf	0	Inf	0	Inf	0	Inf	0
W0T8A2	KLMA_30365	KLMA_30365	Vitamin B6 metabolism	Inf	0	Inf	0	Inf	0	Inf	0
W0T8A7	KLMA_10682	KLMA_10682	Pyrimidine metabolism // Pyrimidine metabolism // Selenocompound metabolism // Selenocompound metabolism // Selenocompound metabolism // Selenocompound metabolism	Inf	0.00488581011694319	Inf	0.00748634846240877	Inf	0.0108653937806736	Inf	0.00852162869368389
W0T8A8	KLMA_20598	KLMA_20598	Purine metabolism	Inf	0.0311914522697079	Inf	0.0298278132664717	Inf	0.0361633548377602	Inf	0.0397212283334141
W0T8A9	KLMA_30370	KLMA_30370	Starch and sucrose metabolism	Inf	0.00942301963552418	Inf	0.0169204678504415	Inf	0.00378947930484809	Inf	0.0223291199198218
W0T8B1	KLMA_20830	KLMA_20830	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T8B6	KLMA_30557	KLMA_30557	Cysteine and methionine metabolism	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T8B7	KLMA_10692	KLMA_10692	Tryptophan metabolism	Inf	0	Inf	Inf	Inf	Inf	Inf	Inf
W0T8B8	KLMA_20608	KLMA_20608	Ubiquinone and other terpenoid-quinone biosynthesis // Ubiquinone and other terpenoid-quinone biosynthesis	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T8C0	KLMA_30562	KLMA_30562	Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis	Inf	Inf	Inf	0	Inf	Inf	Inf	Inf
W0T8D0	KLMA_30577	KLMA_30577	Pentose and glucuronate interconversions // Glycerolipid metabolism // Other reactions // Glycerolipid metabolism // Other reactions	Inf	0	Inf	0	Inf	0	Inf	0
W0T8D4	KLMA_10712	KLMA_10712	Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion)	Inf	0	Inf	0	Inf	0	Inf	0
W0T8D8	KLMA_10717	KLMA_10717	Oxidative phosphorylation	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T8E6	KLMA_20638	KLMA_20638	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T8E7	KLMA_30013	KLMA_30013	Pyruvate metabolism	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T8E9	KLMA_30405	KLMA_30405	Purine metabolism // Purine metabolism	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T8F1	KLMA_30602	KLMA_30602	Glycolysis / Gluconeogenesis // Propanoate metabolism // Propanoate metabolism // Other reactions // Propanoate metabolism // Propanoate metabolism	Inf	0	Inf	0.000213605078232243	Inf	0	Inf	0
W0T8F2	KLMA_20643	KLMA_20643	Amino sugar and nucleotide sugar metabolism	Inf	Inf	Inf	0.443816963450288	Inf	0.189466808835764	Inf	0.248098036689662
W0T8F4	KLMA_30018	KLMA_30018	Pyruvate metabolism // Pyruvate metabolism	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T8F6	KLMA_30607	KLMA_30607	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	Inf	0	Inf	Inf	Inf	Inf	Inf	0
W0T8G3	KLMA_10747	KLMA_10747	Purine metabolism	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T8G4	KLMA_30617	KLMA_30617	Transport reactions (diffusion) // Transport reactions (diffusion)	Inf	Inf	Inf	Inf	Inf	0	Inf	0
W0T8G6	KLMA_30028	KLMA_30028	Inositol phosphate metabolism // Inositol phosphate metabolism // Other reactions // Other reactions	Inf	0	Inf	Inf	Inf	0	Inf	0
W0T8G7	KLMA_10752	KLMA_10752	Terpenoid backbone biosynthesis // Terpenoid backbone biosynthesis // Terpenoid backbone biosynthesis	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T8H6	KLMA_30430	KLMA_30430	Sphingolipid metabolism // Sphingolipid metabolism	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T8H7	KLMA_10762	KLMA_10762	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis // Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T8I7	KLMA_10772	KLMA_10772	Purine metabolism // Purine metabolism	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T8J7	KLMA_30450	KLMA_30450	Lysine degradation // Lysine degradation // Lysine degradation // Lysine degradation	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T8K0	KLMA_10787	KLMA_10787	Pyrimidine metabolism // Glutathione metabolism // Other reactions // Glutathione metabolism // Other reactions	Inf	0	Inf	0	Inf	Inf	Inf	0
W0T8L0	KLMA_10797	KLMA_10797	Aminoacyl-tRNA biosynthesis	Inf	0	Inf	Inf	Inf	0	Inf	0
W0T8M0	KLMA_10807	KLMA_10807	Aminoacyl-tRNA biosynthesis	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T8N1	KLMA_30687	KLMA_30687	Cysteine and methionine metabolism	Inf	0.150549416804057	Inf	0.116217179833413	Inf	0.111233003392671	Inf	0.0458850385132397
W0T8N2	KLMA_30480	KLMA_30480	Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism	Inf	0.0142148230784109	Inf	Inf	Inf	Inf	Inf	Inf
W0T8P1	KLMA_30697	KLMA_30697	Purine metabolism // Purine metabolism // Purine metabolism	Inf	0.369715343308108	Inf	0.297553270824337	Inf	0.520602031080503	Inf	0.478679193791042
W0T8P2	KLMA_10832	KLMA_10832	Pyrimidine metabolism // Pyrimidine metabolism	Inf	0	Inf	0.635953673491748	Inf	0.438810307553559	Inf	Inf
W0T8R1	KLMA_30722	KLMA_30722	Glycerophospholipid metabolism // Other reactions // Other reactions	Inf	0	Inf	0	Inf	0	Inf	0
W0T8R8	KLMA_20753	KLMA_20753	Tyrosine metabolism // Tyrosine metabolism	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T8S0	KLMA_40003	KLMA_40003	Riboflavin metabolism // Other reactions	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T8S2	KLMA_30148	KLMA_30148	Glycolysis / Gluconeogenesis // Butanoate metabolism // C5-Branched dibasic acid metabolism // Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis // Pantothenate and CoA biosynthesis // Valine, leucine and isoleucine biosynthesis	Inf	0.0388453648838687	Inf	0.0976842128647067	Inf	0.258413635650381	Inf	0.18943446642287
W0T8S9	KLMA_30158	KLMA_30158	Biosynthesis of unsaturated fatty acids	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T8T2	KLMA_20768	KLMA_20768	Amino sugar and nucleotide sugar metabolism	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T8T6	KLMA_20046	KLMA_20046	Glycine, serine and threonine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Phenylalanine, tyrosine and tryptophan biosynthesis	Inf	0.00316285273003299	Inf	0.00339447151524373	Inf	0.00604139336277455	Inf	0.00384156657541692
W0T8T8	KLMA_30505	KLMA_30505	Glycerolipid metabolism // Glycerolipid metabolism // Other reactions	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T8T9	KLMA_30168	KLMA_30168	Arginine and proline metabolism	Inf	0.00568626324814114	Inf	0.00445214144036972	Inf	0.0117349572498317	Inf	0.00885751941322613
W0T8W6	KLMA_20798	KLMA_20798	Oxidative phosphorylation	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T8W7	KLMA_30530	KLMA_30530	Glycine, serine and threonine metabolism	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T8X3	KLMA_20086	KLMA_20086	Glycine, serine and threonine metabolism	Inf	0.00685782341294499	Inf	Inf	Inf	Inf	Inf	0.0354969254799125
W0T8X7	KLMA_20808	KLMA_20808	Purine metabolism	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T8X9	KLMA_30545	KLMA_30545	Pantothenate and CoA biosynthesis // Pantothenate and CoA biosynthesis	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T8Z5	KLMA_40083	KLMA_40083	Alanine, aspartate and glutamate metabolism // Alanine, aspartate and glutamate metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Arginine and proline metabolism // Arginine and proline metabolism // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Ubiquinone and other terpenoid-quinone biosynthesis // Alanine, aspartate and glutamate metabolism // Alanine, aspartate and glutamate metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Ubiquinone and other terpenoid-quinone biosynthesis	Inf	0.0175639160803712	Inf	0.00472733555465331	Inf	0.0636736288196205	Inf	0.0251885709435074
W0T8Z8	KLMA_30233	KLMA_30233	Other types of O-glycan biosynthesis // Other types of O-glycan biosynthesis	Inf	0	Inf	0	Inf	Inf	Inf	Inf
W0T913	KLMA_40103	KLMA_40103	Glycerophospholipid metabolism	Inf	0.0344269108758947	Inf	Inf	Inf	Inf	Inf	Inf
W0T919	KLMA_30595	KLMA_30595	Purine metabolism	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T942	KLMA_30011	KLMA_30011	Starch and sucrose metabolism // Starch and sucrose metabolism	Inf	0	Inf	Inf	Inf	0	Inf	0
W0T944	KLMA_40133	KLMA_40133	Pentose and glucuronate interconversions	Inf	0	Inf	0	Inf	0	Inf	0
W0T947	KLMA_30016	KLMA_30016	Glycerolipid metabolism // Glycerolipid metabolism	Inf	0	Inf	0	Inf	0	Inf	0
W0T962	KLMA_30031	KLMA_30031	Various types of N-glycan biosynthesis // Various types of N-glycan biosynthesis	Inf	0	Inf	Inf	Inf	Inf	Inf	Inf
W0T963	KLMA_40148	KLMA_40148	Tyrosine metabolism // Tyrosine metabolism	Inf	0	Inf	Inf	Inf	0	Inf	Inf
W0T965	KLMA_20181	KLMA_20181	Porphyrin and chlorophyll metabolism	Inf	Inf	Inf	0	Inf	0	Inf	Inf
W0T966	KLMA_30650	KLMA_30650	Purine metabolism // One carbon pool by folate	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T980	KLMA_40163	KLMA_40163	Steroid biosynthesis	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
W0T997	KLMA_40178	KLMA_40178	Porphyrin and chlorophyll metabolism	Inf	0	Inf	0	Inf	0	Inf	0
W0T9A1	KLMA_30071	KLMA_30071	Purine metabolism	Inf	0	Inf	0	Inf	0	Inf	0
W0T9A7	KLMA_30695	KLMA_30695	Histidine metabolism // Histidine metabolism	Inf	0	Inf	0	Inf	0	Inf	0
