enzymes	shortNames	genes	MWs	subSystems	OG
W0T7K8	KLMA_20580	KLMA_20580	64.17134	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	NA
W0T7L9	KLMA_30327	KLMA_30327	80.51742	Glycerolipid metabolism // Glycerophospholipid metabolism	OG0001713
W0T7M0	KLMA_30105	KLMA_30105	76.30769	Glycolysis / Gluconeogenesis // Butanoate metabolism // C5-Branched dibasic acid metabolism // Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis // Pantothenate and CoA biosynthesis // Valine, leucine and isoleucine biosynthesis	OG0001575
W0T7P9	KLMA_30357	KLMA_30357	38.16401	Fatty acid metabolism // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Primary bile acid biosynthesis // alpha-Linolenic acid metabolism // alpha-Linolenic acid metabolism // alpha-Linolenic acid metabolism // Biosynthesis of unsaturated fatty acids // Biosynthesis of unsaturated fatty acids // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Geraniol degradation // Toluene degradation // Caprolactam degradation // Other reactions // Fatty acid metabolism // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Fatty acid elongation // Primary bile acid biosynthesis // alpha-Linolenic acid metabolism // alpha-Linolenic acid metabolism // alpha-Linolenic acid metabolism // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Geraniol degradation // Toluene degradation // Caprolactam degradation // Other reactions	NA
W0T7R3	KLMA_30155	KLMA_30155	64.23367	Inositol phosphate metabolism	OG0001602
W0T7R4	KLMA_20368	KLMA_20368	35.07097	Transport reactions (diffusion) // Transport reactions (diffusion)	NA
W0T7U1	KLMA_20665	KLMA_20665	59.70713	Alanine, aspartate and glutamate metabolism	OG0001422
W0T7U4	KLMA_10547	KLMA_10547	61.8942	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	NA
W0T7V3	KLMA_20408	KLMA_20408	127.08915	Purine metabolism	NA
W0T7V7	KLMA_20413	KLMA_20413	60.54986	Histidine metabolism // Histidine metabolism	OG0001277
W0T7V9	KLMA_30412	KLMA_30412	33.75667	Glycerolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism	OG0001764
W0T7W7	KLMA_20423	KLMA_20423	53.1035	Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion)	NA
W0T7Y2	KLMA_30225	KLMA_30225	38.46994	Cysteine and methionine metabolism	NA
W0T7Y5	KLMA_10587	KLMA_10587	24.87822	Pyrimidine metabolism // Pyrimidine metabolism	NA
W0T804	KLMA_20468	KLMA_20468	32.6309	Amino sugar and nucleotide sugar metabolism // Amino sugar and nucleotide sugar metabolism	NA
W0T805	KLMA_30250	KLMA_30250	67.79958	Porphyrin and chlorophyll metabolism // Other reactions	OG0001665
W0T809	KLMA_20473	KLMA_20473	234.04507	Inositol phosphate metabolism // Inositol phosphate metabolism	OG0001314
W0T818	KLMA_20483	KLMA_20483	38.62799	Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis	NA
W0T827	KLMA_20493	KLMA_20493	67.37001	Aminoacyl-tRNA biosynthesis	OG0001328
W0T828	KLMA_30275	KLMA_30275	43.25395	Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism	OG0001680
W0T846	KLMA_30295	KLMA_30295	56.16176	Other reactions // Other reactions // Other reactions // Other reactions	OG0001695
W0T850	KLMA_30300	KLMA_30300	178.2916	Purine metabolism	OG0001698
W0T870	KLMA_30325	KLMA_30325	51.61045	Nitrogen metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Selenocompound metabolism // Nitrogen metabolism // Cysteine and methionine metabolism	OG0001711
W0T883	KLMA_20568	KLMA_20568	33.49921	Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle)	OG0001369
W0T899	KLMA_30527	KLMA_30527	75.87857	Lysine biosynthesis // Lysine biosynthesis // Other reactions // Lysine biosynthesis // Lysine biosynthesis // Other reactions	NA
W0T8A1	KLMA_10677	KLMA_10677	48.30588	Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Other reactions	OG0000667
W0T8A2	KLMA_30365	KLMA_30365	38.1411	Vitamin B6 metabolism	OG0001735
W0T8A7	KLMA_10682	KLMA_10682	34.51772	Pyrimidine metabolism // Pyrimidine metabolism // Selenocompound metabolism // Selenocompound metabolism // Selenocompound metabolism // Selenocompound metabolism	NA
W0T8A8	KLMA_20598	KLMA_20598	62.30821	Purine metabolism	OG0001379
W0T8A9	KLMA_30370	KLMA_30370	80.25156	Starch and sucrose metabolism	NA
W0T8B1	KLMA_20830	KLMA_20830	64.8083	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	NA
W0T8B6	KLMA_30557	KLMA_30557	42.48582	Cysteine and methionine metabolism	OG0001859
W0T8B7	KLMA_10692	KLMA_10692	42.81637	Tryptophan metabolism	OG0000659
W0T8B8	KLMA_20608	KLMA_20608	32.05957	Ubiquinone and other terpenoid-quinone biosynthesis // Ubiquinone and other terpenoid-quinone biosynthesis	OG0001386
W0T8C0	KLMA_30562	KLMA_30562	33.97527	Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis	OG0001863
W0T8D0	KLMA_30577	KLMA_30577	38.90669	Pentose and glucuronate interconversions // Glycerolipid metabolism // Other reactions // Glycerolipid metabolism // Other reactions	NA
W0T8D4	KLMA_10712	KLMA_10712	69.43709	Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion)	OG0000650
W0T8D8	KLMA_10717	KLMA_10717	16.34043	Oxidative phosphorylation	OG0000647
W0T8E6	KLMA_20638	KLMA_20638	62.87562	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	NA
W0T8E7	KLMA_30013	KLMA_30013	63.61212	Pyruvate metabolism	NA
W0T8E9	KLMA_30405	KLMA_30405	28.33615	Purine metabolism // Purine metabolism	OG0001760
W0T8F1	KLMA_30602	KLMA_30602	78.60643	Glycolysis / Gluconeogenesis // Propanoate metabolism // Propanoate metabolism // Other reactions // Propanoate metabolism // Propanoate metabolism	NA
W0T8F2	KLMA_20643	KLMA_20643	52.13578	Amino sugar and nucleotide sugar metabolism	OG0001406
W0T8F4	KLMA_30018	KLMA_30018	38.30993	Pyruvate metabolism // Pyruvate metabolism	NA
W0T8F6	KLMA_30607	KLMA_30607	75.08574	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	NA
W0T8G3	KLMA_10747	KLMA_10747	40.30042	Purine metabolism	NA
W0T8G4	KLMA_30617	KLMA_30617	44.63653	Transport reactions (diffusion) // Transport reactions (diffusion)	NA
W0T8G6	KLMA_30028	KLMA_30028	71.24422	Inositol phosphate metabolism // Inositol phosphate metabolism // Other reactions // Other reactions	OG0001522
W0T8G7	KLMA_10752	KLMA_10752	35.12985	Terpenoid backbone biosynthesis // Terpenoid backbone biosynthesis // Terpenoid backbone biosynthesis	OG0000625
W0T8H6	KLMA_30430	KLMA_30430	40.07276	Sphingolipid metabolism // Sphingolipid metabolism	OG0001777
W0T8H7	KLMA_10762	KLMA_10762	31.71733	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis // Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	OG0000620
W0T8I7	KLMA_10772	KLMA_10772	216.9401	Purine metabolism // Purine metabolism	OG0000614
W0T8J7	KLMA_30450	KLMA_30450	44.04701	Lysine degradation // Lysine degradation // Lysine degradation // Lysine degradation	NA
W0T8K0	KLMA_10787	KLMA_10787	51.57783	Pyrimidine metabolism // Glutathione metabolism // Other reactions // Glutathione metabolism // Other reactions	NA
W0T8L0	KLMA_10797	KLMA_10797	53.55381	Aminoacyl-tRNA biosynthesis	OG0000598
W0T8M0	KLMA_10807	KLMA_10807	83.43551	Aminoacyl-tRNA biosynthesis	OG0000592
W0T8N1	KLMA_30687	KLMA_30687	49.19294	Cysteine and methionine metabolism	OG0001941
W0T8N2	KLMA_30480	KLMA_30480	48.16789	Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism	NA
W0T8P1	KLMA_30697	KLMA_30697	84.93811	Purine metabolism // Purine metabolism // Purine metabolism	NA
W0T8P2	KLMA_10832	KLMA_10832	34.76753	Pyrimidine metabolism // Pyrimidine metabolism	NA
W0T8R1	KLMA_30722	KLMA_30722	70.9788	Glycerophospholipid metabolism // Other reactions // Other reactions	OG0001966
W0T8R8	KLMA_20753	KLMA_20753	29.26426	Tyrosine metabolism // Tyrosine metabolism	OG0001478
W0T8S0	KLMA_40003	KLMA_40003	52.55854	Riboflavin metabolism // Other reactions	NA
W0T8S2	KLMA_30148	KLMA_30148	32.8034	Glycolysis / Gluconeogenesis // Butanoate metabolism // C5-Branched dibasic acid metabolism // Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis // Pantothenate and CoA biosynthesis // Valine, leucine and isoleucine biosynthesis	OG0001597
W0T8S9	KLMA_30158	KLMA_30158	24.49897	Biosynthesis of unsaturated fatty acids	OG0001604
W0T8T2	KLMA_20768	KLMA_20768	17.31777	Amino sugar and nucleotide sugar metabolism	OG0001487
W0T8T6	KLMA_20046	KLMA_20046	76.80346	Glycine, serine and threonine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Phenylalanine, tyrosine and tryptophan biosynthesis	OG0001057
W0T8T8	KLMA_30505	KLMA_30505	60.51219	Glycerolipid metabolism // Glycerolipid metabolism // Other reactions	NA
W0T8T9	KLMA_30168	KLMA_30168	37.87262	Arginine and proline metabolism	OG0001610
W0T8W6	KLMA_20798	KLMA_20798	27.62644	Oxidative phosphorylation	OG0001499
W0T8W7	KLMA_30530	KLMA_30530	62.38848	Glycine, serine and threonine metabolism	NA
W0T8X3	KLMA_20086	KLMA_20086	38.74412	Glycine, serine and threonine metabolism	OG0001079
W0T8X7	KLMA_20808	KLMA_20808	91.38382	Purine metabolism	OG0001507
W0T8X9	KLMA_30545	KLMA_30545	42.97878	Pantothenate and CoA biosynthesis // Pantothenate and CoA biosynthesis	OG0001850
W0T8Z5	KLMA_40083	KLMA_40083	51.8998	Alanine, aspartate and glutamate metabolism // Alanine, aspartate and glutamate metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Arginine and proline metabolism // Arginine and proline metabolism // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Ubiquinone and other terpenoid-quinone biosynthesis // Alanine, aspartate and glutamate metabolism // Alanine, aspartate and glutamate metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Cysteine and methionine metabolism // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Ubiquinone and other terpenoid-quinone biosynthesis	OG0002015
W0T8Z8	KLMA_30233	KLMA_30233	85.46655	Other types of O-glycan biosynthesis // Other types of O-glycan biosynthesis	NA
W0T913	KLMA_40103	KLMA_40103	102.66917	Glycerophospholipid metabolism	NA
W0T919	KLMA_30595	KLMA_30595	75.38659	Purine metabolism	NA
W0T942	KLMA_30011	KLMA_30011	93.70155	Starch and sucrose metabolism // Starch and sucrose metabolism	NA
W0T944	KLMA_40133	KLMA_40133	84.23638	Pentose and glucuronate interconversions	OG0002050
W0T947	KLMA_30016	KLMA_30016	34.3326	Glycerolipid metabolism // Glycerolipid metabolism	NA
W0T962	KLMA_30031	KLMA_30031	46.31529	Various types of N-glycan biosynthesis // Various types of N-glycan biosynthesis	OG0001524
W0T963	KLMA_40148	KLMA_40148	45.6943	Tyrosine metabolism // Tyrosine metabolism	OG0002059
W0T965	KLMA_20181	KLMA_20181	42.10509	Porphyrin and chlorophyll metabolism	OG0001128
W0T966	KLMA_30650	KLMA_30650	23.56804	Purine metabolism // One carbon pool by folate	OG0001914
W0T980	KLMA_40163	KLMA_40163	39.3199	Steroid biosynthesis	NA
W0T997	KLMA_40178	KLMA_40178	43.75667	Porphyrin and chlorophyll metabolism	OG0002078
W0T9A1	KLMA_30071	KLMA_30071	76.25778	Purine metabolism	NA
W0T9A7	KLMA_30695	KLMA_30695	57.56207	Histidine metabolism // Histidine metabolism	OG0001947
W0T9B8	KLMA_30705	KLMA_30705	43.61873	Purine metabolism // Purine metabolism	OG0001956
W0T9B9	KLMA_40198	KLMA_40198	52.72834	Alanine, aspartate and glutamate metabolism // beta-Alanine metabolism // Alanine, aspartate and glutamate metabolism // beta-Alanine metabolism	OG0002088
W0T9D3	KLMA_20246	KLMA_20246	44.46369	Terpenoid backbone biosynthesis	OG0001166
W0T9D6	KLMA_30111	KLMA_30111	47.82111	Folate biosynthesis // Folate biosynthesis // Folate biosynthesis // Folate biosynthesis // Folate biosynthesis	OG0001578
W0T9E0	KLMA_40218	KLMA_40218	35.22482	Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis	NA
W0T9E2	KLMA_20256	KLMA_20256	103.43996	Other reactions // Other reactions	OG0001172
W0T9E3	KLMA_30378	KLMA_30378	86.65206	N-Glycan biosynthesis // N-Glycan biosynthesis // Other reactions // N-Glycan biosynthesis // N-Glycan biosynthesis // Other reactions	OG0001744
W0T9F4	KLMA_40016	KLMA_40016	48.73824	Lysine biosynthesis // Lysine biosynthesis	OG0001974
W0T9G0	KLMA_40238	KLMA_40238	57.23127	Cysteine and methionine metabolism	NA
W0T9G1	KLMA_40026	KLMA_40026	38.81395	Steroid biosynthesis	OG0001980
W0T9G2	KLMA_20276	KLMA_20276	70.17499	One carbon pool by folate // One carbon pool by folate	OG0001184
W0T9G3	KLMA_30136	KLMA_30136	52.82564	Alanine, aspartate and glutamate metabolism // Alanine, aspartate and glutamate metabolism // Alanine, aspartate and glutamate metabolism // Alanine, aspartate and glutamate metabolism	NA
W0T9G9	KLMA_30403	KLMA_30403	97.78531	Glutathione metabolism	NA
W0T9I2	KLMA_30418	KLMA_30418	59.19616	Biosynthesis of unsaturated fatty acids	NA
W0T9I5	KLMA_20296	KLMA_20296	39.38427	Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis	NA
W0T9K9	KLMA_40268	KLMA_40268	24.53756	Nicotinate and nicotinamide metabolism	OG0002122
W0T9L0	KLMA_40081	KLMA_40081	64.99355	Purine metabolism // Purine metabolism // Purine metabolism	OG0002013
W0T9L1	KLMA_30196	KLMA_30196	66.44683	Selenocompound metabolism // Aminoacyl-tRNA biosynthesis	OG0001629
W0T9M1	KLMA_30211	KLMA_30211	44.01214	Aminoacyl-tRNA biosynthesis	OG0001642
W0T9M7	KLMA_20331	KLMA_20331	43.0632	Galactose metabolism // Galactose metabolism	OG0001223
W0T9N5	KLMA_30468	KLMA_30468	50.77359	Porphyrin and chlorophyll metabolism	NA
W0T9P8	KLMA_40126	KLMA_40126	25.67219	N-Glycan biosynthesis // N-Glycan biosynthesis	NA
W0T9R1	KLMA_20351	KLMA_20351	61.74021	Porphyrin and chlorophyll metabolism	OG0001238
W0T9R9	KLMA_40338	KLMA_40338	32.33723	Histidine metabolism	NA
W0T9S4	KLMA_40343	KLMA_40343	30.9579	Amino sugar and nucleotide sugar metabolism // Amino sugar and nucleotide sugar metabolism	NA
W0T9T0	KLMA_40161	KLMA_40161	174.46253	Phenylalanine, tyrosine and tryptophan biosynthesis // Phenylalanine, tyrosine and tryptophan biosynthesis // Phenylalanine, tyrosine and tryptophan biosynthesis // Phenylalanine, tyrosine and tryptophan biosynthesis // Phenylalanine, tyrosine and tryptophan biosynthesis // Phenylalanine, tyrosine and tryptophan biosynthesis // Phenylalanine, tyrosine and tryptophan biosynthesis	NA
W0T9T1	KLMA_30281	KLMA_30281	57.68682	Purine metabolism // Purine metabolism // Purine metabolism // Purine metabolism // Purine metabolism // Purine metabolism // Purine metabolism // Pyrimidine metabolism // Pyrimidine metabolism	OG0001685
W0T9U4	KLMA_40368	KLMA_40368	41.54018	Lysine biosynthesis // Lysine biosynthesis	NA
W0T9U5	KLMA_40176	KLMA_40176	170.55709	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	NA
W0T9V3	KLMA_40378	KLMA_40378	56.32611	beta-Alanine metabolism // beta-Alanine metabolism	OG0002181
W0T9W1	KLMA_40191	KLMA_40191	91.83937	Aminoacyl-tRNA biosynthesis	OG0002086
W0T9W3	KLMA_40388	KLMA_40388	39.49617	Glycolysis / Gluconeogenesis // Fructose and mannose metabolism // Carbon fixation in photosynthetic organisms // Methane metabolism // Glycolysis / Gluconeogenesis // Fructose and mannose metabolism // Methane metabolism	OG0002187
W0T9X0	KLMA_30523	KLMA_30523	21.00267	Riboflavin metabolism	NA
W0T9Z2	KLMA_40418	KLMA_40418	45.68512	Terpenoid backbone biosynthesis	OG0002203
W0T9Z7	KLMA_30341	KLMA_30341	84.06118	Steroid biosynthesis	OG0001721
W0TA03	KLMA_20466	KLMA_20466	69.74989	Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle)	NA
W0TA07	KLMA_40231	KLMA_40231	189.3823	Glycerophospholipid metabolism // Glycerophospholipid metabolism	OG0002101
W0TA08	KLMA_20471	KLMA_20471	114.45439	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	NA
W0TA32	KLMA_30588	KLMA_30588	60.87848	Purine metabolism // Purine metabolism	OG0001881
W0TA38	KLMA_40468	KLMA_40468	8.26353	Oxidative phosphorylation	OG0002234
W0TA54	KLMA_40488	KLMA_40488	45.04498	Purine metabolism	NA
W0TA74	KLMA_30421	KLMA_30421	70.17258	Naphthalene degradation // Naphthalene degradation // Naphthalene degradation // Naphthalene degradation	OG0001771
W0TA77	KLMA_30426	KLMA_30426	64.41972	Sphingolipid metabolism	OG0001775
W0TA79	KLMA_20551	KLMA_20551	60.31667	Steroid biosynthesis	OG0001356
W0TA80	KLMA_30643	KLMA_30643	47.92321	Purine metabolism // Purine metabolism // Purine metabolism // Purine metabolism // Purine metabolism // Purine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism	NA
W0TA84	KLMA_40523	KLMA_40523	128.76443	Other reactions	OG0002266
W0TA94	KLMA_20566	KLMA_20566	35.64232	Thiamine metabolism // Thiamine metabolism	OG0001368
W0TAB0	KLMA_30456	KLMA_30456	76.62374	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	OG0001794
W0TAB1	KLMA_20586	KLMA_20586	33.75335	Transport reactions (diffusion) // Transport reactions (diffusion)	NA
W0TAB3	KLMA_40301	KLMA_40301	19.44059	Cysteine and methionine metabolism // Other reactions // Cysteine and methionine metabolism // Other reactions	OG0002141
W0TAB5	KLMA_30461	KLMA_30461	50.82341	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis // Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	OG0001797
W0TAD9	KLMA_40583	KLMA_40583	62.56311	Pyruvate metabolism	NA
W0TAE4	KLMA_40588	KLMA_40588	66.16681	Lysine degradation // Lysine degradation // Lysine degradation // Lysine degradation // Lysine degradation	NA
W0TAF5	KLMA_20626	KLMA_20626	16.79759	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	OG0001396
W0TAG0	KLMA_30491	KLMA_30491	57.19313	Glycine, serine and threonine metabolism	OG0001813
W0TAG1	KLMA_40361	KLMA_40361	49.00428	Transport reactions (diffusion) // Transport reactions (diffusion)	NA
W0TAG2	KLMA_30728	KLMA_30728	63.19737	Transport reactions (facilitated diffusion) // Transport reactions (facilitated diffusion)	NA
W0TAI6	KLMA_40391	KLMA_40391	40.35484	Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle) // Citrate cycle (TCA cycle)	NA
W0TAK3	KLMA_40044	KLMA_40044	37.7501	Glycerophospholipid metabolism	OG0001995
W0TAL0	KLMA_30526	KLMA_30526	36.13646	Porphyrin and chlorophyll metabolism	NA
W0TAL6	KLMA_40426	KLMA_40426	50.10707	Zeatin biosynthesis // Zeatin biosynthesis // Zeatin biosynthesis // Zeatin biosynthesis	NA
W0TAL8	KLMA_20691	KLMA_20691	74.36072	Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion) // Transport reactions (diffusion)	NA
W0TAM2	KLMA_50038	KLMA_50038	24.08026	Histidine metabolism // Histidine metabolism	OG0002343
W0TAM6	KLMA_40436	KLMA_40436	53.96421	Steroid biosynthesis	OG0002216
W0TAN2	KLMA_50048	KLMA_50048	97.08935	Pyrimidine metabolism	NA
W0TAN7	KLMA_30556	KLMA_30556	64.89347	Alanine, aspartate and glutamate metabolism // beta-Alanine metabolism	OG0001858
W0TAQ9	KLMA_40471	KLMA_40471	29.93741	N-Glycan biosynthesis	OG0002235
W0TAR1	KLMA_20731	KLMA_20731	20.90567	Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	NA
W0TAR2	KLMA_50073	KLMA_50073	35.34732	Sphingolipid metabolism	NA
W0TAS3	KLMA_40486	KLMA_40486	88.68874	Other types of O-glycan biosynthesis // Other types of O-glycan biosynthesis	OG0002247
W0TAS9	KLMA_40491	KLMA_40491	38.72669	Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism // Glycine, serine and threonine metabolism	OG0002252
W0TAT2	KLMA_20751	KLMA_20751	59.08834	Glycerophospholipid metabolism // Glycerophospholipid metabolism	OG0001476
W0TAT4	KLMA_40124	KLMA_40124	40.63935	Glycolysis / Gluconeogenesis // Glycolysis / Gluconeogenesis	OG0002045
W0TAU7	KLMA_40511	KLMA_40511	6.55462	Oxidative phosphorylation // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion) // Transport reaction (active diffusion)	NA
W0TAV5	KLMA_50113	KLMA_50113	178.29119	Purine metabolism // Purine metabolism	OG0002385
W0TAV6	KLMA_30631	KLMA_30631	44.71401	Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis // Valine, leucine and isoleucine biosynthesis	OG0001902
