enzymes	shortNames	genes	MWs	subSystems	OG
Q6C2T9	TPI1	YALI0F05214g	26.80929	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Fructose and mannose metabolism // Gluconeogenesis // Glycolysis // Inositol phosphate metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Fructose and mannose metabolism // Gluconeogenesis // Glycolysis // Inositol phosphate metabolism	NA
Q6C2U0	HIS6	YALI0F05192g	29.0977	Biosynthesis of amino acids // Biosynthesis of secondary metabolites // Histidine metabolism // Biosynthesis of amino acids // Biosynthesis of secondary metabolites // Histidine metabolism	NA
Q6C2U7	YALI0_F05038g	YALI0F05038g	43.13566	Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation // Valine, leucine and isoleucine degradation	NA
Q6C2V6	YALI0_F04774g	YALI0F04774g	11.63678	Oxidative phosphorylation	NA
Q6C2W9	YALI0_F04444g	YALI0F04444g	56.07577	Biosynthesis of secondary metabolites // Gluconeogenesis // Glycolysis // Histidine metabolism // Phenylalanine metabolism // Tyrosine metabolism // beta-Alanine metabolism // Arginine and proline metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fatty acid degradation // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Histidine metabolism // Lysine degradation // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // beta-Alanine metabolism // Arginine and proline metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fatty acid degradation // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Histidine metabolism // Lysine degradation // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // beta-Alanine metabolism // Arginine and proline metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fatty acid degradation // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Histidine metabolism // Lysine degradation // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // beta-Alanine metabolism // Arginine and proline metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fatty acid degradation // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Histidine metabolism // Lysine degradation // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // beta-Alanine metabolism // Arginine and proline metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fatty acid degradation // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Histidine metabolism // Lysine degradation // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // beta-Alanine metabolism // Arginine and proline metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fatty acid degradation // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Histidine metabolism // Lysine degradation // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // beta-Alanine metabolism // Biosynthesis of secondary metabolites // Gluconeogenesis // Glycolysis // Histidine metabolism // Phenylalanine metabolism // Tyrosine metabolism // beta-Alanine metabolism // Arginine and proline metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Fatty acid degradation // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Histidine metabolism // Lysine degradation // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // beta-Alanine metabolism // Biosynthesis of secondary metabolites // Gluconeogenesis // Glycolysis // Histidine metabolism // Phenylalanine metabolism // Tyrosine metabolism // beta-Alanine metabolism	NA
Q6C2X2	YALI0_F04378g	YALI0F04378g	84.81353	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Steroid biosynthesis	OG0001721
Q6C2Y0	YALI0_F04169g	YALI0F04169g	101.93007	Biosynthesis of secondary metabolites // Starch and sucrose metabolism	OG0001172
Q6C2Y4	YALI0_F04095g	YALI0F04095g	46.36453	2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Glutathione metabolism // Peroxisome // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Glutathione metabolism // Peroxisome // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Glutathione metabolism // Peroxisome	NA
Q6C2Y8	YALI0_F04015g	YALI0F04015g	30.37535	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Terpenoid backbone biosynthesis	OG0002341
Q6C307	YALI0_F03597g	YALI0F03597g	35.86431	Nicotinate and nicotinamide metabolism // Pyrimidine metabolism	OG0000882
Q6C326	YALI0_F03179g	YALI0F03179g	58.07805	Oxidative phosphorylation	OG0003332
Q6C338	YALI0_F02893g	YALI0F02893g	32.33648	Oxidative phosphorylation	OG0002460
Q6C340	YALI0_F02849g	YALI0F02849g	43.98968	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Lysine degradation // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // One carbon pool by folate // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation	OG0002454
Q6C350	YALI0_F02629g	YALI0F02629g	52.08519	Aminoacyl-tRNA biosynthesis	OG0000752
Q6C354	PDH1	YALI0F02497g	57.73628	Propanoate metabolism // Propanoate metabolism	NA
Q6C363	YALI0_F02299g	YALI0F02299g	91.35912	Aminoacyl-tRNA biosynthesis	OG0003295
Q6C387	YALI0_F01771g	YALI0F01771g	10.45085	Oxidative phosphorylation // Sulfur metabolism	OG0000834
Q6C391	YALI0_F01672g	YALI0F01672g	94.5821	Starch and sucrose metabolism	NA
Q6C399	YALI0_F01496g	YALI0F01496g	11.33573	  // Pyrimidine metabolism // Pyrimidine metabolism	NA
Q6C3E0	GLN1	YALI0F00506g	40.71434	Alanine, aspartate and glutamate metabolism // Arginine biosynthesis // Biosynthesis of amino acids // Glyoxylate and dicarboxylate metabolism // Nitrogen metabolism	NA
Q6C3E1	YALI0_F00484g	YALI0F00484g	54.67479	Glycerolipid metabolism	OG0003253
Q6C3E5	YALI0F00396g	YALI0F00396g	72.89452	  //   //   //   //   //   //   //   //   //   //   //  	NA
Q6C3G2	YALI0_E35156g	YALI0E35156g	199.83564	Arginine biosynthesis // Atrazine degradation // Arginine biosynthesis // Atrazine degradation	NA
Q6C3H5	YALI0_E34793g	YALI0E34793g	71.44042	Citrate cycle (TCA cycle)	NA
Q6C3H7	YALI0_E34749g	YALI0E34749g	59.89187	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glyoxylate and dicarboxylate metabolism // Longevity regulating pathway - multiple species // MAPK signaling pathway - yeast // Peroxisome // Tryptophan metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glyoxylate and dicarboxylate metabolism // Longevity regulating pathway - multiple species // MAPK signaling pathway - yeast // Peroxisome // Tryptophan metabolism	NA
Q6C3J7	YALI0_E34265g	YALI0E34265g	60.41552	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glyoxylate and dicarboxylate metabolism // Longevity regulating pathway - multiple species // MAPK signaling pathway - yeast // Peroxisome // Tryptophan metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glyoxylate and dicarboxylate metabolism // Longevity regulating pathway - multiple species // MAPK signaling pathway - yeast // Peroxisome // Tryptophan metabolism	NA
Q6C3K2	ALG1	YALI0E34133g	52.71104	N-Glycan biosynthesis // Various types of N-glycan biosynthesis	NA
Q6C3K7	QCR7	YALI0E34037g	14.65587	Oxidative phosphorylation // Sulfur metabolism	NA
Q6C3L0	YALI0_E33957g	YALI0E33957g	24.23951	Biosynthesis of amino acids // Biosynthesis of secondary metabolites // Histidine metabolism	OG0002343
Q6C3L7	YALI0_E33774g	YALI0E33774g	148.742	Inositol phosphate metabolism	OG0003453
Q6C3M8	YALI0_E33517g	YALI0E33517g	113.72497	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Lysine degradation // Propanoate metabolism // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Lysine degradation // Propanoate metabolism // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // Fatty acid degradation	OG0002699
Q6C3M9	GET3	YALI0E33495g	36.04261	 	NA
Q6C3P7	YALI0_E33143g	YALI0E33143g	32.85305	Arginine and proline metabolism // Cysteine and methionine metabolism // Glutathione metabolism // beta-Alanine metabolism // Arginine and proline metabolism // Cysteine and methionine metabolism // Glutathione metabolism // beta-Alanine metabolism	NA
Q6C3Q2	YALI0_E33033g	YALI0E33033g	34.60603	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Purine metabolism	OG0000942
Q6C3R1	YALI0_E32791g	YALI0E32791g	103.48104	Glycerophospholipid metabolism	OG0002333
Q6C3S3	YALI0_E32527g	YALI0E32527g	59.37453	Purine metabolism	OG0002777
Q6C3T1	YALI0_E32351g	YALI0E32351g	34.67067	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Pentose phosphate pathway // Purine metabolism	NA
Q6C3U4	YALI0_E32065g	YALI0E32065g	24.51301	Biosynthesis of antibiotics // Steroid biosynthesis	NA
Q6C3U6	YALI0_E32035g	YALI0E32035g	63.58578	Steroid biosynthesis // Steroid biosynthesis //   //   //   //   //   //   //   //   //   //  	NA
Q6C3W5	YALI0_E31647g	YALI0E31647g	35.13102	  // Sulfur relay system // Sulfur metabolism //  	NA
Q6C3X3	YALI0_E31515g	YALI0E31515g	37.27088	Glycerolipid metabolism	OG0000981
Q6C3X5	YALI0_E31471g	YALI0E31471g	16.46446	Oxidative phosphorylation // Phagosome // Oxidative phosphorylation // Phagosome	OG0003385
Q6C3Z7	YALI0_E31009g	YALI0E31009g	50.52146	Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism // Pyrimidine metabolism	OG0002739
Q6C3Z9	ACH1	YALI0E30965g	58.05042	Pyruvate metabolism // Pyruvate metabolism // Pyruvate metabolism	NA
Q6C416	YALI0_E30591g	YALI0E30591g	67.30042	Biosynthesis of secondary metabolites // Biotin metabolism // Fatty acid biosynthesis // Fatty acid metabolism // Propanoate metabolism // Pyruvate metabolism // Biotin metabolism	OG0002711
Q6C421	YALI0_E30481g	YALI0E30481g	46.56166	Arginine and proline metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbapenem biosynthesis	OG0002386
Q6C433	YALI0_E30129g	YALI0E30129g	71.85878	Cysteine and methionine metabolism // Glutathione metabolism	OG0001601
Q6C438	YALI0_E29975g	YALI0E29975g	51.81698	Biosynthesis of secondary metabolites // Porphyrin and chlorophyll metabolism	OG0002040
Q6C450	YALI0_E29667g	YALI0E29667g	18.59966	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Oxidative phosphorylation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Oxidative phosphorylation	NA
Q6C454	YALI0_E29579g	YALI0E29579g	57.35567	Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics	OG0003028
Q6C473	YALI0_E29161g	YALI0E29161g	228.58717	Inositol phosphate metabolism	OG0001314
Q6C474	YALI0_E29139g	YALI0E29139g	58.61326	Aminoacyl-tRNA biosynthesis	OG0000598
Q6C482	YALI0E28963g	YALI0E28963g	47.64276	Alanine, aspartate and glutamate metabolism // Purine metabolism	NA
Q6C490	YALI0_E28787g	YALI0E28787g	48.99243	2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Lysine biosynthesis // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tryptophan metabolism // Tyrosine metabolism // Ubiquinone and other terpenoid-quinone biosynthesis // Tryptophan metabolism // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Lysine biosynthesis // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tryptophan metabolism // Tyrosine metabolism // Ubiquinone and other terpenoid-quinone biosynthesis // Tryptophan metabolism	OG0002355
Q6C4A4	YALI0_E28468g	YALI0E28468g	79.31353	Aminoacyl-tRNA biosynthesis // Biosynthesis of secondary metabolites // Porphyrin and chlorophyll metabolism	OG0001959
Q6C4B5	YALI0_E28237g	YALI0E28237g	48.44931	Sphingolipid metabolism // Sphingolipid metabolism	OG0001775
Q6C4B9	YALI0_E28153g	YALI0E28153g	207.24426	Inositol phosphate metabolism	OG0001707
Q6C4C6	YALI0_E27874g	YALI0E27874g	74.02738	Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism	NA
Q6C4E9	YALI0_E27346g	YALI0E27346g	57.10986	Oxidative phosphorylation // Phagosome // Oxidative phosphorylation // Phagosome	OG0001451
Q6C4G4	YALI0_E27005g	YALI0E27005g	35.99251	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Propanoate metabolism // Pyruvate metabolism // Valine, leucine and isoleucine degradation	OG0001186
Q6C4H2	YALI0_E26829g	YALI0E26829g	40.90171	Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Galactose metabolism // Gluconeogenesis // Glycolysis // Amino sugar and nucleotide sugar metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Galactose metabolism // Gluconeogenesis // Glycolysis	NA
Q6C4H7	YALI0_E26719g	YALI0E26719g	62.41953	Galactose metabolism // Starch and sucrose metabolism	NA
Q6C4K5	YALI0_E26004g	YALI0E26004g	39.96164	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Fructose and mannose metabolism // Gluconeogenesis // Glycolysis // Pentose phosphate pathway // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Fructose and mannose metabolism // Gluconeogenesis // Glycolysis // Pentose phosphate pathway // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Fructose and mannose metabolism // Gluconeogenesis // Glycolysis // Pentose phosphate pathway // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Fructose and mannose metabolism // Gluconeogenesis // Glycolysis // Pentose phosphate pathway // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Fructose and mannose metabolism // Gluconeogenesis // Glycolysis // Pentose phosphate pathway // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Fructose and mannose metabolism // Gluconeogenesis // Glycolysis // Pentose phosphate pathway	OG0002187
Q6C4L7	YALI0_E25740g	YALI0E25740g	49.93768	Purine metabolism	OG0002679
Q6C4M1	YALI0_E25652g	YALI0E25652g	53.28425	Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism	NA
Q6C4N1	YALI0_E25091g	YALI0E25091g	21.07161	Sulfur relay system	OG0002075
Q6C4Q2	YALI0_E24607g	YALI0E24607g	123.2777	Aminoacyl-tRNA biosynthesis	OG0003260
Q6C4Q7	YALI0_E24497g	YALI0E24497g	53.90062	Folate biosynthesis // Folate biosynthesis	OG0001138
Q6C4S7	YALI0_E24057g	YALI0E24057g	37.07615	Pyruvate metabolism	OG0002741
Q6C4S9	YALI0_E24013g	YALI0E24013g	34.36013	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Propanoate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Propanoate metabolism // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Propanoate metabolism	OG0001369
Q6C4T0	YALI0_E23991g	YALI0E23991g	47.72241	Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism	NA
Q6C4X4	YALI0_E22979g	YALI0E22979g	66.61272	Aminoacyl-tRNA biosynthesis	OG0001328
Q6C4Y7	YALI0_E22649g	YALI0E22649g	56.90115	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Glutathione metabolism // Pentose phosphate pathway	OG0002692
Q6C4Z3	YALI0_E22462g	YALI0E22462g	61.36295	Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism // Glycerophospholipid metabolism	NA
Q6C504	YALI0_E22198g	YALI0E22198g	191.40008	Amino sugar and nucleotide sugar metabolism	NA
Q6C513	YALI0_E21934g	YALI0E21934g	28.54647	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis // Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	OG0003040
Q6C536	YALI0_E21351g	YALI0E21351g	28.19269	Thiamine metabolism // Thiamine metabolism	OG0001368
Q6C538	YALI0_E21307g	YALI0E21307g	55.28569	Pyruvate metabolism // Sulfur metabolism	OG0000699
Q6C549	YALI0_E21021g	YALI0E21021g	221.55187	MAPK signaling pathway - yeast // Starch and sucrose metabolism	NA
Q6C551	YALI0_E20977g	YALI0E20977g	55.92703	2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Lysine biosynthesis // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tryptophan metabolism // Tyrosine metabolism // Ubiquinone and other terpenoid-quinone biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Lysine biosynthesis // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tryptophan metabolism // Tyrosine metabolism // Ubiquinone and other terpenoid-quinone biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Lysine biosynthesis // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tryptophan metabolism // Tyrosine metabolism // Ubiquinone and other terpenoid-quinone biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Lysine biosynthesis // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tryptophan metabolism // Tyrosine metabolism // Ubiquinone and other terpenoid-quinone biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Lysine biosynthesis // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tryptophan metabolism // Tyrosine metabolism // Ubiquinone and other terpenoid-quinone biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Lysine biosynthesis // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tryptophan metabolism // Tyrosine metabolism // Ubiquinone and other terpenoid-quinone biosynthesis // 2-Oxocarboxylic acid metabolism // Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Cysteine and methionine metabolism // Lysine biosynthesis // Phenylalanine metabolism // Phenylalanine, tyrosine and tryptophan biosynthesis // Tryptophan metabolism // Tyrosine metabolism // Ubiquinone and other terpenoid-quinone biosynthesis	NA
Q6C564	YALI0_E20691g	YALI0E20691g	60.21004	Carbon metabolism // Fructose and mannose metabolism // Glycerolipid metabolism	NA
Q6C579	YALI0_E20361g	YALI0E20361g	46.4995	Arginine and proline metabolism // Cysteine and methionine metabolism	OG0001859
Q6C584	YALI0_E20207g	YALI0E20207g	50.74117	Amino sugar and nucleotide sugar metabolism	NA
Q6C586	YALI0_E20163g	YALI0E20163g	44.47713	Amino sugar and nucleotide sugar metabolism	NA
Q6C5B6	YALI0_E19448g	YALI0E19448g	24.32324	 	OG0002556
Q6C5D5	YALI0_E18964g	YALI0E18964g	30.43029	  //  	OG0002747
Q6C5D6	YALI0_E18942g	YALI0E18942g	65.70396	N-Glycan biosynthesis	OG0002770
Q6C5D8	YALI0_E18898g	YALI0E18898g	208.87598	Glycerophospholipid metabolism	OG0002101
Q6C5F0	YALI0_E18634g	YALI0E18634g	69.25871	Carbon metabolism // Pyruvate metabolism // Carbon metabolism // Pyruvate metabolism	OG0002823
Q6C5G1	YALI0_E18348g	YALI0E18348g	34.2567	Pentose and glucuronate interconversions // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Gluconeogenesis // Glycerolipid metabolism // Glycolysis // Pentose and glucuronate interconversions //   // Glycerolipid metabolism	NA
Q6C5G4	YALI0_E18282g	YALI0E18282g	37.45446	 	OG0002465
Q6C5G6	YALI0_E18238g	YALI0E18238g	54.81297	Alanine, aspartate and glutamate metabolism // Butanoate metabolism // Propanoate metabolism // Valine, leucine and isoleucine degradation // beta-Alanine metabolism	OG0002088
Q6C5H4	GLR1	YALI0E18029g	51.30174	Glutathione metabolism // Glutathione metabolism // Glutathione metabolism // Selenocompound metabolism	NA
Q6C5H6	YALI0_E17985g	YALI0E17985g	73.48755	Aminoacyl-tRNA biosynthesis // Aminoacyl-tRNA biosynthesis	NA
Q6C5H7	YALI0_E17963g	YALI0E17963g	43.54837	Nicotinate and nicotinamide metabolism // Nicotinate and nicotinamide metabolism	OG0002806
Q6C5H9	YALI0_E17919g	YALI0E17919g	58.71481	Aminoacyl-tRNA biosynthesis // Biosynthesis of secondary metabolites // Porphyrin and chlorophyll metabolism	OG0001238
Q6C5J2	YALI0_E17633g	YALI0E17633g	50.00328	Fructose and mannose metabolism	OG0002471
Q6C5J7	YALI0_E17479g	YALI0E17479g	29.18199	Biosynthesis of amino acids // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Phenylalanine, tyrosine and tryptophan biosynthesis	OG0003206
Q6C5K1	PBN1	YALI0E17391g	59.00955	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis // Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	NA
Q6C5K3	YALI0_E17347g	YALI0E17347g	40.66984	Sphingolipid metabolism // Sphingolipid metabolism // Sphingolipid metabolism	OG0001777
Q6C5L8	YALI0_E16929g	YALI0E16929g	48.8229	Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Lysine degradation // Propanoate metabolism // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // Biosynthesis of antibiotics // Biosynthesis of secondary metabolites // Carbon metabolism // Citrate cycle (TCA cycle) // Gluconeogenesis // Glycine, serine and threonine metabolism // Glycolysis // Glyoxylate and dicarboxylate metabolism // Lysine degradation // Propanoate metabolism // Pyruvate metabolism // Tryptophan metabolism // Valine, leucine and isoleucine degradation // Fatty acid degradation	OG0002609
Q6C5L9	YALI0_E16907g	YALI0E16907g	64.75152	Glycerophospholipid metabolism // Glycerophospholipid metabolism	OG0002608
